#{"t_start": 1615572016.2963204, "env_id": "CartPoleSwingUp-v0"}
r,l,t
-305.813273,311,0.921675
-259.828598,276,1.809585
-450.761433,500,11.868923
-386.067745,500,13.507466
-193.397936,205,14.171191
-260.266034,325,24.207774
-345.823521,500,25.71254
-429.985039,500,33.685443
-277.573792,351,34.947431
-374.457911,491,36.467638
-265.240742,466,45.657487
-306.684548,357,46.749377
-154.644873,162,47.297741
-228.152725,500,53.977637
-214.815335,324,54.869896
-163.280246,190,55.387821
-193.012091,500,64.042565
-114.578253,221,64.707591
-186.274416,373,71.607635
-175.662853,278,72.747242
-213.100586,316,73.651166
-242.772738,292,74.452316
-272.81576,428,81.107735
-128.76166,198,81.6374
-135.010013,180,82.127784
-106.905177,283,85.807222
-171.013874,225,86.442219
-142.489325,192,86.977423
-84.377093,358,88.052433
-144.223388,183,88.637335
-132.43698,261,93.917324
-56.305912,230,94.597057
-170.771108,193,95.277375
-107.050545,289,96.217403
-74.859647,379,100.287379
-140.021005,147,100.707348
-75.997701,228,101.367793
-124.215062,448,104.827385
-95.729679,216,106.567648
-130.43148,166,107.022583
-136.250074,237,107.677603
-65.27599,126,108.027536
-124.540831,172,111.097312
-129.76023,176,111.587257
-104.744911,343,112.52743
-57.487162,200,113.067462
25.874376,297,116.0274
-109.931746,120,116.357755
-113.371731,201,118.0191
-98.106075,163,118.447421
-45.619382,83,118.677372
-73.461815,106,118.962157
-104.022578,157,119.387178
-79.143419,404,122.047223
-99.324236,164,122.507626
-119.902151,147,122.902426
-47.732453,500,125.937277
-61.328621,179,126.427339
-92.05335,192,128.088541
-67.473968,142,128.473143
-94.87361,240,129.154135
-102.174738,148,131.087542
-55.545238,159,131.517532
-83.150319,190,132.032457
-87.03921,115,132.34742
-136.195353,147,132.757371
-106.436027,128,133.107709
-80.022944,164,133.567701
-110.478078,131,135.232317
-67.306423,176,135.717248
-115.834782,151,136.1427
-100.033237,189,137.742903
-56.944789,87,137.977357
-62.347167,181,138.467352
-135.563607,142,138.847625
-31.189602,183,141.077707
-67.254726,200,141.647521
-81.801963,137,142.067723
-89.905753,181,142.597682
-45.866387,325,144.917103
-58.327732,199,145.52721
-142.06791,153,145.957632
-132.59423,144,147.657588
-63.052703,99,148.067334
-35.222506,200,148.637425
-113.923494,174,149.217684
-28.257847,171,152.307361
-56.680295,139,152.72513
-36.377413,159,153.247337
-61.114661,186,153.817192
-145.264584,167,154.352232
-50.744607,172,154.847356
-25.383645,309,157.337439
-48.538471,187,157.957317
-59.681122,106,159.547379
-38.48827,134,160.35734
-61.583395,109,160.767327
-41.512541,119,161.127252
-71.672091,123,162.647457
-51.036718,211,163.297413
-56.130476,186,163.907273
-69.047747,116,164.287423
-27.925005,226,165.267085
-19.894163,369,167.737496
-45.066671,165,168.227165
-63.069739,128,168.577214
-53.213541,130,170.102211
62.074245,232,170.767303
-21.141262,223,172.677191
-55.554898,271,173.457371
-23.107955,164,173.937486
3.774056,249,174.642129
-73.103276,91,174.897581
-14.750421,170,176.457114
-43.293159,147,176.867231
-60.072505,105,177.147322
-48.093221,116,177.467203
28.678205,301,179.442106
-58.201978,94,179.707602
-8.046637,262,181.797495
9.329074,257,182.497326
-17.522284,236,183.13717
-4.322318,219,183.737235
-23.914711,242,184.387142
-62.827541,106,186.327486
-44.463173,108,186.637317
165.209021,351,187.587219
4.197925,264,189.41727
-13.373197,251,191.167519
-15.807103,236,191.867611
-43.377007,82,192.097202
1.452629,259,192.807051
-59.684538,102,193.087451
-16.630641,84,193.337098
-113.924086,189,195.272249
-52.996187,112,195.587267
-56.379816,102,195.86728
-29.938227,87,196.107313
-35.84933,78,196.317505
-33.49389,75,196.527552
-40.038274,75,196.737159
197.716165,356,198.867336
-25.146923,226,201.306989
-18.138858,82,201.597181
-45.697306,108,201.967017
-56.04686,110,202.272101
-42.767627,83,202.497245
-37.093244,85,202.727285
124.041915,291,203.517238
-17.734404,234,205.255463
125.460625,411,206.377507
88.844201,277,208.250232
122.949416,288,210.147134
-20.750616,72,210.35718
149.83027,380,211.507424
70.640789,234,212.192316
-35.836883,77,212.437324
-21.478325,73,212.647193
107.176467,275,215.657497
-54.258653,103,216.132085
-42.904415,196,217.086928
-28.598769,238,217.8198
-41.033113,82,219.347019
-19.269981,74,219.577276
83.26935,249,222.287244
-32.013601,79,222.52741
140.395129,413,223.757121
239.168837,500,226.587066
45.699118,261,227.467029
-56.388964,94,227.757349
315.681429,500,230.457191
-18.023983,80,231.867348
331.686895,500,233.258204
-38.574872,162,233.697178
-57.248662,95,233.967052
-43.779418,95,234.242197
-46.595285,93,235.807021
-28.2734,79,236.01709
77.974562,249,236.712124
-44.313822,179,237.217277
-46.636289,105,237.507297
-30.135237,66,237.687116
-35.039383,87,237.927085
116.839415,270,242.64693
-31.106893,73,242.846932
-33.509715,73,243.037261
-15.669174,72,243.237183
-31.26219,81,243.456956
108.170427,283,244.277375
-61.084408,98,244.547347
250.253111,458,247.877268
-56.977316,89,248.116972
148.29521,314,248.973427
37.942408,234,249.60218
-26.053962,74,249.79709
43.448102,222,253.519454
-24.673791,73,253.713621
237.654687,391,254.817006
-26.584573,74,255.042327
120.156816,285,255.837189
-43.499781,108,258.447067
-43.62383,69,258.666986
-35.908877,77,258.907141
-59.147848,94,259.196917
-31.152081,78,259.417125
-37.117178,113,259.726975
-49.384178,91,259.977093
-24.260088,72,260.18713
30.829026,231,260.886838
-25.110612,72,261.137037
240.323248,400,265.097173
-21.895941,77,265.327106
144.19219,299,266.207268
-42.603814,155,266.79735
-58.925606,90,267.10707
-17.452026,219,269.867142
235.624594,443,271.437444
-60.608858,179,271.951292
-31.189812,80,272.207064
108.705376,278,275.66715
-45.624171,111,275.977017
215.729053,370,277.266923
338.236657,500,281.436955
-39.150941,77,281.697381
-23.55112,72,281.907339
93.414149,254,282.737077
-40.103489,108,283.15741
323.04755,490,287.737228
68.952719,232,288.522189
-59.582477,105,288.847025
-64.887226,95,289.1074
89.832838,244,289.847434
338.037615,500,293.757008
-47.68197,105,294.047087
-30.946168,72,294.247007
329.467465,491,297.517219
-34.525523,74,297.736996
88.427328,245,299.627356
-28.652708,85,299.862229
103.599327,259,300.56693
-53.253653,96,300.837118
-19.403335,70,301.046623
-24.654843,72,301.326891
168.120265,320,303.937197
-55.36341,88,304.16721
-33.021848,85,304.407083
114.023973,266,305.127384
339.448598,500,308.906995
