#{"t_start": 1615580692.3988988, "env_id": "CartPoleSwingUp-v0"}
r,l,t
-431.775407,500,1.358773
-471.936848,500,2.661269
-305.918933,322,9.744402
-139.08075,172,10.191212
-231.200637,234,10.800534
-613.969701,500,19.461548
-212.212859,233,20.072247
-501.77925,500,21.466333
-220.952248,251,27.04376
-576.49411,500,28.342393
-436.00691,500,37.113626
-147.342793,160,37.522706
-337.993573,247,38.172974
-370.996436,345,39.077629
-147.234785,202,43.145025
-263.203371,300,43.928044
-397.685258,500,45.238758
-337.161998,279,49.714876
-253.339565,267,50.416814
-253.786427,500,56.274699
-274.539979,242,56.904849
-382.629612,500,58.205981
-251.02811,322,64.825361
-83.767144,297,66.743594
-137.031366,155,67.142269
-361.945407,300,67.926119
-298.810984,472,75.095152
-249.170462,500,76.426188
-384.034452,500,84.908515
-127.003776,401,85.955571
-163.646953,175,86.422913
-152.640756,383,91.265827
-239.576301,193,91.783803
-219.963402,436,92.993364
-129.160006,500,99.917891
-187.318925,262,100.680642
-131.301075,486,106.724021
-103.001834,383,107.820404
-269.613313,492,113.960842
-176.807667,349,115.965676
-194.070593,444,117.164487
-157.310385,365,122.359253
-288.828504,500,123.691828
-195.940324,328,124.544133
-182.380526,410,130.579818
-176.437968,322,131.443818
-150.902705,272,135.357993
-55.596941,427,136.503315
-248.943169,211,137.060137
-42.020234,375,141.411657
-110.57207,436,143.556637
-182.730189,296,144.368479
-130.062529,382,148.685367
-169.262347,316,149.60976
-143.653163,242,150.238503
-287.381679,316,153.808224
-161.712123,295,154.582011
-114.240947,368,156.831257
-102.79168,273,157.553777
-138.827858,203,161.406542
-217.699809,407,162.468158
-128.105797,153,162.864967
-157.857028,197,163.373833
-268.877473,310,167.099741
-129.776013,323,168.9724
-121.278147,272,169.732441
-236.412643,195,170.23909
-98.273858,273,173.768842
-152.091943,222,174.356078
-199.214762,354,175.283239
-167.61145,351,178.641966
-176.619266,468,181.052177
-132.104961,172,181.497606
-189.089497,233,185.19801
-167.136049,426,186.308275
-151.796082,346,187.2237
-189.591139,363,191.187345
-113.234787,278,191.919752
-150.775251,297,193.779915
-199.802617,227,197.244139
-71.834162,246,197.88589
-152.509045,398,198.930297
-135.678873,194,199.450693
-171.470152,350,203.673727
-103.987882,391,204.700959
-181.421012,198,206.276899
-131.014245,225,209.346595
-79.385727,222,209.952563
-141.527572,232,210.561281
-207.275377,242,211.183828
-151.580535,278,211.925707
-286.526305,183,215.601237
-84.716621,230,216.210877
-203.341827,180,216.686622
-186.59663,196,218.334158
-89.691188,243,221.927286
-74.453447,251,222.580676
-81.29824,221,223.160688
-120.959616,278,223.881087
-171.223048,208,224.422273
-84.067349,284,228.353798
-167.10762,228,228.943753
-61.400698,225,229.54347
-182.108313,192,231.17718
-19.548543,308,234.647596
-118.279525,218,235.22719
-120.321991,249,235.868435
-106.754251,194,236.376275
-105.252899,198,238.701787
-107.909481,115,239.014932
-124.361258,225,239.604934
-88.172026,261,240.286597
-116.501899,228,241.953403
-114.749609,190,245.045788
-34.744477,270,245.780073
-129.704992,189,246.28769
-72.899293,188,246.773643
-86.329022,256,247.456352
-69.064037,212,250.455119
-71.24965,225,251.044744
-130.491606,214,251.594471
-138.496058,166,252.030574
10.120771,214,256.012099
-21.119105,273,256.724493
-131.246678,175,257.192361
-33.637437,205,257.72162
76.658129,260,258.413023
-75.515724,205,261.355318
59.713805,240,261.986192
-75.813259,208,262.543684
-4.059228,293,263.310863
-24.27942,248,267.682413
-128.416753,176,268.149794
-65.858086,222,268.719469
-32.948736,241,269.349926
-36.73894,253,272.264577
-61.239822,218,272.830855
-62.247999,216,273.400179
5.452114,288,274.15037
-105.881579,177,274.608205
16.986828,213,278.179978
-56.995952,221,278.779739
46.037873,232,279.407824
10.555666,229,280.102847
15.749379,254,282.944773
-35.548235,263,283.627984
-125.472079,155,284.034827
-60.315994,226,284.622805
48.106064,261,285.306543
-103.420146,180,289.602156
67.728563,264,290.302993
84.322182,315,291.133523
-76.473163,207,291.670723
-78.385985,187,294.451466
73.55829,273,295.185635
-87.820836,199,295.693646
-73.007121,205,296.232928
5.287025,275,300.757111
13.504078,207,301.332452
-37.973478,182,301.80038
132.532203,420,302.888757
27.227425,226,306.029586
39.507432,250,306.680233
-56.473179,198,307.198323
91.038226,317,308.062011
-45.039805,211,310.812186
-71.62543,190,312.508937
-35.169606,75,312.702368
-70.683641,113,312.99733
-52.608737,206,313.536575
106.22844,277,314.268849
48.292099,223,317.508632
129.232204,306,318.302531
17.391828,206,318.850594
-86.159873,169,319.287862
51.467444,238,322.949533
-83.023928,210,324.671023
142.088193,332,325.544066
-67.455518,201,326.072537
298.013355,477,329.998066
45.512259,215,330.559606
42.16595,209,331.138597
56.233207,224,331.748369
49.536845,221,334.726335
