#{"t_start": 1615576195.1379907, "env_id": "CartPoleSwingUp-v0"}
r,l,t
-465.831265,495,1.499958
-322.15881,367,2.540193
-455.873489,500,11.080048
-189.717933,195,11.612243
-248.648993,261,12.350454
-217.879625,231,21.241865
-331.610972,421,22.759934
-300.932492,450,24.579866
-95.183459,500,32.670173
-244.314819,253,33.510014
-291.994984,500,41.140211
-238.595249,500,42.570156
-65.808322,500,48.550089
-205.646083,287,49.329855
-247.680812,313,50.179937
-242.017069,251,56.220287
-308.015403,333,58.619878
-117.103491,201,59.264647
-283.07727,500,67.519765
-130.929375,433,68.989926
-167.97304,187,69.599801
-208.633644,233,70.369785
-138.88259,416,77.683997
-189.235789,350,78.670074
-72.156203,389,84.549962
-86.521823,350,85.520141
-226.017849,500,87.000136
-166.30626,337,94.019859
-178.493125,341,95.060308
-96.480734,210,95.700316
-175.43804,500,102.049767
-64.95,345,103.449838
-127.305135,323,104.370317
5.013017,453,112.670245
-52.654741,262,113.410239
-106.661387,281,114.210322
-75.563828,370,120.329915
-24.40993,256,121.079894
-63.898297,373,122.19021
-69.50751,271,127.079658
-104.7995,246,129.360028
-85.016034,373,130.629679
-93.483128,233,135.339854
-93.367401,316,136.300184
-37.862741,237,137.080146
-26.228123,373,142.529735
-178.278065,372,144.859768
-21.763336,474,146.320115
-124.198884,368,152.729657
-172.877827,313,153.849889
-105.336528,341,154.92968
-115.484764,333,160.409962
-81.287369,223,162.300106
-49.684581,272,163.390045
-29.250349,281,164.19987
-45.81086,256,169.130134
-129.682979,291,169.970218
-26.926732,288,171.189988
-67.086094,239,176.999734
-70.534826,269,178.210041
-32.864627,301,180.57005
-59.265087,220,181.259878
-61.014732,254,185.670002
-86.944857,355,187.050051
-90.493332,228,187.979849
-72.347673,303,188.999793
-107.666155,326,193.999873
-107.403338,329,196.329801
-70.899173,237,197.050173
-49.979399,227,200.679766
-64.950776,229,201.335168
-82.04054,388,202.379927
-52.3394,296,206.399727
-85.414374,280,207.249897
-5.180025,279,209.496404
-81.079423,246,210.339893
-46.873031,252,216.069565
-24.72776,246,216.779697
-65.611202,225,217.435006
-83.015833,243,218.139902
-102.142558,335,222.519336
-70.835489,276,223.419539
-109.778947,261,225.619904
-33.761818,226,226.329902
-91.682592,293,230.284522
-34.695096,234,231.044842
-158.353316,218,231.699478
-92.871558,204,232.464438
-59.620499,211,236.049509
-80.38701,237,236.769848
-91.929247,243,237.509882
-37.709639,302,239.909468
-42.552222,226,243.619887
-35.450742,235,244.385655
54.892878,258,245.189831
-74.641549,210,245.819653
-44.512093,214,246.459825
-90.074989,206,249.649486
-51.542025,224,250.309474
25.347195,299,251.199513
-46.998888,219,253.199787
-83.033202,200,256.319667
-55.03032,221,256.969811
-57.15242,223,257.659648
-14.277319,202,258.259779
21.256348,225,261.659814
-6.959474,318,262.639213
-11.031898,261,263.744538
-28.806664,242,265.759532
-49.490298,230,268.944597
-101.008486,239,270.079575
-49.919168,248,271.014516
17.130554,276,271.849386
-94.375093,189,274.899731
19.952039,302,275.989748
-70.764225,207,276.689471
-57.671668,236,277.519845
21.320945,221,280.229289
-32.139772,222,283.709569
-33.229947,243,284.389634
-24.630813,200,284.979515
-32.446272,225,285.609547
-15.636038,211,288.649422
-25.865183,319,289.549502
45.773431,217,290.185905
-28.138895,225,290.829602
61.618208,253,295.009509
84.363537,248,295.759733
-36.294005,181,296.329367
-88.100637,222,296.92943
-18.754727,239,297.659248
-120.361819,215,300.719817
-104.263936,194,301.429698
-14.947012,250,302.439417
48.116596,303,304.716791
42.114263,221,308.219744
15.508845,234,308.859661
-45.983236,207,309.454851
-4.726788,198,309.989776
31.388663,189,310.493318
55.634765,225,313.579334
49.223521,216,314.229605
-6.78176,244,314.919359
-49.847721,199,315.674267
-34.541345,209,320.539337
-11.618003,225,321.229346
-52.799072,188,321.769325
-17.356199,254,322.509557
-0.002519,197,323.109542
-20.25972,204,326.18989
-26.291847,195,326.729794
73.055702,234,327.449666
-5.099587,264,328.199295
-57.896712,196,332.46927
-24.986387,185,332.999696
9.946497,215,333.624371
91.818227,272,334.364864
33.914618,209,334.939878
47.62049,236,338.019341
68.602541,261,338.749294
-23.431094,226,339.419514
67.76004,388,343.409289
-55.564651,202,345.749439
88.22118,249,346.659456
58.837293,219,347.534665
-54.929064,195,348.099518
-58.328572,187,351.109731
-61.194081,198,351.659734
-8.338587,247,352.350428
-17.312551,211,352.939808
-25.566572,221,353.559581
20.206406,179,357.883651
27.842025,193,358.489234
40.390462,206,359.099696
-51.721993,197,359.659351
-82.449117,173,360.199713
-57.158406,201,363.409047
52.676754,226,364.01747
107.577175,284,364.773678
-21.647952,204,365.319664
64.30129,339,369.989704
62.655824,228,370.649695
74.207251,239,371.359217
100.265552,275,372.154296
151.226991,320,376.129189
74.653168,257,376.859367
44.062156,213,377.469342
125.569732,287,378.269418
-14.932467,209,381.309937
