#{"t_start": 1615571778.134287, "env_id": "CartPoleSwingUp-v0"}
r,l,t
-390.36079,500,1.389489
-396.473849,414,2.654034
-280.872822,333,10.800348
-258.368509,276,11.510977
-311.289646,334,12.372796
-239.833892,299,22.284207
-184.335013,188,22.868614
-173.088785,500,24.377444
-225.019366,378,29.313047
-213.052622,216,29.884723
-413.175488,445,31.064603
-182.718426,190,34.715928
-262.450256,297,36.664012
-383.721156,500,37.965219
-168.127223,175,41.064682
-210.894355,218,41.623876
-144.443272,155,42.038414
-245.220339,396,43.067476
-258.416604,320,46.223462
-109.000873,121,47.694964
-126.193067,132,48.030652
-116.103778,133,48.384373
-101.782677,108,48.66985
-125.335575,147,49.046523
-138.245964,154,49.453393
-128.636748,142,51.462844
-135.416868,173,51.91988
-113.436248,296,52.700513
-135.197427,143,53.066041
-162.678487,176,53.523793
-154.20514,176,55.622558
-228.583818,239,57.351707
-133.246717,142,57.735153
-96.456673,212,58.283006
-197.72362,228,58.882865
-122.920346,128,59.218664
-111.617235,141,60.969887
-94.074729,111,61.273826
-98.920634,207,61.843971
-113.790514,133,62.213737
-116.143664,129,62.568536
-118.858241,136,62.930867
-74.552923,97,63.176955
-124.448199,135,65.176172
-123.772055,134,65.53158
-98.923293,110,66.962326
-103.148702,115,67.264287
-132.179277,159,67.673353
-72.88551,96,67.917499
-90.635106,113,68.212156
-104.093347,120,68.534566
-106.790334,118,70.05046
-154.253586,218,70.625809
-84.437702,344,71.549514
-132.330335,139,71.905227
-130.405074,141,72.300791
-107.897317,324,74.268619
-97.608834,108,75.65836
-146.42804,189,76.208367
-106.553416,121,76.523787
-102.097846,122,76.849035
-99.618737,126,77.193905
-131.259221,150,78.660877
-98.829694,125,78.998419
-95.075999,119,79.303488
-87.567022,122,79.626819
-61.176503,90,79.870892
-118.329931,183,80.340894
-117.682786,135,80.695975
-117.295688,172,81.143431
-135.131134,165,82.798425
-135.373369,147,83.17417
-68.65879,92,84.455353
-97.795271,117,84.787894
-69.445085,93,85.024013
-106.101664,112,85.31676
-61.213738,90,85.542713
-106.889777,217,86.130283
-91.87694,229,87.803244
-86.929509,116,88.108082
-106.97261,139,88.464021
-76.140083,91,88.707173
-102.358391,119,89.011902
-71.333872,181,89.479689
-100.870747,129,90.911992
-69.061786,87,91.165973
-86.877938,109,91.459782
-132.018919,149,91.853606
-108.325271,108,93.315622
-54.764655,86,93.539289
-115.738145,151,93.925652
-65.207511,104,94.1977
-77.524096,95,94.443048
-76.696049,95,94.695331
-96.158655,117,95.949955
-88.389104,104,96.227688
-105.497142,131,96.573231
-69.08832,89,96.816194
-86.652597,112,97.10094
-65.738877,89,97.334845
-41.705036,92,97.568868
-79.138156,108,97.853025
-51.080408,96,98.112773
-54.863035,77,99.2269
-74.792422,99,99.491614
-103.141307,115,99.803463
-75.591585,104,100.078061
-80.250206,109,100.360542
-42.059912,85,101.681741
-55.557672,81,101.89504
-63.202754,91,102.136763
-47.837979,77,102.331919
-34.698166,77,102.533537
-59.690798,87,102.757974
-74.170836,97,103.951112
-83.391851,115,104.250537
-75.143947,104,104.52504
-44.231718,75,104.716251
-73.827814,93,104.952275
-60.427476,87,105.175963
-56.710607,83,105.38962
-52.875018,85,105.613471
-69.560348,91,105.847332
-50.055441,73,106.039825
-55.279004,79,106.251343
-37.874787,88,106.477154
-64.361529,88,107.745739
-60.040649,86,107.977519
-96.201586,105,108.256287
-64.756411,88,108.479819
-27.548869,78,108.693208
-45.94123,83,110.114968
-50.933595,86,110.355217
-43.651282,86,110.570848
-49.649034,86,110.794234
-59.345479,87,111.027885
-52.235195,82,111.249458
-45.673376,69,112.339586
-71.25503,105,112.615752
-44.262769,76,112.808984
-55.426732,88,113.042809
-50.618534,80,113.246068
-51.490038,90,113.480045
-67.214756,102,113.744561
-49.851853,86,113.967832
-56.128545,75,114.160841
-44.914119,71,114.343672
-60.023314,91,114.577115
-51.697986,78,114.780167
-42.926758,74,115.845962
-37.243326,70,116.018102
-38.913239,79,116.240178
-42.595261,73,116.431378
-39.660008,77,116.626073
-45.232155,80,116.839428
-56.202459,71,117.022008
-47.908275,79,118.352586
-36.14828,77,118.564467
-42.467714,78,118.775824
-53.271287,80,118.981236
-53.129391,83,119.194664
-42.984427,77,119.398208
-36.287695,70,120.505476
-38.235164,75,120.69871
-35.472041,73,120.892031
-47.722089,84,121.113291
-39.003702,77,121.318234
-52.140094,89,121.552128
-42.222408,71,121.73497
-46.593601,85,121.958215
-33.074097,89,122.191954
-43.642851,75,122.384731
-47.365333,81,122.598017
-28.86479,72,122.780906
-33.982327,71,122.963917
-50.088779,75,124.039358
-36.843958,64,124.201899
-38.924185,80,124.405421
-45.673535,71,124.598408
-42.057469,74,124.781355
-39.374793,73,124.974648
-45.123685,85,125.198428
-42.281672,82,126.469059
-60.54655,86,126.74264
-47.228548,74,126.93568
-24.913938,73,127.11865
-28.767207,77,127.322056
-30.84536,74,127.515567
-42.88394,74,128.582974
-55.934989,76,128.786171
-21.507277,75,128.987689
-58.739093,85,129.203239
-43.039959,79,129.406734
-51.893865,77,129.610296
-64.868159,83,129.83382
-37.100508,73,130.026991
-32.031179,68,130.19993
-48.666721,79,130.403408
-37.941463,77,130.604115
-47.691111,84,130.81951
-44.689893,81,131.030555
-36.25279,74,132.109328
-18.709036,72,132.309787
-42.484658,80,132.521631
-59.065631,80,132.725474
