#{"t_start": 1615572326.421868, "env_id": "CartPoleSwingUp-v0"}
r,l,t
-311.833754,500,1.591659
-400.590508,500,3.111801
-317.204349,379,12.166463
-222.85807,234,12.921385
-484.440827,500,22.651914
-227.542939,295,23.481462
-301.173756,395,24.611485
-284.912917,310,31.757543
-198.663325,220,32.418837
-123.748829,132,32.871109
-280.866439,500,34.77557
-198.123456,236,42.237428
-132.290646,141,42.631297
-146.292543,160,43.087973
-197.443543,344,44.151647
-149.480595,181,50.834451
-239.51584,292,51.676213
-198.569829,256,52.411601
-205.684403,235,53.081658
-211.870054,367,60.526272
-130.526929,183,61.042325
-247.765353,361,62.086298
-289.510499,297,65.70122
-157.877685,204,66.291446
-156.100744,259,67.021147
-285.963819,295,67.846309
-304.926421,361,72.286182
-205.218704,282,74.306071
-142.480847,156,74.756175
-150.20712,399,75.88659
-198.630395,227,79.606275
-140.464634,177,80.111262
-201.084634,228,80.731414
-217.951637,240,81.436482
-179.952493,241,84.896275
-124.957295,180,86.686498
-146.655956,225,87.331587
-144.642823,157,87.766608
-173.547893,218,88.396326
-133.812953,162,91.501348
-134.467381,155,92.001428
-123.009892,491,93.633197
-178.266113,236,94.350195
-64.132121,326,97.278424
-137.893713,247,99.038878
-86.997547,110,99.331407
-119.870356,141,99.696429
-104.257092,126,100.039369
-130.678061,135,100.383082
-103.820036,116,102.073369
-112.625673,132,102.427751
-93.946729,233,103.046698
-111.217002,141,103.433468
-68.894679,215,104.001744
-135.548575,159,104.41903
-131.670086,192,106.427154
-98.966775,121,106.742352
-144.913997,153,108.175282
-112.838596,138,108.530928
-116.149485,175,109.012456
-110.128491,121,109.327916
-90.943949,107,109.644244
-73.534021,330,111.804808
-99.863578,113,112.106939
-171.468201,408,113.195346
-107.632372,126,113.551039
-129.221,152,115.142624
-98.11272,110,115.43755
-87.785945,110,115.722526
-98.235954,125,117.178214
-84.002772,111,117.462877
-105.590719,120,117.788523
-61.495604,88,118.020514
-68.764173,88,118.244427
-58.813798,98,118.490621
-95.986306,107,119.972621
-106.871451,118,120.279588
-91.293576,114,120.574688
-79.492483,108,120.869295
-140.603637,152,121.265507
-94.578591,103,121.529911
-75.035037,103,121.794207
-90.773879,116,122.108303
-77.788185,120,123.622344
-86.828505,111,123.906665
-94.181778,167,124.35121
-100.431948,114,124.64794
-73.517736,89,125.981398
-98.833317,121,126.304639
-107.292567,121,126.611762
-59.177892,92,126.853847
-88.353526,215,128.368008
-106.294098,125,128.692073
-82.660048,99,128.946525
-75.966746,102,129.220622
-69.226212,88,129.444392
-83.050362,105,129.726562
-67.520954,97,129.972601
-92.690767,113,130.267262
-68.920754,94,130.500926
-99.551072,119,130.806024
-76.548599,100,132.045187
-69.210736,90,132.289269
-66.034268,117,132.594043
-69.31021,93,132.864851
-90.503267,114,134.205551
-69.605657,98,134.478481
-65.901628,90,134.712616
-63.776248,88,134.936293
-72.111803,99,135.282236
-33.65854,75,135.475467
-38.893919,86,136.594998
-64.520519,89,136.827687
-44.25619,82,137.05794
-61.37108,100,137.321431
-75.508434,87,137.547
-49.695599,76,137.740252
-84.229433,96,137.984255
-67.547773,88,138.218182
-75.985128,109,138.493042
-45.430392,84,138.706714
-80.338936,103,138.988804
-72.148015,112,140.249322
-91.371086,104,140.515782
-81.701141,109,140.800827
-79.23951,116,141.1054
-59.436142,85,141.319306
-56.06851,87,142.599806
-66.360428,92,142.87344
-82.627323,103,143.145182
-99.704814,106,143.441303
-34.183485,84,143.663969
-52.614292,81,144.801852
-36.129648,78,145.005205
-49.335096,77,145.198555
-64.089642,91,145.432756
-48.565565,86,145.663574
-42.56985,78,145.866909
-32.336106,76,146.062112
-44.574395,83,146.275791
-67.868515,86,146.499374
-32.130577,69,146.681613
-55.291617,108,146.956068
-67.844811,98,147.210178
-51.842758,81,148.328981
-45.490222,84,148.542603
-54.02251,89,148.784022
-68.89068,97,149.039534
-71.133029,91,149.282239
-43.040717,81,149.495641
-60.871457,99,150.767872
-37.303211,89,151.048254
-41.85783,71,151.233237
-83.161541,101,151.497631
-38.085282,82,151.701241
-25.255636,83,152.799544
-33.265319,82,153.012966
-61.880525,94,153.256601
-35.203596,80,153.477904
-33.863516,75,153.672804
-53.42614,85,153.896559
-71.69866,104,154.180672
-35.069771,83,154.404103
-44.418851,85,154.628019
-61.896635,92,154.872177
-57.475371,88,155.113395
-38.97029,68,155.288204
-39.85925,86,156.365284
-34.16628,79,156.578732
-53.278685,81,156.782441
-40.463433,83,156.995924
-52.80744,87,157.227442
-61.190943,92,157.463613
-26.944882,78,157.667247
-36.391047,86,157.880862
-57.187672,86,159.142329
-38.802344,84,159.366052
-52.167159,87,159.597706
-54.685188,82,159.813208
-78.57142,94,160.921415
-22.855406,84,161.155095
-46.535626,81,161.358433
-37.963501,78,161.571976
-41.404448,74,161.755253
-28.368642,64,161.927991
-38.199685,75,162.121099
-37.737992,78,162.332774
-43.769548,76,162.557918
-36.850891,72,162.758727
-55.121592,91,162.992607
-55.229049,85,163.207981
-61.40602,87,163.449242
-50.769145,79,164.577746
-68.493351,96,164.821783
-39.794975,79,165.034492
-46.188521,84,165.255963
-50.46268,86,165.471704
-52.187344,78,165.675253
-33.9831,78,165.888753
-23.423773,71,166.092146
-31.708345,88,167.331781
-24.467532,74,167.52459
-59.392035,79,167.727815
-35.359101,75,167.921124
-57.758646,83,168.990051
