#{"t_start": 1615584540.450563, "env_id": "CartPoleSwingUp-v0"}
r,l,t
-183.566043,219,0.131447
-335.177196,352,0.306099
-212.589917,248,0.417457
-478.383913,500,1.43988
-298.749316,309,1.571416
-300.457301,339,1.718565
-363.284268,464,4.068316
-249.976557,268,4.179373
-126.009035,427,4.793088
-280.63441,288,4.926354
-271.114129,330,5.087877
-213.862987,229,5.188116
-171.237592,182,6.887956
-196.336411,209,7.000621
-143.95051,149,7.081107
-244.632653,253,7.187874
-419.22579,500,7.778691
-337.617002,500,7.991617
-165.38425,221,8.092529
-234.967378,366,9.860177
-171.026763,250,9.97876
-152.669952,237,10.079544
-149.357584,152,10.142045
-177.783408,194,10.504353
-133.236061,140,10.564805
-203.068948,500,10.778686
-85.741308,153,10.849303
-155.799072,179,11.183484
-152.267696,168,12.452634
-125.499604,137,12.523001
-125.071615,136,12.601472
-139.801604,179,12.68419
-92.045983,146,12.754985
-156.687114,170,13.057903
-167.395199,282,13.189101
-175.64243,467,13.381599
-177.658939,382,13.816941
-20.459447,397,15.322102
-118.552087,146,15.393025
-112.920863,160,15.453465
-111.135243,129,15.723073
-130.569389,160,15.785791
-131.050828,198,15.874825
-57.412461,225,15.96802
-130.003951,151,16.029006
-119.959077,135,16.078399
-118.840241,135,16.347512
-135.450408,159,16.410036
-127.640979,150,17.608055
-77.131928,102,17.658222
-99.505949,134,17.728563
-52.26663,91,17.778755
-82.845092,109,17.829285
-77.309972,114,17.879667
-105.78909,138,18.142205
-110.019748,145,18.212759
-101.076651,267,18.331666
-94.991882,113,18.384262
-94.25805,112,18.434545
-45.72311,293,18.56568
-81.692624,290,18.819468
-82.46563,107,19.97884
-72.513091,93,20.029223
-78.001175,107,20.099756
-70.706074,103,20.160117
-67.535346,101,20.20036
-37.203361,85,20.244081
-77.607169,98,20.290946
-87.704653,117,20.50711
-104.513328,119,20.576078
-81.107382,106,20.629449
-78.447575,123,20.691967
-49.862579,132,20.760932
-51.845027,95,20.792176
-60.831265,246,20.930164
-88.81925,111,21.124164
-105.567114,128,21.180945
-77.110363,137,21.243184
-89.380676,116,22.462323
-61.636353,89,22.514804
-79.109758,107,22.575211
-71.339654,86,22.623521
-88.262251,106,22.665944
-37.867017,93,22.706409
-80.384274,111,22.757137
-71.408712,92,22.928888
-57.332067,104,22.969592
-31.692184,238,23.071173
-87.544118,207,23.160216
-73.871091,110,23.210629
-78.676961,120,23.263012
-66.826976,95,23.303454
-70.357223,93,23.463373
-56.665445,122,23.525862
-130.815123,164,23.594914
-83.204937,125,24.824057
-36.695667,69,24.864361
-86.032966,139,24.944968
-45.746838,79,24.975265
-50.979216,90,25.025733
-95.325766,111,25.074252
-49.045958,81,25.218294
-56.944131,82,25.258872
-49.23322,81,25.289152
-68.603354,101,25.339544
-58.661238,85,25.36979
-66.412569,93,25.410163
-50.668515,98,25.450813
-74.188691,109,25.501311
-51.907574,87,25.531651
-41.667329,75,25.571973
-36.875956,80,25.602378
-60.590441,104,25.762611
-46.359689,76,25.802944
-40.315573,77,25.835383
-49.866783,79,25.865694
-63.776349,92,25.906236
-65.608658,102,25.946898
-48.006595,90,27.107353
-31.287499,75,27.157971
-26.796256,71,27.198268
-46.648562,80,27.228457
-32.407221,77,27.258619
-48.154943,84,27.298748
-37.14265,86,27.447939
-48.635504,77,27.490216
-22.914053,78,27.52073
-27.780576,65,27.551276
-56.348059,124,27.599931
-20.09348,84,27.632531
-31.55673,73,27.660953
-26.643178,78,27.693406
-38.254446,77,27.723972
-60.81269,91,27.764667
-36.02429,76,27.795227
-73.244066,95,27.83577
-45.624852,79,27.996249
-48.623792,75,28.027527
-64.471529,91,28.058738
-25.967215,78,28.096485
-26.914925,72,28.127731
-61.03164,92,28.158973
-69.217996,94,28.196471
-33.501857,76,29.477655
-46.77587,81,29.518153
-34.696155,77,29.56638
-18.58243,71,29.60872
-35.299689,70,29.64916
-22.242789,68,29.679359
-26.603344,75,29.81873
-71.852521,89,29.865626
-41.226246,74,29.896866
-23.112169,66,29.918994
-35.334773,74,29.950241
-34.093266,68,29.981484
-47.01681,85,30.019232
-54.291999,83,30.050478
-40.066253,74,30.081721
-48.968622,84,30.119466
-34.38027,73,30.150741
-46.727144,83,30.187184
-48.366985,80,30.219491
-30.641214,65,30.370354
-35.483005,73,30.40163
-50.611038,84,30.432843
-52.169859,82,30.472818
-29.279612,63,30.503285
-46.644114,78,30.533767
-40.377948,75,30.564185
-32.959556,80,30.602655
-40.08688,77,31.773891
-32.289369,68,31.814263
-38.626979,80,31.854571
-59.6544,82,31.915376
-25.362841,72,31.945819
-23.149218,68,32.075819
-40.399363,73,32.101513
-38.589022,73,32.132745
-17.282556,72,32.163988
-23.024203,69,32.201778
-38.30772,77,32.233021
-48.08688,74,32.264264
-30.356653,71,32.28639
-38.49168,76,32.317657
-42.064702,77,32.364526
-30.515255,77,32.386683
-48.901881,84,32.433579
-31.833117,71,32.464819
-52.460386,81,32.486971
-24.884662,66,32.643412
-33.461143,77,32.674679
-30.028969,66,32.705925
-43.001059,80,32.743676
-30.330291,62,32.774947
-36.63083,75,32.806181
-49.320092,86,32.843997
-22.779421,73,32.875232
-36.309487,75,34.03857
-49.493619,82,34.089074
-35.485653,78,34.119258
-29.506428,73,34.14947
-23.219559,77,34.189979
-32.16881,80,34.352399
-32.67051,79,34.38289
-30.481075,70,34.413249
-31.10577,70,34.443599
-46.467013,76,34.4739
-28.996032,65,34.502096
-28.764668,71,34.542434
-32.394455,78,34.574667
-24.122613,70,34.60492
-32.423755,69,34.633141
-29.749399,66,34.655535
-42.939045,77,34.685911
-22.833472,69,34.714312
-24.104284,68,34.746695
-28.852054,75,34.895476
-38.165924,78,34.926723
-38.315201,71,34.957985
-19.661145,67,34.989228
-46.230603,81,35.011426
-38.376791,76,35.042635
-32.73702,68,35.073898
-31.002585,69,35.111705
-18.449697,72,35.14293
-36.601969,65,36.324361
-21.570316,63,36.364553
-25.891375,71,36.394743
-28.321911,68,36.425014
-29.154158,70,36.463253
-24.40588,59,36.624813
-39.020388,75,36.65606
-35.530697,73,36.687303
-14.302384,77,36.718545
-29.9461,73,36.740674
-26.378148,68,36.78183
-34.317544,77,36.80059
-29.022462,69,36.840867
-26.890917,77,36.872111
-37.145045,70,36.903353
-19.949405,69,36.935694
-41.478698,73,36.966272
-41.51793,81,36.998919
-32.782273,78,37.02923
-42.324243,74,37.181234
-35.849211,69,37.209611
-24.562797,76,37.23994
-33.544844,79,37.272222
-26.174282,66,37.300405
-32.876381,73,37.330798
-25.660501,71,37.353204
-27.651384,70,37.383509
-48.875475,79,37.42193
-20.755319,76,37.452199
-28.016332,68,38.69144
-39.996207,67,38.723571
-21.547115,68,38.763897
-39.793753,73,38.804048
-30.085335,67,38.965133
-37.74452,74,38.995484
-25.622202,72,39.025955
-26.386023,76,39.056506
-14.281669,71,39.086999
-29.82918,69,39.115398
-43.648389,76,39.145722
-35.684163,77,39.178082
-26.173518,71,39.218714
-38.441241,79,39.249292
-21.17232,74,39.279791
-29.678854,69,39.310049
-27.213872,69,39.340353
-36.940231,70,39.482324
-26.910803,71,39.512582
-29.070132,68,39.543102
-35.796569,79,39.573583
-34.831051,77,39.611844
-23.921959,70,39.642072
-23.698876,66,39.674659
-41.496558,78,39.704984
-36.651301,74,39.735562
-28.888333,72,39.766047
-27.08156,76,39.796486
-24.918346,67,40.873486
-16.83976,69,40.911672
-40.593694,79,40.954053
-30.468311,66,41.123602
-47.519202,71,41.156134
-20.859863,71,41.186538
-27.118609,68,41.206973
-34.999195,75,41.23752
-27.922434,76,41.275962
-40.07297,76,41.308567
-24.100515,74,41.336935
-14.525388,72,41.369383
-26.70405,70,41.397761
-17.555752,72,41.428088
-34.963618,74,41.460629
-22.313766,69,41.490968
-27.693668,68,41.519418
-31.848683,74,41.653353
-29.585841,70,41.683771
-28.103132,70,41.714253
-41.16458,78,41.74469
-34.358748,66,41.775185
-40.22853,71,41.803593
-14.823034,71,41.834009
-30.854412,74,41.864262
-36.000479,78,41.89646
-31.023693,71,41.926685
-31.156245,77,41.957094
-16.668933,73,43.087509
-30.692354,76,43.12768
-21.320324,73,43.165859
-27.154836,65,43.329114
-23.490785,65,43.359437
-23.613255,71,43.387798
-31.390657,76,43.420214
-25.370237,66,43.450718
-39.143364,71,43.480993
-24.461251,69,43.511139
-40.726972,74,43.541633
-37.378442,75,43.57208
-32.365781,67,43.600511
-31.509394,72,43.631002
-32.042585,75,43.661453
-38.827802,71,43.691856
-38.81505,78,43.724467
-36.751176,66,43.863701
-23.584413,66,43.894948
-38.437695,75,43.926223
-18.423334,65,43.957454
-25.167152,62,43.979639
-31.398309,67,44.010872
-36.579109,69,44.026473
-19.439732,71,44.06425
-22.253414,69,44.095525
-30.859097,74,44.126739
-33.029036,79,44.164526
-24.197376,67,44.18017
-33.179687,70,45.411824
-21.242391,68,45.452106
-31.10538,73,45.63367
-34.35632,73,45.674952
-30.757456,70,45.706197
-29.388561,74,45.737441
