#{"t_start": 1615576577.6048534, "env_id": "CartPoleSwingUp-v0"}
r,l,t
-400.208448,427,1.302836
-412.083098,458,2.632832
-240.022775,244,10.152773
-471.429266,500,11.522892
-452.1571,500,21.002334
-329.819036,329,21.89206
-230.25679,268,22.612349
-189.316775,222,23.262631
-219.309363,224,29.034627
-351.551724,373,30.442499
-214.391982,226,31.233263
-213.377035,215,31.986296
-267.666773,294,39.266875
-208.811514,232,40.041811
-476.384917,500,44.186689
-224.432568,253,44.937193
-262.372391,334,45.972179
-130.914301,147,46.372089
-324.742104,324,49.886921
-157.907315,169,51.697209
-196.733498,244,52.416721
-253.31923,268,53.181711
-320.637346,500,57.24672
-235.390887,245,57.946878
-275.839438,306,58.806752
-369.35371,377,63.122803
-268.126179,323,65.156796
-122.45048,178,65.656762
-260.728298,281,66.45674
-141.8193,149,70.387122
-187.302956,193,70.92718
-238.08015,253,71.647016
-236.484435,271,72.437074
-185.475318,252,75.95719
-171.122085,409,78.263345
-175.801906,263,78.987181
-157.813146,311,83.506971
-185.252621,398,84.626849
-131.357625,363,85.626932
-190.963845,487,91.887085
-84.072634,413,93.076699
-158.479528,352,97.677054
-172.711608,384,98.766614
-117.775375,189,99.286695
-181.193442,249,99.996936
-182.796451,210,105.176995
-114.5981,324,107.266592
-134.61151,384,108.376839
-194.35395,500,112.967062
-153.259812,175,113.456625
-62.648489,231,114.097147
-121.881249,192,114.637054
-68.528984,344,118.729344
-68.71243,244,120.587092
35.159831,216,121.197043
-129.327919,367,125.546802
-91.083395,178,126.07658
-158.772229,217,126.706608
-89.463658,212,127.29686
-140.239566,268,128.086577
-143.821322,150,132.066559
-114.259494,399,134.346858
-70.036269,211,134.926699
-72.497854,244,135.626878
-59.717374,249,139.596886
-143.349588,173,140.086565
-53.481802,440,141.32699
-45.265238,405,145.856556
-103.233183,365,148.10931
-116.73172,227,148.746844
-139.64509,179,152.418217
-95.742573,328,153.33657
-97.003884,207,153.906662
-131.233029,225,154.537047
-135.696171,285,158.526511
-29.284687,263,159.346561
-105.720533,243,161.286881
-107.72175,320,162.206512
-134.062238,386,166.266726
-150.73127,323,167.176556
-50.017967,290,168.026692
-180.636023,263,172.096941
-41.406622,283,172.886621
-113.472539,251,174.726727
-110.170597,261,175.486425
-131.785963,284,179.246569
-143.181735,328,180.203393
-32.33778,399,181.326568
-94.599951,293,185.066489
-93.98533,268,185.846968
-103.185492,286,187.816879
-77.972637,226,191.096846
-46.295175,240,191.776501
-101.687009,248,192.47142
11.702232,218,193.076338
-91.876261,218,193.696537
-96.072299,222,197.6865
-160.192625,303,198.766737
-94.647972,211,200.536408
-32.046478,218,201.172258
-109.553386,233,203.956669
-17.652775,202,204.507046
-101.326515,249,205.218548
-37.934916,236,205.886509
-42.747528,255,209.216448
-41.180526,233,209.90251
-34.444598,231,210.586576
-65.211676,231,212.406709
-85.467922,193,212.956912
12.398187,278,216.206456
-111.125168,189,216.736631
-75.909788,190,217.266856
-76.277229,198,217.836355
-17.744951,245,221.046495
-95.492053,192,221.586779
-47.010763,218,222.206539
-79.13184,241,222.876541
-115.769382,198,224.626557
-13.030774,222,227.516515
-94.697298,193,228.056665
-65.33843,280,228.836762
-45.779385,202,229.406441
-79.12715,207,233.086471
-71.58368,226,233.726438
-97.610764,203,234.326477
15.741368,218,234.936383
12.307004,213,236.73649
-61.658766,194,239.526441
-72.420043,193,240.071505
-57.749667,209,240.666631
-51.136588,187,241.186782
-23.682973,208,241.766716
-28.006489,200,244.696749
1.262862,227,245.326905
-86.109353,191,245.856835
-64.402263,201,246.416502
-39.290473,189,248.096436
-63.822665,219,251.126833
51.210132,300,251.966879
14.374107,254,252.666871
-64.411704,191,253.196483
-19.901866,208,256.126291
-44.388915,178,256.626667
-57.601752,199,257.186452
-39.671659,200,257.746514
68.108705,330,259.870629
-49.712653,219,262.77648
45.552149,401,263.916435
18.75493,218,264.536282
38.629146,220,267.516227
-18.24239,217,268.136349
-21.915598,230,268.786829
-54.111918,188,269.306603
-66.403309,189,269.836429
-59.630088,235,273.77661
54.132922,217,274.386768
1.004067,195,274.986562
66.944789,334,275.946646
-49.141745,192,276.486289
10.853165,294,279.706588
68.419484,245,280.388825
-72.358702,183,280.890088
17.064054,201,281.446487
-71.020606,192,285.679868
76.130302,242,286.346398
88.91989,253,287.056326
-12.158174,167,287.516383
63.670836,321,290.836275
-37.181424,202,291.406258
-69.480328,184,291.916549
100.68612,279,292.696408
-78.814361,150,293.119088
47.467269,305,297.536392
47.352372,223,298.156444
-26.009974,219,298.786479
-45.42955,205,299.366249
-60.825128,184,302.176701
36.724568,210,302.756459
64.22592,226,303.386687
60.108274,222,304.006257
-1.600844,199,304.60648
92.244531,272,309.528422
-51.206201,199,310.088442
-7.290086,186,310.606303
-53.199488,211,311.226736
0.087687,231,313.916204
-49.453357,200,314.526696
140.645977,414,315.696315
-20.682047,214,316.306227
-58.703404,110,316.606149
-2.941798,244,320.706694
-20.622891,204,321.296182
-53.894684,222,321.916295
108.353384,287,322.716458
122.821817,286,325.846619
-69.484016,188,326.391365
146.886607,387,327.76623
40.054817,206,328.476489
