steps,reward,noise,uncertainty,oldReward,neg,pos,negReward,posReward,negNoise,posNoise,upCounter,topCounter,undetected
71.0,-37.24393862470282,0.0,0.0,-35.02218633890152,68.0,3.0,-35.27074426088808,-1.9731943638147413,0.0,0.0,0.0,0.0,0.0
81.0,-35.73634633526672,0.0,0.0,-35.73634633526672,73.0,8.0,-34.17251112789381,-1.5638352073729038,0.0,0.0,16.0,0.0,0.0
76.0,-45.11656987729259,0.0,0.0,-45.03766322135925,73.0,3.0,-43.19561213317104,-1.9209577441215515,0.0,0.0,0.0,0.0,0.0
83.0,-55.40809151530266,0.0,0.0,-55.40809151530266,76.0,7.0,-50.52116936445236,-4.886922150850296,0.0,0.0,0.0,0.0,0.0
85.0,-56.15325808873274,0.0,0.0,-52.71084785461426,81.0,4.0,-53.00019778863907,-3.1530603000936708,0.0,0.0,0.0,0.0,0.0
77.0,-24.165380609338172,0.0,0.0,-24.165380609338172,71.0,6.0,-25.141429151408374,0.9760485420702025,0.0,0.0,28.0,0.0,0.0
73.0,-30.61182837979868,0.0,0.0,-30.61182837979868,65.0,8.0,-29.849162586499006,-0.762665793299675,0.0,0.0,16.0,0.0,0.0
73.0,-14.634937641210854,0.0,0.0,-14.634937641210854,64.0,9.0,-18.549360987730324,3.91442334651947,0.0,0.0,35.0,0.0,0.0
78.0,-46.921792179346085,0.0,0.0,-46.921792179346085,72.0,6.0,-43.66838249564171,-3.253409683704376,0.0,0.0,0.0,0.0,0.0
76.0,-25.46236593229696,0.0,0.0,-25.46236593229696,70.0,6.0,-25.51338230026886,0.051016367971897125,0.0,0.0,27.0,0.0,0.0
70.0,-30.073606104129794,0.0,0.0,-29.23351507773623,66.0,4.0,-29.3360391613478,-0.7375669427819957,0.0,0.0,15.0,0.0,0.0
83.0,-28.81698025530204,0.0,0.0,-28.81698025530204,71.0,12.0,-28.800618027802557,-0.016362227499485016,0.0,0.0,29.0,0.0,0.0
76.0,-23.139582220464945,0.0,0.0,-23.139582220464945,65.0,11.0,-24.109081564471126,0.9694993440061808,0.0,0.0,29.0,0.0,0.0
68.0,-36.94658428430557,0.0,0.0,-36.94658428430557,66.0,2.0,-36.46873578429222,-0.47784850001335144,0.0,0.0,0.0,0.0,0.0
78.0,-42.30804340541363,0.0,0.0,-42.30804340541363,73.0,5.0,-40.607770159840584,-1.7002732455730438,0.0,0.0,0.0,0.0,0.0
79.0,-29.41174208559096,0.0,0.0,-29.41174208559096,69.0,10.0,-28.694273135624826,-0.7174689499661326,0.0,0.0,24.0,0.0,0.0
84.0,-41.86431288975291,0.0,0.0,-41.86431288975291,77.0,7.0,-40.77452845009975,-1.0897844396531582,0.0,0.0,6.0,0.0,0.0
74.0,-11.007618816569448,0.0,0.0,-11.007618816569448,63.0,11.0,-16.604212464764714,5.596593648195267,0.0,0.0,37.0,0.0,0.0
69.0,-27.718820880632848,0.0,0.0,-27.718820880632848,61.0,8.0,-27.475077427458018,-0.24374345317482948,0.0,0.0,17.0,0.0,0.0
71.0,-29.674822950270027,0.0,0.0,-29.674822950270027,67.0,4.0,-29.6460630572401,-0.028759893029928207,0.0,0.0,18.0,0.0,0.0
72.0,-24.415442578028888,0.0,0.0,-24.415442578028888,63.0,9.0,-24.979195951949805,0.5637533739209175,0.0,0.0,27.0,0.0,0.0
