#{"t_start": 1615577504.116359, "env_id": "CartPoleSwingUp-v0"}
r,l,t
-166.180539,203,0.598722
-210.954391,228,1.211044
-280.857255,329,2.193805
-383.254238,437,11.985847
-351.686894,403,13.18907
-306.947681,409,22.924824
-221.759564,255,25.552139
-433.371226,500,27.429116
-191.564093,202,28.167167
-490.932538,500,36.350602
-207.878328,268,37.279118
-231.352341,500,45.779963
-207.006232,320,46.78265
-169.80464,500,52.350175
-116.840662,393,53.537805
-109.618104,500,55.204694
-171.90305,263,61.830179
-190.63588,197,62.40059
-152.173506,166,62.886279
-169.702154,500,67.698816
-161.503068,446,69.213707
-174.139224,204,69.91552
-129.570523,190,70.48802
-95.309328,500,76.337542
-206.305513,276,77.148561
-124.310142,135,77.51471
-68.660714,232,80.783857
-85.952989,228,81.452205
-25.801783,500,83.025205
-179.283056,348,86.679476
-74.194105,110,88.287534
-205.737444,500,90.388901
-155.347007,500,98.386857
-107.876575,408,99.705956
-157.071826,247,100.509356
-227.071656,500,107.469203
-71.431932,215,108.224443
-81.558456,214,108.94167
-217.431374,500,113.498008
-128.66905,133,113.918079
-75.080821,324,115.008073
-154.93937,500,119.653948
-92.958955,190,121.764271
-101.844732,125,122.138861
-129.204716,159,122.581502
-134.996787,265,127.365587
-157.271018,178,128.066975
-114.449349,352,129.169698
-115.20345,408,130.758004
-132.658382,325,135.546086
-132.636074,374,137.693403
-127.691033,158,138.129412
-76.333284,160,138.545756
-64.171633,219,141.629806
15.790332,281,142.382054
-89.370604,197,142.890144
-74.906514,357,146.236029
-145.345841,173,146.694819
-62.40535,344,148.713595
-12.822455,262,149.404616
-106.099111,197,152.977193
-57.610671,276,153.72226
-72.911565,117,154.048952
-136.912163,174,154.504626
-92.284285,217,155.066238
-43.358768,270,159.088795
-114.257921,178,159.737185
-138.409199,162,160.438864
-100.983722,152,162.317732
-7.192291,314,163.276405
-12.296842,247,168.496849
-58.100658,176,169.114045
-71.054451,207,169.777938
100.751735,435,171.119058
-89.754043,135,175.038905
-86.182529,334,176.103656
-29.677813,225,178.210976
-40.250675,211,178.834668
-43.365669,178,181.815144
-46.554297,212,182.432058
-30.742266,223,183.063651
-31.205546,258,183.82043
-49.95118,233,184.544267
-15.34713,294,189.537622
-19.314559,229,190.206243
-35.251604,193,192.116092
-46.247757,120,192.45112
-48.771755,419,195.928077
-40.058484,159,196.404713
-41.201662,224,197.068869
-45.965038,192,197.654812
-5.820702,256,201.873603
-35.981996,398,203.392758
-16.454844,228,205.288128
-78.586603,234,205.916728
-42.161349,236,209.071701
8.763845,268,209.80326
-63.400662,98,210.057858
-22.081757,220,210.75935
-1.712712,244,211.428744
-45.823315,299,214.590929
-18.816807,187,215.089579
-38.260346,204,215.648015
-22.582644,181,217.570171
-54.546363,118,218.020999
13.496808,341,221.242085
-14.29685,216,221.878039
-59.79766,107,222.162522
-8.083137,233,222.808955
-64.883111,165,225.178469
-59.705353,201,225.820788
24.614608,272,226.534756
-61.637882,113,226.849056
-44.634954,142,228.272719
21.155753,256,228.973285
-58.851338,107,230.396211
-47.740934,241,231.083243
66.674228,352,232.446222
-60.665493,161,232.888772
130.323678,333,235.842539
-39.366323,84,236.055977
29.080311,266,236.757692
37.70602,281,238.619496
78.969785,338,241.279706
-37.72388,221,241.857644
-34.756444,227,242.449836
-31.444253,91,242.69287
-46.843066,187,243.170691
-50.696194,98,243.424984
36.331505,227,245.978645
152.475589,321,246.812839
47.737673,244,247.452729
-28.551979,159,248.894601
77.841995,241,250.76462
-16.794763,190,251.263621
-33.976839,78,251.467951
-57.523978,227,252.058501
-20.215264,179,252.526468
11.098553,295,255.295503
-46.483307,115,255.601009
201.333287,483,256.872056
-44.178603,78,257.075406
-56.264858,198,260.367217
-45.45315,101,260.683601
-55.920188,98,260.968726
45.869691,237,261.60226
24.373712,193,262.109303
-49.940935,111,262.414013
39.88572,211,262.97592
95.19619,259,266.512965
-39.718868,216,267.390956
-53.590949,113,267.807645
145.446188,358,268.948112
-37.254692,77,270.80533
106.249925,273,273.831885
-42.968284,231,274.431843
-44.09673,115,274.74538
15.807436,198,275.255716
-47.057222,226,277.328896
-45.955673,104,277.611481
-55.993109,213,278.162832
46.838394,222,278.733043
202.094033,388,279.739849
-22.343091,67,283.703934
339.525068,500,285.016643
149.941566,308,285.81839
-49.787978,82,286.03201
192.039821,489,290.335332
110.316277,395,291.362807
293.684133,449,295.967077
332.809561,500,297.25986
1.839309,192,297.768098
-57.366008,100,300.216362
205.611335,375,301.192384
-58.551984,209,301.733891
-0.652123,191,302.22266
-18.049635,84,302.436621
281.359862,468,307.174735
210.375893,436,308.304434
86.226754,243,311.805048
341.518594,500,313.116956
60.207029,218,313.676537
311.089287,484,317.312715
-57.645156,216,317.872324
-19.678032,166,318.301526
132.917719,291,319.062823
-43.748771,110,321.008113
51.829738,219,321.574382
-63.080708,186,322.061338
29.164093,197,322.570158
81.772254,238,323.18931
-25.776026,76,323.382378
-60.491014,197,326.783887
289.653074,500,329.302234
6.941206,215,329.861208
-82.651408,187,332.61713
119.39337,275,333.338808
-17.932427,82,333.552507
-66.484405,217,334.122037
-24.637424,84,334.335352
92.639668,256,334.996606
