#{"t_start": 1615575571.730667, "env_id": "CartPoleSwingUp-v0"}
r,l,t
-329.691819,500,1.403747
-296.200638,315,2.226443
-329.104537,368,9.659505
-331.966661,375,10.664384
-499.843059,500,19.249381
-154.211259,168,19.734847
-256.992453,336,20.638677
-281.661598,299,21.409042
-439.789702,423,26.920662
-122.105597,153,27.317329
-381.009954,390,28.314043
-401.305018,461,34.69959
-201.919343,221,35.27693
-233.679507,243,35.90868
-269.972596,304,39.09751
-193.411011,210,39.645239
-304.978252,313,40.458438
-333.255852,346,41.341783
-275.337821,295,45.432048
-279.015496,366,46.404285
-151.930838,161,46.811221
-256.807707,351,50.031407
-174.718622,191,50.529423
-157.76819,352,51.444572
-160.629779,187,51.922808
-192.821801,221,54.958097
-233.681759,263,56.744115
-131.716012,178,57.211541
-181.90586,218,57.771601
-114.070633,182,58.239612
-199.003737,500,61.904649
-201.566787,233,62.504277
-159.334062,245,63.135377
-140.003461,360,66.942406
-137.479362,152,68.438161
-236.720106,258,69.099264
-227.283841,500,73.933234
1.523331,500,75.215184
-109.399485,151,75.611508
-39.166536,500,81.055297
-72.510042,274,81.844155
-63.032605,241,82.503231
-175.719152,433,88.431616
-136.63198,211,89.010676
-62.868895,221,89.635216
-105.941039,370,94.667221
-29.349931,296,95.723113
-108.850313,500,98.806844
-238.164042,318,103.667008
-149.345554,398,104.780859
-75.087588,254,105.531836
-176.317143,392,110.597497
-52.331232,261,112.680182
-117.448921,306,113.563384
18.711037,481,118.378443
-66.335759,500,119.687467
-87.307961,425,124.361159
-29.517817,300,126.383814
-63.563929,249,127.123342
-74.536387,365,131.95346
-103.518277,374,133.066008
-82.546056,276,133.88312
-54.407753,370,138.749246
-61.479712,225,139.450887
-59.981565,272,141.486451
-28.592704,267,142.168687
-101.191819,314,146.370574
-95.505103,243,147.001579
-110.601228,252,147.661139
-114.559679,409,152.248505
-133.508293,294,153.066422
-109.927168,325,155.254295
-102.588883,206,155.851379
-104.04655,333,159.387328
-94.707587,366,160.390477
-32.104859,264,161.102121
-11.897254,264,165.035054
-122.416884,337,165.982655
-59.978864,241,168.084793
-49.778546,240,168.784049
-90.760387,238,172.410266
-105.086507,259,173.081881
-122.166008,341,174.059906
-95.400752,313,177.679176
-79.841754,281,178.571738
-76.249493,265,180.737112
-74.855563,233,181.788091
-78.615203,239,186.646249
-53.590182,191,187.223581
-101.749078,234,187.932212
-52.735275,273,188.731269
-95.036193,254,193.292657
-198.045512,273,194.542197
-36.004078,271,195.649492
-21.751511,302,198.118112
-37.111059,242,201.978178
-69.256361,234,202.708262
-52.769751,239,203.578045
-31.455263,173,204.128102
-78.523382,209,208.568284
12.366686,347,209.768133
-92.20977,260,210.658474
-53.132165,179,212.628008
-19.638119,183,213.183242
50.379307,304,217.248191
7.60075,234,217.935565
-50.033877,233,218.588326
-41.417364,243,222.058327
-40.674033,256,222.900531
-137.169352,185,223.458158
-22.202075,192,224.028314
-30.54332,233,225.968227
-43.922291,197,229.118521
-66.792628,219,229.768416
-2.471023,201,230.368372
-49.63679,225,231.038548
-33.151849,232,231.718168
7.55787,199,235.023376
-54.097873,239,235.828397
-21.676208,192,236.528277
19.703289,177,237.098768
23.603486,250,239.268192
8.001847,201,242.366088
-21.337752,225,243.038184
-61.1135,209,243.718215
-105.387406,173,244.298218
-46.131216,237,247.948109
-36.662096,206,248.618061
-44.566597,216,249.23853
-63.581238,226,249.918134
-59.61102,226,251.948117
-35.713744,183,255.473101
10.95959,193,256.058432
-28.109082,235,256.808135
-8.979725,253,257.648153
-43.656368,198,258.333189
-2.388951,186,261.298089
-67.246213,181,261.867953
19.379786,186,262.538279
-53.792876,190,263.397975
-91.747319,186,264.283805
67.872199,321,269.037937
-36.041615,186,269.57818
-46.115223,177,270.13315
7.227085,207,270.737975
-30.820541,233,273.588272
-28.187922,190,274.098134
-98.304579,169,274.578389
-32.21383,177,275.063339
-14.600996,192,275.598341
17.067227,168,276.060205
-101.33042,259,280.252991
23.754895,178,280.798367
-23.810762,169,281.298364
-25.88732,159,281.758325
-34.743589,163,282.232538
-2.593879,185,285.368222
-7.239911,184,286.00812
6.29459,166,286.563023
-12.380971,259,287.338196
-20.514074,169,287.823223
-40.792509,168,288.347995
23.017557,194,292.301309
5.82174,168,292.7488
-123.795063,161,293.200566
52.346887,313,294.05802
-54.477002,189,296.876475
-30.871219,186,297.417993
-49.8963,183,297.933395
-20.057909,190,298.50827
60.789156,218,299.1182
23.306999,189,299.661966
-58.579299,195,303.508348
-45.932447,179,303.984334
-28.434756,186,304.531195
-47.565614,176,305.137968
53.926548,213,305.857882
-37.492349,220,309.148334
41.088987,201,309.824619
-40.762143,215,310.527908
-0.861449,260,311.338031
34.237472,204,315.074749
9.605209,180,316.923898
13.632597,179,317.885474
20.776675,274,319.087875
49.450977,208,319.74782
31.342517,197,322.84816
76.515127,243,323.818182
-19.37407,191,324.418202
-2.309512,160,324.938061
-40.623866,178,325.457875
-17.13712,190,328.277876
4.645412,177,329.900697
-45.613285,178,330.438053
4.428798,168,330.918135
1.306902,177,331.478106
0.945519,181,332.008015
33.615184,193,334.958203
-36.883368,169,335.578012
-77.351785,189,336.18797
23.957287,183,336.788048
-44.049311,181,337.487531
73.441877,225,340.648327
