#{"t_start": 1615582675.367132, "env_id": "CartPoleSwingUp-v0"}
r,l,t
-868.97098,500,1.730007
-931.30214,500,3.267145
-641.629084,352,11.330171
-168.863147,183,11.859803
-847.010933,500,20.550126
-571.739306,417,23.030195
-984.249224,500,24.47004
-452.193422,500,32.770223
-258.769368,255,33.519909
-778.44691,500,43.249339
-205.841495,210,43.876758
-602.202052,418,45.134503
-324.801149,336,49.769844
-260.188953,211,50.334438
-420.412795,471,51.564755
-198.538395,227,55.534476
-302.721596,312,57.663991
-476.005673,500,59.044127
-192.072351,195,62.185367
-1005.481876,500,63.52431
-173.436859,192,64.116375
-243.257967,288,67.600056
-197.750914,205,69.323691
-137.337783,143,69.69219
-226.320525,250,70.369307
-169.424097,176,70.851425
-189.422639,193,73.366325
-200.646482,224,73.955688
-205.986164,219,74.560655
-175.364941,181,75.034085
-151.802099,159,75.477583
-333.035161,345,78.548496
-128.815007,143,80.097828
-147.882366,154,80.521474
-185.495476,194,81.064819
-367.038183,255,81.751249
-200.266212,206,84.421037
-137.017178,143,84.798855
-191.590917,194,85.3365
-147.925298,155,85.761084
-367.742173,389,86.818888
-169.372574,182,89.615532
-157.964427,170,91.269294
-205.833794,217,91.828729
-146.17434,154,92.22728
-113.051793,124,92.555799
-181.25954,188,94.73508
-133.698045,138,95.121723
-243.345478,257,95.821818
-158.147886,168,96.269326
-164.57416,180,96.737653
-141.416027,162,97.169621
-118.31397,125,99.338012
-185.271058,188,99.83812
-128.468946,139,101.415474
-111.904848,121,101.74982
-164.969439,180,102.231142
-96.699048,111,102.531993
-94.0639,103,102.817178
-111.504186,121,104.489926
-112.976409,125,104.837536
-160.651817,168,105.294195
-138.739202,152,105.722035
-98.903185,109,106.02549
-125.111461,134,106.374888
-109.659041,118,106.702843
-141.786929,152,107.107624
-95.918568,106,108.97112
-105.248002,116,109.278859
-109.000253,123,109.643984
-102.091997,113,111.248942
-118.037788,133,111.600927
-108.383634,121,111.943598
-198.748392,216,112.52616
-121.145547,133,114.210637
-100.870285,119,114.525275
-117.210527,127,114.859046
-114.344035,128,115.19272
-116.355945,129,115.555455
-77.033594,91,115.802907
-141.87476,160,116.223787
-85.673237,97,116.488109
-78.138386,89,116.731445
-133.013116,145,118.488944
-92.213475,105,118.753439
-208.713246,220,120.473029
-89.15794,102,120.776577
-97.89986,113,121.069331
-118.981006,135,121.44342
-96.258445,108,121.737871
-131.95369,141,123.442654
-115.216264,130,123.788286
-86.478908,100,124.072042
-100.785077,120,124.397661
-111.31853,122,124.733999
-100.445027,110,125.019918
-118.392932,134,125.389344
-294.927641,300,127.82072
-98.118531,113,128.137129
-80.100006,100,128.409949
-88.040831,101,128.693715
-96.260857,112,130.137256
-77.062249,96,130.418636
-104.113177,116,130.715717
-68.743242,88,130.959466
-82.39604,102,131.233656
-67.404167,87,131.460665
-64.795298,90,132.994733
-80.202775,98,133.268951
-93.474529,110,133.561281
-78.680996,93,133.815143
-85.398372,102,134.071656
-104.562438,118,134.384428
-81.466632,97,134.640387
-109.340408,124,134.973582
-77.95335,98,135.249129
-90.650125,105,136.650358
-84.507553,105,136.93459
-68.550974,90,137.173134
-88.055706,100,137.449879
-83.676055,99,137.731194
-62.614753,84,137.954957
-72.757414,88,139.326741
-70.71219,94,139.570174
-65.155493,83,139.783751
-80.974774,97,140.038131
-78.830535,96,140.290659
-66.630992,93,141.65972
-65.668298,92,141.895741
-59.797787,89,142.139386
-66.475836,88,142.372799
-76.339774,95,142.636514
-64.096983,86,142.870197
-98.986249,113,143.172785
-69.347462,91,143.404335
-76.310185,93,143.667352
-81.153706,90,143.909121
-213.621864,222,145.55433
-78.091438,96,145.813696
-61.796211,82,146.027097
-82.482494,106,146.311983
-63.994283,92,146.555723
-87.694008,108,147.967521
-55.87502,82,148.232498
-60.568346,88,148.466913
-67.164894,96,148.711419
-80.203926,95,148.963665
-63.942544,93,150.203443
-85.309481,103,150.488637
-61.030064,86,150.736091
-57.502534,81,150.946681
-84.127751,103,151.253633
-51.54153,79,151.507543
-52.127738,76,151.723734
-75.080286,97,152.024603
-55.455481,84,152.278195
-70.624256,96,152.556865
-52.403701,82,152.779517
-74.148624,96,154.142187
-56.890791,81,154.369933
-61.549404,82,154.639451
-113.535491,128,155.018334
-83.62065,109,155.308425
-67.878843,93,155.564406
-59.854636,87,155.8173
-57.467911,79,157.330927
-71.959019,89,157.592234
-70.895392,85,157.815741
-70.331737,94,158.060098
-39.713458,66,159.196024
-56.218137,83,159.429703
-56.48562,86,159.665432
-71.747004,94,159.907468
-52.574676,79,160.112383
-59.745411,86,160.335587
-69.068128,90,160.569099
-48.018094,81,160.772224
-66.91576,96,161.024127
-55.016835,84,161.250088
-77.821929,86,161.473678
-54.349914,86,161.690446
-66.357597,92,162.923308
-63.179162,87,163.170985
-69.357815,87,163.419772
-44.660192,79,163.636001
-69.080956,89,163.896058
-43.514792,74,164.091129
-41.420851,86,164.339
-77.346753,97,164.593261
-43.885865,74,165.976268
-43.139395,75,166.17947
-63.213711,92,166.423879
-46.271639,73,166.617181
-52.504302,80,167.75897
-52.751503,77,167.973933
-59.281505,85,168.204895
-52.198809,87,168.438534
-44.822281,75,168.641401
-57.480338,83,168.855338
-56.151708,95,169.107299
-52.370917,83,169.336138
-61.479831,93,169.594
-57.256053,73,169.801358
-91.582559,76,170.033154
-35.394188,71,170.238994
-66.384372,80,171.421116
-54.482406,85,171.664284
-69.492354,90,171.909914
-30.978707,86,172.133852
-56.343744,82,172.347
-62.060005,92,172.601206
-50.677106,78,172.804712
-61.612545,84,173.028699
-42.733231,84,173.242254
-41.796614,81,174.572726
-60.968817,76,174.765901
-40.077864,73,174.957008
-48.447139,72,176.036198
-57.293923,79,176.239111
-53.301806,83,176.470731
-90.29993,86,176.729972
-60.574793,76,176.945966
-50.52565,76,177.197012
-31.877735,72,177.397141
-54.721265,72,177.644513
-46.875574,89,177.91407
-39.2213,69,178.130227
-39.874409,76,178.377508
-50.56372,84,178.778465
-64.306007,83,179.132578
-69.867603,74,180.711447
-69.471102,74,181.096788
-48.841193,74,181.359767
-59.417534,90,181.660536
-63.234428,89,181.930119
-51.582107,77,182.130028
-65.72694,84,182.382897
-71.161472,87,182.630344
-65.701809,77,182.837995
-57.440295,78,183.05141
-45.394522,88,184.603894
-35.992801,74,184.820858
-36.437309,76,185.996349
-45.194657,77,186.196783
-39.184217,76,186.42447
-58.646571,89,186.682434
-45.708828,84,186.935255
-57.993904,83,187.16869
-87.392376,78,187.382081
-33.095124,70,187.575241
-25.977837,74,187.76809
-39.382922,66,187.948917
-56.088878,82,188.191849
-47.40313,83,188.444842
-33.657488,71,188.669142
-47.631252,84,189.925859
-59.724812,75,190.148485
-43.757361,88,190.393369
-48.339317,84,190.636919
-39.538447,74,190.869867
-56.557997,79,191.102897
-34.54734,81,191.337018
-57.291611,88,191.598865
-38.679456,85,191.858325
-33.237815,73,192.090134
-44.365239,71,193.568496
-41.232875,73,193.828859
-52.41156,87,194.09239
-42.899137,72,195.249373
-66.398773,89,195.518894
-63.425042,78,195.750697
-52.646242,75,195.95419
-37.070163,79,196.177181
-36.024504,77,196.378216
-43.785146,74,196.593197
-29.621369,72,196.805805
-53.180581,84,197.02861
-46.285214,84,197.262306
-39.633642,72,197.465111
-38.927821,78,197.678436
-41.51661,72,197.899933
-34.58034,65,199.297302
-49.906526,79,199.525084
-46.580537,79,199.747961
-38.15844,84,199.99073
-42.475397,78,200.20431
-35.146851,68,200.403122
-31.030289,73,200.587101
-36.61428,78,200.84016
-48.750453,76,201.052907
-36.747341,84,201.289177
-47.992644,87,201.655429
-66.848098,82,203.294524
-32.145228,76,203.506119
-30.465704,76,204.826825
-28.279129,73,205.096325
-31.720105,74,205.381461
-37.244374,73,205.666581
-39.870423,65,205.945195
-45.383826,77,206.230349
-58.013494,81,206.515327
-35.049559,79,206.900666
