cartPos1,cartVel1,pendSin1,pendCos1,pendVel1,action1,noisy1,noise1,cartPos2,cartVel2,pendSin2,pendCos2,pendVel2,action2,noisy2,noise2,cartPos3,cartVel3,pendSin3,pendCos3,pendVel3,action3,noisy3,noise3,cartPos4,cartVel4,pendSin4,pendCos4,pendVel4,action4,noisy4,noise4,cartPos5,cartVel5,pendSin5,pendCos5,pendVel5,action5,noisy5,noise5
0.5203861594200134,0.5361753495839926,0.19877031445503235,0.10092523694038391,0.496559189260006,0.5654037594795227,0.0,0.0,0.5213267177343368,0.5366960374208597,0.19931983947753906,0.10051101446151733,0.4925239309668541,0.4394882991909981,0.0,0.0,0.522280815243721,0.5438539935992315,0.20051583647727966,0.09961363673210144,0.48418635576963426,0.7674027681350708,0.0,0.0,0.5234210193157196,0.549483230480781,0.20305442810058594,0.09772729873657227,0.47684764862060547,0.690654531121254,0.0,0.0,0.5247075825929641,0.5606749195318955,0.20679253339767456,0.09499457478523254,0.46588670909404756,0.9622989892959595,0.0,0.0
0.5213267177343368,0.5366960374208597,0.19931983947753906,0.10051101446151733,0.4925239309668541,0.4394882991909981,0.0,0.0,0.522280815243721,0.5438539935992315,0.20051583647727966,0.09961363673210144,0.48418635576963426,0.7674027681350708,0.0,0.0,0.5234210193157196,0.549483230480781,0.20305442810058594,0.09772729873657227,0.47684764862060547,0.690654531121254,0.0,0.0,0.5247075825929641,0.5606749195318955,0.20679253339767456,0.09499457478523254,0.46588670909404756,0.9622989892959595,0.0,0.0,0.5262851297855378,0.5555502130435064,0.21234610676765442,0.09103149175643921,0.46566033363342285,0.15714770555496216,0.0,0.0
0.522280815243721,0.5438539935992315,0.20051583647727966,0.09961363673210144,0.48418635576963426,0.7674027681350708,0.0,0.0,0.5234210193157196,0.549483230480781,0.20305442810058594,0.09772729873657227,0.47684764862060547,0.690654531121254,0.0,0.0,0.5247075825929641,0.5606749195318955,0.20679253339767456,0.09499457478523254,0.46588670909404756,0.9622989892959595,0.0,0.0,0.5262851297855378,0.5555502130435064,0.21234610676765442,0.09103149175643921,0.46566033363342285,0.15714770555496216,0.0,0.0,0.5277294367551804,0.5630164650770334,0.21799057722091675,0.08711904287338257,0.45716750621795654,0.7723782658576965,0.0,0.0
0.5234210193157196,0.549483230480781,0.20305442810058594,0.09772729873657227,0.47684764862060547,0.690654531121254,0.0,0.0,0.5247075825929641,0.5606749195318955,0.20679253339767456,0.09499457478523254,0.46588670909404756,0.9622989892959595,0.0,0.0,0.5262851297855378,0.5555502130435064,0.21234610676765442,0.09103149175643921,0.46566033363342285,0.15714770555496216,0.0,0.0,0.5277294367551804,0.5630164650770334,0.21799057722091675,0.08711904287338257,0.45716750621795654,0.7723782658576965,0.0,0.0,0.5293678641319275,0.5599676920817449,0.22510552406311035,0.08234819769859314,0.4557513564825058,0.2584267407655716,0.0,0.0
0.5247075825929641,0.5606749195318955,0.20679253339767456,0.09499457478523254,0.46588670909404756,0.9622989892959595,0.0,0.0,0.5262851297855378,0.5555502130435064,0.21234610676765442,0.09103149175643921,0.46566033363342285,0.15714770555496216,0.0,0.0,0.5277294367551804,0.5630164650770334,0.21799057722091675,0.08711904287338257,0.45716750621795654,0.7723782658576965,0.0,0.0,0.5293678641319275,0.5599676920817449,0.22510552406311035,0.08234819769859314,0.4557513564825058,0.2584267407655716,0.0,0.0,0.5309270232915878,0.5653447967309219,0.23254039883613586,0.07754838466644287,0.44872767329216,0.6644850075244904,0.0,0.0
0.5262851297855378,0.5555502130435064,0.21234610676765442,0.09103149175643921,0.46566033363342285,0.15714770555496216,0.0,0.0,0.5277294367551804,0.5630164650770334,0.21799057722091675,0.08711904287338257,0.45716750621795654,0.7723782658576965,0.0,0.0,0.5293678641319275,0.5599676920817449,0.22510552406311035,0.08234819769859314,0.4557513564825058,0.2584267407655716,0.0,0.0,0.5309270232915878,0.5653447967309219,0.23254039883613586,0.07754838466644287,0.44872767329216,0.6644850075244904,0.0,0.0,0.5326259881258011,0.5674196160756625,0.2412600815296173,0.07215231657028204,0.444020277261734,0.5029169439803809,0.0,0.0
0.5277294367551804,0.5630164650770334,0.21799057722091675,0.08711904287338257,0.45716750621795654,0.7723782658576965,0.0,0.0,0.5293678641319275,0.5599676920817449,0.22510552406311035,0.08234819769859314,0.4557513564825058,0.2584267407655716,0.0,0.0,0.5309270232915878,0.5653447967309219,0.23254039883613586,0.07754838466644287,0.44872767329216,0.6644850075244904,0.0,0.0,0.5326259881258011,0.5674196160756625,0.2412600815296173,0.07215231657028204,0.444020277261734,0.5029169439803809,0.0,0.0,0.5343788981437683,0.57484259055211,0.25090445578098297,0.06646636128425604,0.43568339943885803,0.7534012496471405,0.0,0.0
0.5293678641319275,0.5599676920817449,0.22510552406311035,0.08234819769859314,0.4557513564825058,0.2584267407655716,0.0,0.0,0.5309270232915878,0.5653447967309219,0.23254039883613586,0.07754838466644287,0.44872767329216,0.6644850075244904,0.0,0.0,0.5326259881258011,0.5674196160756625,0.2412600815296173,0.07215231657028204,0.444020277261734,0.5029169439803809,0.0,0.0,0.5343788981437683,0.57484259055211,0.25090445578098297,0.06646636128425604,0.43568339943885803,0.7534012496471405,0.0,0.0,0.536324805021286,0.5825666189193726,0.2621390223503113,0.06020215153694153,0.4271842360496521,0.7611163854598999,0.0,0.0
0.5309270232915878,0.5653447967309219,0.23254039883613586,0.07754838466644287,0.44872767329216,0.6644850075244904,0.0,0.0,0.5326259881258011,0.5674196160756625,0.2412600815296173,0.07215231657028204,0.444020277261734,0.5029169439803809,0.0,0.0,0.5343788981437683,0.57484259055211,0.25090445578098297,0.06646636128425604,0.43568339943885803,0.7534012496471405,0.0,0.0,0.536324805021286,0.5825666189193726,0.2621390223503113,0.06020215153694153,0.4271842360496521,0.7611163854598999,0.0,0.0,0.5384715378284455,0.586115341920119,0.27504777908325195,0.05346164107322693,0.4217283189296722,0.5617955774068832,0.0,0.0
0.5326259881258011,0.5674196160756625,0.2412600815296173,0.07215231657028204,0.444020277261734,0.5029169439803809,0.0,0.0,0.5343788981437683,0.57484259055211,0.25090445578098297,0.06646636128425604,0.43568339943885803,0.7534012496471405,0.0,0.0,0.536324805021286,0.5825666189193726,0.2621390223503113,0.06020215153694153,0.4271842360496521,0.7611163854598999,0.0,0.0,0.5384715378284455,0.586115341920119,0.27504777908325195,0.05346164107322693,0.4217283189296722,0.5617955774068832,0.0,0.0,0.5407105386257172,0.5810289841431838,0.28913626074790955,0.04663869738578802,0.4226578176021576,0.1668119728565216,0.0,0.0
0.5343788981437683,0.57484259055211,0.25090445578098297,0.06646636128425604,0.43568339943885803,0.7534012496471405,0.0,0.0,0.536324805021286,0.5825666189193726,0.2621390223503113,0.06020215153694153,0.4271842360496521,0.7611163854598999,0.0,0.0,0.5384715378284455,0.586115341920119,0.27504777908325195,0.05346164107322693,0.4217283189296722,0.5617955774068832,0.0,0.0,0.5407105386257172,0.5810289841431838,0.28913626074790955,0.04663869738578802,0.4226578176021576,0.1668119728565216,0.0,0.0,0.5428172916173934,0.5861417055130005,0.3032605051994324,0.04033318161964422,0.41630286574363706,0.634455680847168,0.0,0.0
0.536324805021286,0.5825666189193726,0.2621390223503113,0.06020215153694153,0.4271842360496521,0.7611163854598999,0.0,0.0,0.5384715378284455,0.586115341920119,0.27504777908325195,0.05346164107322693,0.4217283189296722,0.5617955774068832,0.0,0.0,0.5407105386257172,0.5810289841431838,0.28913626074790955,0.04663869738578802,0.4226578176021576,0.1668119728565216,0.0,0.0,0.5428172916173934,0.5861417055130005,0.3032605051994324,0.04033318161964422,0.41630286574363706,0.634455680847168,0.0,0.0,0.5450569748878479,0.5984295790012066,0.31875699758529663,0.03400540351867681,0.4047093570232391,0.9514852166175842,0.0,0.0
0.5384715378284455,0.586115341920119,0.27504777908325195,0.05346164107322693,0.4217283189296722,0.5617955774068832,0.0,0.0,0.5407105386257172,0.5810289841431838,0.28913626074790955,0.04663869738578802,0.4226578176021576,0.1668119728565216,0.0,0.0,0.5428172916173934,0.5861417055130005,0.3032605051994324,0.04033318161964422,0.41630286574363706,0.634455680847168,0.0,0.0,0.5450569748878479,0.5984295790012066,0.31875699758529663,0.03400540351867681,0.4047093570232391,0.9514852166175842,0.0,0.0,0.5476161450147629,0.6078765575702374,0.33664630353450775,0.0274372398853302,0.39533095359802245,0.8187367618083954,0.0,0.0
0.5407105386257172,0.5810289841431838,0.28913626074790955,0.04663869738578802,0.4226578176021576,0.1668119728565216,0.0,0.0,0.5428172916173934,0.5861417055130005,0.3032605051994324,0.04033318161964422,0.41630286574363706,0.634455680847168,0.0,0.0,0.5450569748878479,0.5984295790012066,0.31875699758529663,0.03400540351867681,0.4047093570232391,0.9514852166175842,0.0,0.0,0.5476161450147629,0.6078765575702374,0.33664630353450775,0.0274372398853302,0.39533095359802245,0.8187367618083954,0.0,0.0,0.5504209339618683,0.6098761283434354,0.35656875371932983,0.02101412415504461,0.3917902946472168,0.4936412493698299,0.0,0.0
0.5428172916173934,0.5861417055130005,0.3032605051994324,0.04033318161964422,0.41630286574363706,0.634455680847168,0.0,0.0,0.5450569748878479,0.5984295790012066,0.31875699758529663,0.03400540351867681,0.4047093570232391,0.9514852166175842,0.0,0.0,0.5476161450147629,0.6078765575702374,0.33664630353450775,0.0274372398853302,0.39533095359802245,0.8187367618083954,0.0,0.0,0.5504209339618683,0.6098761283434354,0.35656875371932983,0.02101412415504461,0.3917902946472168,0.4936412493698299,0.0,0.0,0.553277713060379,0.6006422684742854,0.37742898613214493,0.015256404876708984,0.3972168564796448,0.022588938474655207,0.0,0.0
0.5450569748878479,0.5984295790012066,0.31875699758529663,0.03400540351867681,0.4047093570232391,0.9514852166175842,0.0,0.0,0.5476161450147629,0.6078765575702374,0.33664630353450775,0.0274372398853302,0.39533095359802245,0.8187367618083954,0.0,0.0,0.5504209339618683,0.6098761283434354,0.35656875371932983,0.02101412415504461,0.3917902946472168,0.4936412493698299,0.0,0.0,0.553277713060379,0.6006422684742854,0.37742898613214493,0.015256404876708984,0.3972168564796448,0.022588938474655207,0.0,0.0,0.555894410610199,0.5966979081814106,0.3974563404917717,0.010628163814544678,0.3988193035125732,0.2656875103712082,0.0,0.0
0.5476161450147629,0.6078765575702374,0.33664630353450775,0.0274372398853302,0.39533095359802245,0.8187367618083954,0.0,0.0,0.5504209339618683,0.6098761283434354,0.35656875371932983,0.02101412415504461,0.3917902946472168,0.4936412493698299,0.0,0.0,0.553277713060379,0.6006422684742854,0.37742898613214493,0.015256404876708984,0.3972168564796448,0.022588938474655207,0.0,0.0,0.555894410610199,0.5966979081814106,0.3974563404917717,0.010628163814544678,0.3988193035125732,0.2656875103712082,0.0,0.0,0.5584085583686829,0.6077755781320425,0.4173408970236778,0.006879866123199407,0.38875130414962766,0.9055188000202179,0.0,0.0
0.5504209339618683,0.6098761283434354,0.35656875371932983,0.02101412415504461,0.3917902946472168,0.4936412493698299,0.0,0.0,0.553277713060379,0.6006422684742854,0.37742898613214493,0.015256404876708984,0.3972168564796448,0.022588938474655207,0.0,0.0,0.555894410610199,0.5966979081814106,0.3974563404917717,0.010628163814544678,0.3988193035125732,0.2656875103712082,0.0,0.0,0.5584085583686829,0.6077755781320425,0.4173408970236778,0.006879866123199407,0.38875130414962766,0.9055188000202179,0.0,0.0,0.5612107217311859,0.6150017885061411,0.43935907259583473,0.003690958023071289,0.38194615840911866,0.7508112192153931,0.0,0.0
0.553277713060379,0.6006422684742854,0.37742898613214493,0.015256404876708984,0.3972168564796448,0.022588938474655207,0.0,0.0,0.555894410610199,0.5966979081814106,0.3974563404917717,0.010628163814544678,0.3988193035125732,0.2656875103712082,0.0,0.0,0.5584085583686829,0.6077755781320425,0.4173408970236778,0.006879866123199407,0.38875130414962766,0.9055188000202179,0.0,0.0,0.5612107217311859,0.6150017885061411,0.43935907259583473,0.003690958023071289,0.38194615840911866,0.7508112192153931,0.0,0.0,0.5642007708549499,0.6103462897814237,0.46285443753004074,0.0013816952705383856,0.38495645523071287,0.27422721683979034,0.0,0.0
0.555894410610199,0.5966979081814106,0.3974563404917717,0.010628163814544678,0.3988193035125732,0.2656875103712082,0.0,0.0,0.5584085583686829,0.6077755781320425,0.4173408970236778,0.006879866123199407,0.38875130414962766,0.9055188000202179,0.0,0.0,0.5612107217311859,0.6150017885061411,0.43935907259583473,0.003690958023071289,0.38194615840911866,0.7508112192153931,0.0,0.0,0.5642007708549499,0.6103462897814237,0.46285443753004074,0.0013816952705383856,0.38495645523071287,0.27422721683979034,0.0,0.0,0.5670697748661041,0.6112379385874822,0.4858307922258973,0.00020080804824829102,0.3837780237197876,0.5180755890905857,0.0,0.0
0.5584085583686829,0.6077755781320425,0.4173408970236778,0.006879866123199407,0.38875130414962766,0.9055188000202179,0.0,0.0,0.5612107217311859,0.6150017885061411,0.43935907259583473,0.003690958023071289,0.38194615840911866,0.7508112192153931,0.0,0.0,0.5642007708549499,0.6103462897814237,0.46285443753004074,0.0013816952705383856,0.38495645523071287,0.27422721683979034,0.0,0.0,0.5670697748661041,0.6112379385874822,0.4858307922258973,0.00020080804824829102,0.3837780237197876,0.5180755890905857,0.0,0.0,0.5699619591236115,0.610398164162269,0.5090727917850018,8.231401443481445e-05,0.3842861413955688,0.4632890112698078,0.0,0.0
0.5612107217311859,0.6150017885061411,0.43935907259583473,0.003690958023071289,0.38194615840911866,0.7508112192153931,0.0,0.0,0.5642007708549499,0.6103462897814237,0.46285443753004074,0.0013816952705383856,0.38495645523071287,0.27422721683979034,0.0,0.0,0.5670697748661041,0.6112379385874822,0.4858307922258973,0.00020080804824829102,0.3837780237197876,0.5180755890905857,0.0,0.0,0.5699619591236115,0.610398164162269,0.5090727917850018,8.231401443481445e-05,0.3842861413955688,0.4632890112698078,0.0,0.0,0.5728323101997376,0.6134734795643733,0.5321937724947929,0.0010375082492827814,0.38189923763275146,0.6383912861347198,0.0,0.0
0.5642007708549499,0.6103462897814237,0.46285443753004074,0.0013816952705383856,0.38495645523071287,0.27422721683979034,0.0,0.0,0.5670697748661041,0.6112379385874822,0.4858307922258973,0.00020080804824829102,0.3837780237197876,0.5180755890905857,0.0,0.0,0.5699619591236115,0.610398164162269,0.5090727917850018,8.231401443481445e-05,0.3842861413955688,0.4632890112698078,0.0,0.0,0.5728323101997376,0.6134734795643733,0.5321937724947929,0.0010375082492827814,0.38189923763275146,0.6383912861347198,0.0,0.0,0.5757826209068299,0.6247144570717444,0.5557202324271202,0.0031144320964813232,0.37318006753921507,0.9877841174602509,0.0,0.0
0.5670697748661041,0.6112379385874822,0.4858307922258973,0.00020080804824829102,0.3837780237197876,0.5180755890905857,0.0,0.0,0.5699619591236115,0.610398164162269,0.5090727917850018,8.231401443481445e-05,0.3842861413955688,0.4632890112698078,0.0,0.0,0.5728323101997376,0.6134734795643733,0.5321937724947929,0.0010375082492827814,0.38189923763275146,0.6383912861347198,0.0,0.0,0.5757826209068299,0.6247144570717444,0.5557202324271202,0.0031144320964813232,0.37318006753921507,0.9877841174602509,0.0,0.0,0.5790251970291138,0.6221811496294462,0.5808437466621399,0.006578981876373291,0.37590951919555665,0.4463231638073921,0.0,0.0
0.5699619591236115,0.610398164162269,0.5090727917850018,8.231401443481445e-05,0.3842861413955688,0.4632890112698078,0.0,0.0,0.5728323101997376,0.6134734795643733,0.5321937724947929,0.0010375082492827814,0.38189923763275146,0.6383912861347198,0.0,0.0,0.5757826209068299,0.6247144570717444,0.5557202324271202,0.0031144320964813232,0.37318006753921507,0.9877841174602509,0.0,0.0,0.5790251970291138,0.6221811496294462,0.5808437466621399,0.006578981876373291,0.37590951919555665,0.4463231638073921,0.0,0.0,0.5822019100189209,0.6175196996101966,0.6052256599068642,0.011197835206985474,0.38063946962356565,0.37485574185848236,0.0,0.0
0.5728323101997376,0.6134734795643733,0.5321937724947929,0.0010375082492827814,0.38189923763275146,0.6383912861347198,0.0,0.0,0.5757826209068299,0.6247144570717444,0.5557202324271202,0.0031144320964813232,0.37318006753921507,0.9877841174602509,0.0,0.0,0.5790251970291138,0.6221811496294462,0.5808437466621399,0.006578981876373291,0.37590951919555665,0.4463231638073921,0.0,0.0,0.5822019100189209,0.6175196996101966,0.6052256599068642,0.011197835206985474,0.38063946962356565,0.37485574185848236,0.0,0.0,0.5852574229240417,0.6160789453066312,0.6284343600273132,0.016776859760284424,0.38307551145553587,0.5214135963469744,0.0,0.0
0.5757826209068299,0.6247144570717444,0.5557202324271202,0.0031144320964813232,0.37318006753921507,0.9877841174602509,0.0,0.0,0.5790251970291138,0.6221811496294462,0.5808437466621399,0.006578981876373291,0.37590951919555665,0.4463231638073921,0.0,0.0,0.5822019100189209,0.6175196996101966,0.6052256599068642,0.011197835206985474,0.38063946962356565,0.37485574185848236,0.0,0.0,0.5852574229240417,0.6160789453066312,0.6284343600273132,0.016776859760284424,0.38307551145553587,0.5214135963469744,0.0,0.0,0.5882754743099212,0.622739104124216,0.6508859246969223,0.023309916257858276,0.3794222354888916,0.8766753971576691,0.0,0.0
