cartPos1,cartVel1,pendSin1,pendCos1,pendVel1,action1,cartPos2,cartVel2,pendSin2,pendCos2,pendVel2,action2,cartPos3,cartVel3,pendSin3,pendCos3,pendVel3,action3,cartPos4,cartVel4,pendSin4,pendCos4,pendVel4,action4,cartPos5,cartVel5,pendSin5,pendCos5,pendVel5,action5
0.5195254012942314,0.533106056543497,0.199128657579422,0.10065498948097229,0.502244159206748,0.32685641944408417,0.5203861594200134,0.5313514425204351,0.19877031445503235,0.10092523694038391,0.4996895957039669,0.5343060828745365,0.5212012961506843,0.5337933416549976,0.19881987571716309,0.10088783502578735,0.4944084368646145,0.5008623095345683,0.52207992374897,0.5355605528904841,0.19971328973770142,0.10021519660949707,0.48956531286239624,0.07166042923927307,0.5230044975876809,0.5286509692668915,0.2013845443725586,0.09896531701087952,0.4903681069612503,0.040711760520935
0.5203861594200134,0.5313514425204351,0.19877031445503235,0.10092523694038391,0.4996895957039669,0.5343060828745365,0.5212012961506843,0.5337933416549976,0.19881987571716309,0.10088783502578735,0.4944084368646145,0.5008623095345683,0.52207992374897,0.5355605528904841,0.19971328973770142,0.10021519660949707,0.48956531286239624,0.07166042923927307,0.5230044975876809,0.5286509692668915,0.2013845443725586,0.09896531701087952,0.4903681069612503,0.040711760520935,0.5237494230270385,0.521102467408547,0.20293185114860535,0.0978178083896637,0.491621819883585,0.4525493085384369
0.5212012961506843,0.5337933416549976,0.19881987571716309,0.10088783502578735,0.4944084368646145,0.5008623095345683,0.52207992374897,0.5355605528904841,0.19971328973770142,0.10021519660949707,0.48956531286239624,0.07166042923927307,0.5230044975876809,0.5286509692668915,0.2013845443725586,0.09896531701087952,0.4903681069612503,0.040711760520935,0.5237494230270385,0.521102467408547,0.20293185114860535,0.0978178083896637,0.491621819883585,0.4525493085384369,0.5242980867624283,0.5219083244983966,0.20428133010864258,0.0968245267868042,0.4874486431479454,0.2780046612024307
0.52207992374897,0.5355605528904841,0.19971328973770142,0.10021519660949707,0.48956531286239624,0.07166042923927307,0.5230044975876809,0.5286509692668915,0.2013845443725586,0.09896531701087952,0.4903681069612503,0.040711760520935,0.5237494230270385,0.521102467408547,0.20293185114860535,0.0978178083896637,0.491621819883585,0.4525493085384369,0.5242980867624283,0.5219083244983966,0.20428133010864258,0.0968245267868042,0.4874486431479454,0.2780046612024307,0.5248677030205726,0.5191720620943949,0.20630919933319092,0.09534493088722229,0.48561138808727267,0.14412593841552734
0.5230044975876809,0.5286509692668915,0.2013845443725586,0.09896531701087952,0.4903681069612503,0.040711760520935,0.5237494230270385,0.521102467408547,0.20293185114860535,0.0978178083896637,0.491621819883585,0.4525493085384369,0.5242980867624283,0.5219083244983966,0.20428133010864258,0.0968245267868042,0.4874486431479454,0.2780046612024307,0.5248677030205726,0.5191720620943949,0.20630919933319092,0.09534493088722229,0.48561138808727267,0.14412593841552734,0.5253661781549454,0.5137038471607062,0.20864301919937134,0.0936613380908966,0.4856020361185074,0.7250057309865952
0.5237494230270385,0.521102467408547,0.20293185114860535,0.0978178083896637,0.491621819883585,0.4525493085384369,0.5242980867624283,0.5219083244983966,0.20428133010864258,0.0968245267868042,0.4874486431479454,0.2780046612024307,0.5248677030205726,0.5191720620943949,0.20630919933319092,0.09534493088722229,0.48561138808727267,0.14412593841552734,0.5253661781549454,0.5137038471607062,0.20864301919937134,0.0936613380908966,0.4856020361185074,0.7250057309865952,0.5257224768400193,0.5200995092208569,0.21098801493644714,0.09199008345603943,0.4778025716543198,0.18214216828346252
0.5242980867624283,0.5219083244983966,0.20428133010864258,0.0968245267868042,0.4874486431479454,0.2780046612024307,0.5248677030205726,0.5191720620943949,0.20630919933319092,0.09534493088722229,0.48561138808727267,0.14412593841552734,0.5253661781549454,0.5137038471607062,0.20864301919937134,0.0936613380908966,0.4856020361185074,0.7250057309865952,0.5257224768400193,0.5200995092208569,0.21098801493644714,0.09199008345603943,0.4778025716543198,0.18214216828346252,0.5262450635433197,0.515405977001557,0.21462208032608032,0.08944007754325867,0.47736683785915374,0.9306126534938812
0.5248677030205726,0.5191720620943949,0.20630919933319092,0.09534493088722229,0.48561138808727267,0.14412593841552734,0.5253661781549454,0.5137038471607062,0.20864301919937134,0.0936613380908966,0.4856020361185074,0.7250057309865952,0.5257224768400193,0.5200995092208569,0.21098801493644714,0.09199008345603943,0.4778025716543198,0.18214216828346252,0.5262450635433197,0.515405977001557,0.21462208032608032,0.08944007754325867,0.47736683785915374,0.9306126534938812,0.5266456186771393,0.5261010596385369,0.2183506190776825,0.08687335252761841,0.46672849357128143,0.15549784898757935
0.5253661781549454,0.5137038471607062,0.20864301919937134,0.0936613380908966,0.4856020361185074,0.7250057309865952,0.5257224768400193,0.5200995092208569,0.21098801493644714,0.09199008345603943,0.4778025716543198,0.18214216828346252,0.5262450635433197,0.515405977001557,0.21462208032608032,0.08944007754325867,0.47736683785915374,0.9306126534938812,0.5266456186771393,0.5261010596385369,0.2183506190776825,0.08687335252761841,0.46672849357128143,0.15549784898757935,0.5273242473602295,0.5208689960149618,0.2238735556602478,0.08316168189048767,0.4667836934328079,0.85963374376297
0.5257224768400193,0.5200995092208569,0.21098801493644714,0.09199008345603943,0.4778025716543198,0.18214216828346252,0.5262450635433197,0.515405977001557,0.21462208032608032,0.08944007754325867,0.47736683785915374,0.9306126534938812,0.5266456186771393,0.5261010596385369,0.2183506190776825,0.08687335252761841,0.46672849357128143,0.15549784898757935,0.5273242473602295,0.5208689960149618,0.2238735556602478,0.08316168189048767,0.4667836934328079,0.85963374376297,0.5278668403625488,0.5302399901243356,0.22943609952926636,0.07952982187271118,0.4570466846227646,0.08534702658653259
