#{"t_start": 1615581028.2735136, "env_id": "CartPoleSwingUp-v0"}
r,l,t
-568.353583,500,1.387414
-469.087517,500,2.710203
-379.912212,289,9.79336
-208.799905,216,10.36308
-516.570726,500,17.888885
-174.377481,189,19.502897
-500.712331,500,20.797435
-567.96157,500,28.012241
-400.012092,439,29.159278
-261.623385,276,29.89821
-442.246278,500,38.577496
-260.026201,259,39.258215
-281.670501,352,45.369358
-331.285976,387,46.384861
-249.663754,500,47.687241
-304.042412,259,55.245244
-142.640103,157,55.690581
-163.051981,167,56.119854
-176.503835,183,56.596993
-137.911216,151,56.983684
-276.553293,140,57.349502
-447.621641,347,60.550014
-217.871194,233,61.217971
-170.116744,180,61.770416
-168.277252,198,62.318241
-205.212026,125,64.767277
-355.19016,475,67.102415
-158.748623,162,67.519549
-207.433908,218,68.089356
-190.06621,207,71.180708
-181.942353,214,71.738928
-445.169395,500,73.141382
-156.39064,167,73.570753
-320.540906,357,77.793207
-148.81514,157,78.207963
-128.313992,136,78.555691
-138.236575,145,78.932496
-129.450072,166,79.377853
-186.691409,211,81.75476
-140.809097,155,82.163623
-105.482142,114,82.466601
-180.511747,189,82.954902
-139.302716,152,83.353384
-135.474775,142,83.719747
-224.347067,273,86.066408
-151.214659,149,87.539158
-282.00163,232,88.157363
-214.858476,232,88.757167
-207.428647,220,91.024143
-133.715126,138,91.381382
-166.019429,196,91.898135
-172.773078,190,92.406828
-133.198426,158,92.820092
-189.882884,198,93.340522
-139.506049,146,95.391505
-119.73032,138,95.767295
-182.433007,183,97.289388
-117.156338,140,97.683263
-82.452345,140,98.058589
-136.379065,143,98.434771
-125.018769,143,98.808826
-135.133038,147,100.949153
-242.996367,214,101.563861
-120.32696,138,101.938035
-112.27788,125,102.265662
-117.950132,131,102.609608
-101.044636,123,102.927
-154.394527,179,103.39461
-158.779932,195,105.538347
-173.300884,191,106.066707
-114.610381,145,107.519963
-117.758921,128,107.8536
-108.13512,126,108.179109
-120.167432,125,108.506546
-112.779857,119,110.244856
-103.62894,116,110.580559
-255.845705,151,110.977378
-105.811392,125,111.31185
-121.471878,137,111.667536
-96.083148,112,111.960265
-134.707288,173,112.419057
-111.756827,122,112.743557
-105.665458,116,114.460999
-129.389551,150,114.857351
-83.968718,113,115.152222
-65.840145,146,116.605191
-82.50145,110,116.899896
-98.456696,110,117.203408
-142.842694,142,117.590109
-114.069736,120,117.90349
-77.697172,94,119.29148
-83.307461,110,119.579346
-118.282547,136,119.935105
-79.537222,147,120.331385
-129.430529,148,120.717544
-143.830213,120,121.032487
-94.704245,115,121.327826
-113.401561,125,121.653318
-131.527447,140,123.268615
-64.32722,98,123.522368
-112.0951,128,123.865637
-214.97338,131,124.211941
-91.299777,113,125.632264
-92.753568,110,125.91705
-64.678083,96,126.169382
-65.166171,85,126.385234
-98.91522,130,126.720725
-81.14747,97,128.182294
-191.767105,130,128.552181
-98.405539,109,128.884517
-73.531923,108,129.219645
-80.712126,106,129.55356
-103.529454,114,129.917457
-78.160806,100,130.23115
-109.914043,136,130.666553
-95.783843,112,131.020467
-117.752491,130,132.442573
-96.635172,110,132.727566
-102.885702,118,133.032717
-127.055781,136,133.396911
-84.162888,105,134.751089
-65.499252,95,135.005143
-88.733895,110,135.307629
-62.875129,94,135.553942
-71.856653,97,135.808195
-82.821728,105,137.015696
-62.303306,85,137.239126
-30.738801,84,137.452803
-98.813442,118,137.766877
-67.84555,86,137.990235
-80.863171,102,138.253958
-62.446038,90,138.485133
-67.348485,92,138.730187
-55.660595,97,138.994486
-94.450059,113,139.279019
-81.610503,99,140.698317
-93.029639,107,140.974834
-70.141828,90,141.208779
-69.983312,89,141.440612
-69.229703,102,141.706719
-85.26925,116,142.011251
-67.580024,90,143.321648
-71.144381,91,143.555315
-65.728443,95,143.806488
-63.342194,90,144.040479
-71.296747,100,145.221528
-54.008865,87,145.451094
-66.611616,105,145.72587
-49.788867,86,145.947169
-62.446387,98,146.202494
-67.825592,105,146.474973
-64.807771,98,146.729128
-50.785291,89,146.955037
-75.701057,95,147.20713
-40.529462,101,147.473565
