#{"t_start": 1615584866.03086, "env_id": "CartPoleSwingUp-v0"}
r,l,t
-422.561593,446,0.249537
-313.384305,333,0.393361
-247.949833,266,1.33573
-260.729473,500,1.549083
-482.023088,500,2.586133
-141.470803,193,3.819436
-123.933019,272,3.96222
-203.709669,284,4.084126
-286.256167,488,4.91692
-224.934275,252,5.018423
-221.652941,265,5.140209
-171.383876,185,5.219227
-256.029429,283,7.016338
-167.970815,500,7.261432
-166.495394,198,7.350879
-148.491099,198,7.72886
-223.372395,354,7.891227
-240.220587,273,8.013671
-128.169651,152,8.076157
-182.176683,195,8.439811
-117.503466,169,9.711618
-148.983661,271,9.852852
-228.493815,249,9.971247
-171.100472,281,10.343824
-133.222161,165,10.412837
-275.013129,364,10.575624
-145.993911,175,10.655958
-128.316296,141,10.716939
-145.776033,156,11.050883
-124.767466,144,12.18469
-80.183127,108,12.238117
-176.708207,192,12.355006
-166.100142,175,12.434187
-200.243053,303,12.789476
-186.113847,202,12.883237
-122.017422,145,12.936657
-215.997876,263,13.052551
-102.841812,130,13.105942
-157.576336,169,13.190591
-110.277521,124,13.478987
-198.633091,278,14.784241
-99.700975,110,14.822015
-119.663827,130,14.900125
-131.356417,141,14.953523
-140.827523,156,15.022568
-78.148569,122,15.085075
-128.765252,137,15.351106
-144.222902,149,15.420102
-126.072121,134,15.482618
-82.178165,141,15.536039
-116.8588,150,15.604837
-132.077592,139,15.667355
-105.448592,156,15.952557
-125.427839,132,16.021573
-121.972081,178,17.286288
-135.367233,154,17.366976
-137.999564,167,17.457514
-100.119845,110,17.508105
-110.118347,127,17.566894
-107.870226,123,17.619881
-115.647348,153,17.852538
-103.380276,126,17.905936
-106.643567,134,17.968447
-133.927696,199,18.053087
-78.639262,100,18.103126
-78.643868,115,18.154067
-96.857293,130,18.212509
-125.264193,153,18.447467
-173.939286,194,18.536917
-81.55317,101,19.75943
-55.638422,103,19.827806
-59.162544,107,19.900402
-69.164714,95,19.948891
-106.474804,120,20.001693
-61.892044,92,20.042281
-73.635264,88,20.232771
-65.249162,309,20.376887
-86.590011,98,20.417479
-106.231996,124,20.468285
-138.831033,166,20.54724
-80.665171,103,20.590005
-115.567313,141,20.650855
-93.888729,103,20.860357
-96.854053,165,20.943665
-89.401287,127,20.99443
-58.642692,145,22.17221
-85.591133,107,22.214595
-86.21882,121,22.273033
-120.858948,141,22.335567
-112.005446,143,22.404208
-86.30361,103,22.59902
-87.291919,108,22.649463
-67.149883,112,22.698053
-90.859384,123,22.748785
-90.625943,105,22.791371
-69.572295,116,22.842158
-28.826836,188,22.931426
-86.000343,109,22.974196
-103.600028,114,23.185863
-71.757178,90,23.217108
-100.493182,147,23.2861
-80.591096,130,24.525957
-78.047578,97,24.586524
-90.349166,109,24.657179
-67.230416,120,24.727933
-79.218857,107,24.776474
-80.806826,104,24.819257
-83.400747,105,25.000071
-61.680194,94,25.04072
-74.819495,91,25.081382
-58.988038,212,25.162767
-96.953733,116,25.215476
-103.270927,131,25.276446
-5.750819,178,25.355493
-89.696033,103,25.547081
-79.186234,94,25.578356
-58.335932,91,25.623893
-87.672303,198,25.713203
-62.506889,112,26.92668
-92.365372,138,27.015103
-47.71501,82,27.057302
-60.646024,87,27.107552
