#{"t_start": 1615582012.7617648, "env_id": "CartPoleSwingUp-v0"}
r,l,t
-211.208858,225,0.710293
-423.532405,500,2.160182
-498.407024,500,10.640338
-240.610941,271,11.430376
-460.952278,500,12.890186
-595.779155,500,23.86005
-444.026101,500,25.360225
-210.055936,229,33.200083
-788.571084,500,34.700014
-190.846185,198,35.290275
-516.994734,247,44.934955
-321.174822,219,45.670345
-143.981697,151,46.249973
-418.057459,329,47.250029
-236.987328,203,52.760419
-360.523011,334,53.750542
-185.435469,210,54.3904
-300.393308,253,55.120527
-388.583916,273,61.000375
-255.477191,265,63.150223
-568.280024,500,64.739964
-368.527307,500,73.445269
-568.679827,297,74.439925
-537.109085,500,81.919898
-332.252039,500,83.499906
-264.939096,500,89.700069
-547.487714,263,90.470101
-448.488371,242,91.210181
-601.496577,500,97.720031
-415.912713,407,100.170183
-342.6228,500,106.731231
-529.392839,500,108.220174
-511.792437,500,115.549862
-247.765815,377,117.870221
-131.494744,191,118.470061
-324.230514,434,123.34299
-212.118583,492,124.80012
-321.352672,359,125.850127
-297.092599,347,130.849847
-511.708351,472,133.472293
-149.793461,255,137.809896
-124.64644,268,138.589905
-182.405057,238,139.289945
-268.703176,495,145.080131
-289.669153,500,147.83015
-413.988922,281,148.64978
-414.147419,321,153.099916
-276.919428,424,154.330036
-393.488789,253,155.059942
-296.786043,289,159.15004
-329.425963,165,159.61981
-372.133024,449,162.189839
-141.068742,137,162.589676
-155.761959,199,166.480159
-210.732069,215,167.110152
-177.282042,183,167.631139
-88.375036,204,168.231296
-120.90211,193,168.790278
-187.269138,167,172.234377
-161.092718,174,172.835155
-126.9272,172,173.359943
-285.365483,192,175.284898
-335.420316,156,175.749879
-508.775499,232,176.640078
-445.232807,154,180.500415
-140.729275,218,181.400998
-218.718443,208,182.239938
-252.971062,187,182.859785
-146.387505,241,183.57988
-258.772142,172,186.790174
-225.903694,201,187.390144
-204.356631,465,189.939671
-129.510588,119,190.299708
-133.04876,155,192.594704
-120.726761,154,193.029955
-345.981078,159,193.489698
-162.026003,184,194.020099
-244.947933,414,195.199854
-401.431613,146,197.783452
-274.72221,184,198.283012
-131.097853,151,198.690847
-359.900858,170,200.389826
-166.239576,120,200.749741
-273.434391,143,201.149826
-113.343041,148,203.13985
-416.857254,187,203.689897
-278.093261,126,204.050173
-279.197387,154,204.499818
-98.553623,130,204.889651
-274.495543,152,205.329763
-425.396167,169,205.829763
-118.307559,134,207.669678
-158.369754,230,208.310045
-93.090688,119,208.639869
-296.279822,146,209.049999
-134.198118,146,210.669801
-121.392931,135,211.059766
-159.604508,108,211.370075
-104.802028,113,213.009709
-311.532994,136,213.429902
-170.029121,117,213.779994
-76.206662,105,214.100016
-294.504882,139,214.559695
-75.368155,106,214.919672
-82.238042,109,215.2597
-110.037531,137,215.719967
-66.683086,103,217.469706
-365.368807,194,218.049685
-106.264812,111,218.379739
-118.271029,133,218.769995
-122.806629,154,219.229629
-69.932388,99,220.720112
-87.364721,108,221.030065
-104.197832,127,221.420088
-275.878598,131,222.989689
-93.422916,140,223.51967
-225.658443,114,223.959899
-123.607015,118,224.359755
-105.773105,105,224.709946
-92.615218,99,225.024672
-143.912225,105,225.406256
-112.769651,109,225.7361
-91.549353,113,227.346154
-146.771306,106,227.667593
-75.218492,99,227.967772
-110.010505,129,228.356373
-59.913591,95,228.63633
-113.159654,139,229.046412
-98.029936,121,229.406308
-89.520546,107,231.006164
-44.172808,93,231.277732
-87.294518,110,232.726332
-66.650921,105,233.026292
-56.901751,77,233.246271
-76.585658,123,233.606419
-71.133401,99,233.896015
-58.172638,89,234.146235
-82.026507,110,234.470195
-101.376428,117,234.806081
-93.013645,107,235.106238
-46.054231,79,235.336367
-66.054564,102,236.706281
-79.121382,99,236.986578
-97.915834,108,237.306546
-192.63572,118,237.6565
-55.09313,92,237.926467
-53.348987,95,238.206217
-76.99822,99,238.486405
-86.483196,100,238.77615
-72.166227,97,240.215948
-64.587844,89,240.476133
-64.210191,92,240.736066
-32.965285,78,242.026021
-62.876384,92,242.286216
-93.633912,103,242.586087
-88.115856,98,242.876102
-63.256335,91,243.135925
-69.552355,103,243.436043
-73.679927,99,243.736231
-23.918468,76,243.956145
-68.908202,98,244.236045
-41.891554,82,244.472466
-48.057555,85,245.736136
-57.927769,104,246.035987
-55.539482,98,246.316294
-43.15106,87,246.56607
-98.150946,121,246.925963
-84.90379,103,247.226057
-55.607911,100,247.526132
-102.42414,111,247.846567
-73.496303,96,249.326081
-74.968868,103,249.670876
-20.311032,83,250.877642
-56.459405,86,251.135942
-35.773966,84,251.386132
-50.011117,83,251.625971
-47.350472,85,251.876254
-49.25574,86,252.136043
-35.758948,71,252.33601
-34.725757,79,252.576348
-47.420912,79,252.806424
-53.170688,93,253.076004
-63.352508,88,253.326384
-26.730308,74,253.546358
-63.905459,84,254.777218
-41.476512,88,255.036178
-62.13237,86,255.286143
-83.853509,101,255.578015
-63.951733,91,255.836176
-31.061344,82,256.078122
-54.634515,81,256.306189
-66.887331,95,256.58627
-46.292531,88,256.846044
-36.766611,86,257.096077
-35.245411,92,258.646102
-40.43783,86,258.92622
-52.65626,84,260.176146
-48.944472,81,260.406165
-44.110814,81,260.646169
-45.304264,79,260.896429
-46.768012,80,261.126033
-46.437585,85,261.376055
-28.132659,82,261.606034
-37.076931,90,261.876182
-48.194704,85,262.126101
-54.034028,87,262.395968
-41.129987,79,262.63622
-31.624925,73,262.84606
-66.241885,91,264.0861
-42.811649,84,264.336165
-53.815179,91,264.606386
-35.559664,69,264.826308
-56.017874,81,265.056282
-51.486532,91,265.325948
-36.967897,85,265.565982
-51.746383,78,265.795989
-67.132446,95,266.065975
-30.732292,74,266.280696
-36.703798,81,266.516255
-35.487345,85,268.026291
-42.87575,79,269.256459
-31.0084,75,269.476437
-30.554665,76,269.696211
-42.081373,80,269.926011
-35.856917,83,270.176316
-62.861844,73,270.386361
-36.176841,78,270.606342
-55.74278,75,270.826296
-39.228992,76,271.046173
-44.042237,73,271.266135
-63.144998,84,271.506353
-31.540137,75,271.725994
-29.341265,72,271.93612
-24.33337,74,273.11651
-36.20506,82,273.366445
-47.953073,73,273.590956
-35.34623,83,273.836121
-50.314948,70,274.035939
-26.302757,73,274.246253
-31.216271,84,274.486434
-28.445898,72,274.696214
-41.799452,74,274.906362
-35.286533,77,275.136178
-35.0321,90,275.396236
-49.791379,81,275.636139
-55.597944,80,277.089556
-32.444178,73,278.256109
-30.788129,70,278.466098
-35.637088,66,278.656158
-36.770358,79,278.885942
-28.861181,71,279.091491
-35.014023,77,279.306131
-26.159481,69,279.516311
-38.349502,73,279.736119
-22.938417,68,279.936348
-41.926739,75,280.156139
-38.879735,68,280.356285
-28.492407,76,280.576025
-88.371449,87,280.826128
-31.198969,77,281.986295
-68.828166,74,282.205945
-31.29886,72,282.40602
-26.469998,75,282.626415
-48.166326,71,282.846139
-27.642145,72,283.056022
-32.039361,71,283.276084
-43.69916,78,283.51598
-35.386092,70,283.71603
-57.788777,81,283.955974
-53.623907,85,284.201047
-33.732908,76,284.416427
-26.657039,74,284.635908
-39.888505,73,284.845941
-40.343668,69,287.306123
-36.098845,75,287.556335
-25.60726,78,287.811019
-32.04879,75,288.04616
-101.102125,71,288.246051
-29.247024,69,288.446123
-26.326788,67,288.646293
-33.580197,73,288.856147
-35.901649,71,289.06614
-29.4699,76,289.275985
-45.520337,77,289.50608
-47.264999,73,289.716187
-40.121723,75,289.936066
-25.20315,73,291.08631
-32.88046,73,291.306519
-40.401508,76,291.526524
-28.094524,70,291.726442
-18.575343,69,291.93643
-37.45257,67,292.14638
-36.328049,81,292.401864
-65.455749,70,292.606144
-50.780938,72,292.90615
-25.781378,72,293.125856
-36.169226,66,293.315939
-23.808992,64,293.506371
-43.982705,76,293.726116
-58.387839,73,293.936142
-33.996927,71,295.111089
-37.140008,71,296.535901
-19.849857,77,296.786083
-42.239295,77,297.016065
-46.238054,75,297.226324
-28.291962,68,297.426026
-33.123733,70,297.636097
-27.78255,67,297.826452
-46.992071,74,298.046304
-43.263305,73,298.256257
-32.762803,69,298.456226
-27.230982,70,298.656317
-31.12675,72,298.87361
-25.505879,77,299.096059
-36.311276,79,300.426431
-21.266968,71,300.626477
-27.33474,72,300.846381
-45.533322,79,301.076184
-41.218467,71,301.276008
-28.16641,71,301.485956
-39.129815,79,301.726099
-35.761382,72,301.935882
-34.442957,76,302.165994
-23.260151,66,302.355993
-40.36012,62,302.535913
-36.495971,66,302.725905
-30.077977,76,302.955903
-42.884215,73,303.176037
-44.144174,81,304.415796
-21.613613,66,305.809549
-41.64069,69,306.055947
-36.738608,74,306.275883
-61.748703,88,306.526387
-39.003775,76,306.746329
-48.675752,77,306.976443
-21.647353,67,307.176208
-26.044285,72,307.37634
-35.062292,68,307.575997
-16.961098,78,307.806292
-37.912955,77,308.026449
-27.095849,71,308.246131
-31.3503,74,308.456064
-36.735736,76,309.646082
-26.984763,74,309.876455
-48.843167,78,310.125887
-59.382731,75,310.345905
-22.785451,68,310.536393
-28.323496,73,310.755899
-35.52692,75,310.971118
-38.238653,80,311.196238
-34.258029,76,311.415946
-17.22952,73,311.626203
-41.817027,71,311.836036
-30.901212,70,312.036092
-62.43967,84,312.286077
-20.839392,74,313.530925
-30.665928,67,313.7262
-31.687968,68,315.115934
-21.143366,69,315.345954
-25.796051,72,315.556058
-57.782607,82,315.785878
-32.361866,73,315.996097
-31.354811,77,316.226429
-27.04346,77,316.446341
-23.889202,78,316.671162
-35.639268,76,316.886037
-26.646466,78,317.116324
-19.113418,66,317.306371
-24.518748,75,318.495976
-28.976549,71,318.705982
-38.090229,87,318.955799
-42.298227,81,319.196013
-28.357975,84,319.435885
-34.775727,71,319.646014
-55.476488,84,319.885978
-11.976753,74,320.096207
-43.318076,85,320.345896
-42.77631,81,320.58087
-18.647222,65,320.771126
-39.471595,77,320.986059
-36.093161,75,321.206113
-29.5439,70,322.436233
-30.531267,68,322.636251
-31.099819,77,322.856061
