#{"t_start": 1615581516.636616, "env_id": "CartPoleSwingUp-v0"}
r,l,t
-475.280741,500,1.613327
-429.152601,500,2.994973
-367.289129,375,10.906911
-310.550737,355,11.854856
-212.272684,244,12.530825
-414.913318,436,21.25262
-229.875426,234,21.887993
-246.561946,250,22.563867
-199.995673,212,27.298755
-513.080666,437,28.468941
-266.165577,264,29.195888
-269.625978,302,34.942852
-156.194147,164,35.407733
-155.141632,161,35.831783
-215.264204,217,36.408588
-156.959151,173,36.862266
-121.983657,126,37.203231
-245.342762,249,41.068013
-152.8609,160,41.482983
-165.206381,170,41.947038
-215.136516,222,42.532687
-278.754473,296,46.703055
-469.85577,286,48.607827
-267.883983,286,49.38515
-243.071216,259,50.072366
-168.783164,178,52.687441
-169.373241,176,53.149233
-866.465292,500,54.470936
-147.532374,150,54.866473
-207.759228,216,57.377859
-139.247875,157,58.878937
-117.507194,125,59.211993
-144.697464,163,59.64565
-286.546102,326,60.522322
-138.631583,170,62.966247
-254.342312,308,63.77389
-174.422205,178,64.268736
-298.612044,309,65.086035
-568.13539,354,68.011391
-162.602887,182,69.652714
-456.039872,200,70.187688
-131.355144,132,70.550647
-111.661981,119,70.873722
-103.278066,124,71.197419
-121.926501,130,73.165821
-165.3931,188,73.668227
-156.830843,193,74.203664
-153.512387,163,74.637321
-161.243397,174,75.121686
-120.15641,131,75.48281
-233.528893,260,77.702749
-121.57162,130,79.145224
-118.869007,130,79.507639
-108.748688,122,79.82829
-109.408419,124,80.143869
-131.728101,142,80.527968
-132.620435,151,80.931247
-254.218928,276,82.978308
-128.221781,138,83.361957
-157.580685,178,83.834893
-511.273752,274,84.566061
-89.921437,101,84.838281
-89.817807,104,86.462674
-117.054299,126,86.795681
-127.205886,141,87.169107
-115.555725,124,88.677205
-97.98046,107,88.97211
-113.243711,124,89.315494
-117.252006,129,89.668532
-82.801615,101,89.940768
-108.057644,117,91.509207
-104.373696,130,91.863332
-108.584931,119,92.176089
-91.158439,118,92.490937
-101.530341,110,92.773291
-121.790964,143,93.15496
-79.833177,112,93.447633
-106.220005,116,93.742159
-97.874941,109,94.032846
-106.618837,115,95.525549
-92.082453,99,95.80869
-116.092744,136,96.172119
-86.352062,103,97.539271
-87.856613,103,97.824367
-100.6261,117,98.137651
-72.048553,93,98.389994
-115.319575,127,98.723437
-95.612162,109,99.025968
-101.201416,133,100.436436
-79.668104,93,100.698482
-102.827991,129,101.032913
-114.667816,128,101.376759
-97.31439,108,101.659225
-80.149262,102,101.922365
-100.826286,120,102.235389
-111.740767,128,102.568754
-54.725639,78,103.899098
