#{"t_start": 1615571462.5140386, "env_id": "CartPoleSwingUp-v0"}
r,l,t
-267.343948,284,0.768819
-431.315556,500,2.059452
-226.672265,242,8.902266
-265.325368,323,9.726363
-441.470792,500,11.024669
-296.15807,320,19.256073
-259.119341,358,20.188887
-255.791829,294,20.943096
-452.251307,500,28.405986
-267.147612,300,29.178591
-276.048578,500,37.857358
-152.606394,164,38.321347
-221.09985,262,38.991817
-182.934086,188,39.477766
-188.4141,197,39.994789
-225.541984,237,43.072314
-180.574786,186,43.568041
-170.690338,179,44.037149
-298.84812,343,44.921724
-343.156916,500,49.697174
-179.373163,189,50.183294
-275.698464,282,50.915168
-172.507995,208,53.752753
-268.422229,291,54.498426
-174.338707,178,54.966303
-193.440331,217,55.516126
-136.788608,159,55.922913
-165.704503,182,58.455038
-131.833313,147,59.922785
-160.283686,167,60.357939
-174.136972,303,61.146181
-195.464883,236,61.756998
-168.224478,180,65.452597
-202.583562,500,66.734837
-194.449719,262,67.415771
-114.563253,407,72.474074
-190.13905,355,73.407767
-209.237496,452,79.105041
-137.960221,200,79.621331
-89.697075,437,80.741541
-289.725724,500,86.13616
-160.826332,377,88.126249
-189.336612,500,93.542083
-107.167423,368,94.497843
-98.333521,192,94.995502
-61.783165,483,99.980587
-104.29077,355,102.031954
-81.838865,420,103.123137
-50.082547,444,107.364774
-101.328763,154,107.779411
-151.680732,500,111.888482
-4.338598,260,112.578913
-60.38917,215,114.265929
-40.654015,227,114.845324
-77.198235,476,119.078882
-67.109117,278,119.803264
-86.695697,347,120.688456
-77.610292,427,124.882527
-58.965381,280,126.739813
-35.248396,358,127.653278
-64.734923,200,131.550582
-108.791864,306,132.353767
-110.767144,361,133.288622
-53.931695,282,137.63356
-45.542658,339,138.526032
-161.985215,320,140.474716
-75.004803,470,144.570811
-67.218002,263,145.251739
-87.263396,238,145.861228
-66.303877,265,146.54282
-60.835636,397,150.635149
-93.750951,194,151.131555
-29.78846,309,153.113947
-114.330445,184,156.81372
-106.85581,169,157.258685
-85.759915,346,158.170193
-111.178499,373,159.135149
-44.924157,260,162.832366
-33.762689,231,163.455793
-71.593314,184,164.940437
-38.690304,236,165.566251
-23.894351,240,168.919622
-54.040835,230,169.509146
-105.70996,239,170.119517
-73.941725,253,170.780146
-55.856015,265,174.620339
-80.580217,213,175.162962
-25.355248,241,175.791193
-27.094082,399,177.902401
-31.966182,211,181.315333
-54.538611,243,181.954285
-49.054327,213,182.510461
-42.219353,237,183.128596
5.546186,315,186.536945
-57.260522,210,187.076402
-95.847615,264,187.75847
-27.964956,227,189.432402
103.447175,386,193.066615
21.736673,342,193.979962
-50.780422,218,194.547476
-76.652804,197,195.047848
-52.087452,210,197.994273
17.911955,213,198.533599
6.410247,271,199.235191
34.09854,340,201.236992
42.583416,236,204.392845
-23.644171,273,205.111236
46.593619,244,205.733623
1.306936,259,208.788905
-15.619813,256,209.473157
-39.24811,246,210.102587
-95.973524,244,210.733325
80.585586,262,214.918268
14.805096,222,215.489918
-40.996927,211,216.03703
-11.402414,228,216.618948
-45.874408,220,217.188464
-10.275089,233,220.218485
-69.471688,208,220.757489
13.769618,223,221.335643
-59.663024,189,221.841346
53.836383,332,226.000467
120.169552,284,226.729834
-0.621214,229,227.31146
-42.440145,199,227.82877
-32.770341,240,230.801607
-29.031843,196,231.321644
-2.039385,194,231.819623
5.300207,274,232.548157
3.750081,301,234.448383
-47.082163,208,237.437769
-36.239806,225,238.017616
15.169135,226,238.597239
133.110351,403,241.774489
-9.597281,287,242.526025
113.316958,380,243.502492
-65.981706,210,245.078931
-27.65534,193,247.768766
66.913523,257,248.438277
-9.193705,217,248.987065
-3.093763,237,249.625923
-30.785596,222,252.59168
78.309854,244,253.241397
16.745709,211,253.812101
39.679797,241,254.440139
-64.838883,192,254.940457
35.032348,211,258.987395
163.644847,334,259.851513
-17.663128,231,260.443574
97.210823,258,261.134072
120.862779,280,264.222695
116.915891,284,265.00552
69.171023,248,265.64449
68.557033,238,269.499328
98.950463,268,270.238733
64.684155,239,270.879058
-16.668602,220,271.476865
-16.962512,172,271.983455
-18.8781,239,275.290235
-28.020796,195,275.960687
57.688445,249,276.709646
-10.91244,201,277.375939
-37.786816,210,280.894528
-8.863029,81,282.573661
-9.638237,220,283.353381
149.019985,339,284.493787
164.379601,423,287.339221
69.488907,226,288.033329
98.05444,262,288.729929
28.392419,261,289.411738
138.357757,308,293.746191
-69.069416,105,294.02929
73.013748,229,294.629385
77.488024,375,295.624796
-47.501894,104,295.88932
88.771088,249,298.567443
115.307921,372,299.531639
-72.625107,204,300.06282
118.004059,283,303.635615
75.38296,240,305.422229
48.958683,218,305.983824
158.681477,426,307.170204
-39.359035,216,310.076194
333.477209,500,311.403026
-61.666186,112,311.705673
165.009226,355,314.369407
