#{"t_start": 1615580441.3648937, "env_id": "CartPoleSwingUp-v0"}
r,l,t
-447.300948,500,1.444738
-585.097502,500,2.85247
-225.927472,231,10.120397
-364.964732,295,10.944652
-484.997028,500,18.954263
-486.59391,500,21.527342
-284.100752,300,22.352123
-433.150035,500,30.369089
-175.234693,191,30.883124
-438.992487,356,31.839104
-488.411546,500,40.819238
-229.165001,253,41.499378
-186.926194,194,42.080073
-179.217237,197,44.979484
-162.507339,185,45.529494
-276.55135,288,46.371905
-204.171879,217,47.018852
-375.919678,390,50.259526
-210.751433,216,52.08915
-181.124723,188,52.591481
-129.717028,134,52.949611
-161.594196,172,53.419546
-136.940547,141,53.791419
-130.328773,134,56.004073
-141.102719,145,56.396947
-133.164,138,56.76933
-109.525714,126,57.112439
-180.189385,188,57.619414
-147.166022,152,58.02911
-258.263953,271,60.731469
-168.244511,172,62.409298
-148.037097,166,62.889004
-139.200032,147,63.319021
-188.372974,225,63.979138
-117.841086,125,64.339098
-134.2426,141,66.749283
-188.405515,232,67.499512
-204.721329,213,68.22945
-226.149798,233,68.989434
-125.888881,133,69.409078
-132.851112,143,71.404052
-145.587327,151,71.809
-142.78597,156,73.446396
-119.372898,133,73.809321
-132.572164,144,74.201508
-159.272726,173,74.670069
-132.555825,137,75.044362
-158.329642,176,77.074126
-130.305721,151,77.499298
-115.997292,125,77.832596
-100.14046,118,78.155187
-142.166902,151,78.569428
-132.692789,141,78.959034
-127.834467,137,79.332306
-135.475241,142,81.373281
-112.12112,123,81.70934
-137.886569,171,83.335844
-118.512771,180,83.819351
-129.308701,134,84.199515
-97.341388,122,84.53536
-104.520241,125,84.878013
-126.966,138,86.769181
-281.692234,200,87.301908
-96.797017,103,87.579073
-142.424358,150,87.984523
-113.295793,127,88.322163
-80.032917,110,88.628763
-194.116001,150,89.034934
-120.410354,129,90.889398
-236.011566,140,91.2716
-90.79626,113,91.572638
-99.396431,127,93.029212
-113.688884,125,93.369685
-174.468166,179,93.856729
-215.616815,213,94.452443
-99.412447,107,96.049177
-92.8488,113,96.359153
-125.127997,136,96.733707
-176.803833,199,97.269131
-112.415166,149,97.669327
-111.318501,119,97.989174
-91.249827,114,98.289094
-338.57925,309,100.511352
-145.795823,151,100.919439
-130.108287,141,102.523203
-91.654114,106,102.799147
-75.496451,97,103.071806
-72.144908,96,103.329543
-108.654466,122,103.656605
-52.262893,85,103.891042
-104.249584,118,105.454173
-89.189894,111,105.79272
-96.184101,111,106.225782
-103.933962,121,106.64107
-45.017576,87,106.910935
-85.377151,105,107.250768
-108.624655,109,107.593889
-177.477719,142,108.011193
-117.027828,124,108.371268
-92.203443,115,109.915747
-137.292551,179,110.470793
-85.623379,100,110.870737
-94.033538,113,112.840735
-87.956625,112,113.166656
-41.905956,78,113.395179
-60.601416,92,113.769844
-101.567609,115,114.190412
-47.913749,85,114.500259
-75.79423,104,116.057678
-80.887937,111,116.405369
-93.563966,123,116.775225
-53.7853,86,117.022593
-102.989827,120,117.475878
-59.484976,84,117.785903
-72.245266,95,118.11577
-88.448152,115,118.535731
-83.732674,111,118.996096
