steps,reward,noise,uncertainty,oldReward,neg,pos,negReward,posReward,negNoise,posNoise,upCounter,topCounter,undetected
68.0,-39.276980832219124,0.0,0.0,-39.276980832219124,49.0,19.0,-31.771403327584267,-7.505577504634857,0.0,0.0,0.0,0.0,0.0
220.0,18.085422137401963,3.0,1.5,57.825742062181234,64.0,156.0,-15.431344155563124,33.51676629296509,0.0,3.0,150.0,22.0,0.0
500.0,330.95826327451505,4.0,2.0,332.95826327451505,225.0,275.0,136.55347746424377,194.40478581027128,0.0,4.0,424.0,387.0,0.0
194.0,-70.4579912874749,7.0,3.5,-19.30829537124373,51.0,143.0,-28.142874141815355,-42.31511714565954,0.0,7.0,86.0,15.0,0.0
221.0,63.12583739463747,4.0,2.5,66.10728920530528,78.0,143.0,-2.598650609801439,65.72448800443891,0.0,4.0,132.0,118.0,0.0
79.0,-21.10181374847889,0.0,0.0,-21.10181374847889,49.0,30.0,-22.59231304191053,1.4904992934316397,0.0,0.0,34.0,0.0,0.0
197.0,-80.24516079139244,17.0,9.5,-25.41868491884088,142.0,55.0,-43.08107873566087,-37.16408205573157,11.0,6.0,92.0,14.0,0.0
204.0,14.030562479048967,4.0,2.0,16.030562479048967,126.0,78.0,20.461327970027924,-6.430765490978956,0.0,4.0,110.0,0.0,0.0
76.0,-11.810581348836422,0.0,0.0,-11.810581348836422,52.0,24.0,-21.21541316062212,9.404831811785698,0.0,0.0,40.0,0.0,0.0
482.0,314.38762287423015,3.0,1.5,315.88762287423015,216.0,266.0,134.317652605474,180.06997026875615,0.0,3.0,388.0,374.0,0.0
232.0,69.6463020610546,3.0,1.5,80.23296124394983,83.0,149.0,1.3117690216888604,68.33453303936574,0.0,3.0,163.0,113.0,0.0
482.0,316.6986245457083,3.0,2.0,318.6986245457083,214.0,268.0,132.14327768981457,184.55534685589373,0.0,3.0,388.0,373.0,0.0
198.0,-72.01539498109128,6.0,4.0,-22.5531919202258,53.0,145.0,-34.9972377629781,-37.018157218113174,1.0,5.0,87.0,15.0,0.0
180.0,6.680746362520608,31.0,16.5,23.206993840634823,108.0,72.0,10.874116572446383,-4.193370209925774,19.0,12.0,90.0,56.0,0.0
479.0,305.21166318655014,3.0,1.5,306.71166318655014,208.0,271.0,114.92403236031532,190.28763082623482,2.0,1.0,384.0,369.0,0.0
78.0,-13.780373075976968,0.0,0.0,-13.780373075976968,52.0,26.0,-19.850219640880823,6.069846564903855,0.0,0.0,41.0,0.0,0.0
195.0,-28.47355691184947,14.0,8.0,18.4574742349796,144.0,51.0,3.657791852672858,-32.13134876452233,9.0,5.0,112.0,21.0,0.0
226.0,71.9207180608064,3.0,2.0,73.9207180608064,89.0,137.0,11.158269027248025,60.76244903355837,0.0,3.0,132.0,119.0,0.0
218.0,-33.872859918626716,6.0,3.5,-10.345024980430026,68.0,150.0,-28.992220202299677,-4.880639716327039,0.0,6.0,108.0,25.0,0.0
180.0,-24.19260131224536,14.0,8.0,9.919001770205796,128.0,52.0,4.991687779457948,-29.184289091703306,8.0,6.0,101.0,21.0,0.0
500.0,332.05716916173697,3.0,2.0,334.05716916173697,226.0,274.0,142.72465094178915,189.33251821994781,0.0,3.0,409.0,395.0,0.0
365.0,109.92699331648782,8.0,5.5,160.52739061939064,230.0,135.0,71.28088434922154,38.64610896726629,4.0,4.0,259.0,112.0,0.0
88.0,-25.529128398746252,12.0,6.5,-19.029128398746252,37.0,51.0,-0.8550661113113165,-24.674062287434936,7.0,5.0,40.0,0.0,0.0
73.0,-28.715665446477942,0.0,0.0,-28.715665446477942,50.0,23.0,-26.936678504454903,-1.7789869420230389,0.0,0.0,20.0,0.0,0.0
377.0,217.2177191376686,3.0,1.5,218.7177191376686,193.0,184.0,115.08236181735992,102.13535732030869,0.0,3.0,290.0,273.0,0.0
250.0,85.91013637185097,4.0,2.0,87.91013637185097,137.0,113.0,54.12584389001131,31.784292481839657,0.0,4.0,161.0,143.0,0.0
500.0,345.0894210585393,4.0,2.0,347.0894210585393,242.0,258.0,161.0678221252747,184.0215989332646,0.0,4.0,419.0,387.0,0.0
