#{"t_start": 1615581757.4544868, "env_id": "CartPoleSwingUp-v0"}
r,l,t
-233.616055,239,0.678981
-898.818336,500,1.980428
-529.356222,500,9.680718
-446.636796,500,10.982097
-471.56685,500,19.610154
-272.725434,288,20.351761
-402.623165,334,21.224431
-396.759065,355,25.624392
-459.85777,500,26.943184
-436.710459,500,32.988957
-375.406999,395,34.006067
-237.553711,265,34.69772
-491.36212,273,38.028891
-353.054784,367,38.974858
-207.05337,212,39.543801
-301.169107,311,42.958205
-170.822782,175,44.540972
-157.193694,168,44.977915
-184.229332,197,45.485934
-164.922679,170,45.931484
-150.629286,165,46.358421
-192.984293,197,48.801367
-173.526938,180,49.283623
-140.667197,153,49.680358
-169.585323,177,50.137892
-160.052663,165,50.563576
-209.008827,233,53.059438
-179.757542,197,54.700536
-176.100484,180,55.227675
-98.949624,118,55.552925
-125.266714,134,55.935987
-173.343495,190,56.466409
-173.40293,203,58.926748
-244.739113,239,59.555213
-160.745224,159,59.964295
-157.347873,171,60.40185
-122.022673,140,60.775409
-131.320011,152,61.183424
-119.267197,128,63.306549
-144.149964,157,63.714065
-181.019055,193,65.339972
-188.585167,199,65.857616
-158.736718,188,66.345986
-160.867999,176,66.792894
-154.171724,169,68.913077
-109.097233,120,69.218395
-148.920382,173,69.67591
-281.47433,313,70.489503
-251.679785,268,71.191222
-116.053656,126,73.24464
-160.908961,168,73.681963
-172.340768,215,75.429707
-453.920663,244,76.060515
-134.662992,131,76.406277
-146.964254,173,78.467471
-189.993662,210,79.007875
-520.935895,232,79.615402
-148.434359,155,80.053755
-139.135994,143,80.420139
-134.736962,145,80.825303
-108.522987,115,82.706165
-161.829832,169,83.153722
-138.151809,158,84.702127
-141.146467,154,85.118198
-112.129902,119,85.423352
-126.136331,131,85.768956
-124.399257,134,86.114588
-130.241522,139,87.981493
-153.369077,169,88.426202
-146.889665,160,88.842942
-131.719795,150,89.229506
-163.053746,195,89.738485
-148.765407,153,90.132691
