steps,reward,noise,uncertainty,oldReward,neg,pos,negReward,posReward,negNoise,posNoise,upCounter,topCounter,undetected
190.0,30.602490231836896,16.0,0.0,39.590120086446404,124.0,66.0,42.10810971852629,-11.505619486689397,8.0,8.0,108.0,82.0,16.0
221.0,43.08500099302455,18.0,0.0,60.6634566700086,143.0,78.0,54.1374051598026,-11.052404166778047,7.0,11.0,125.0,112.0,18.0
75.0,-22.85690049175173,10.0,0.0,-22.85690049175173,24.0,51.0,1.5097346119582653,-24.366635103709996,4.0,6.0,29.0,0.0,10.0
228.0,72.40718327381182,14.0,0.0,72.40718327381182,136.0,92.0,59.95092528837267,12.456257985439152,8.0,6.0,150.0,113.0,14.0
216.0,44.98865452064064,12.0,0.0,60.063091865275055,143.0,73.0,54.674813979204714,-9.686159458564077,6.0,6.0,142.0,98.0,12.0
377.0,220.88043420761824,26.0,0.0,220.88043420761824,167.0,210.0,92.84877394884825,128.03166025877,13.0,13.0,286.0,269.0,26.0
210.0,-42.50461553868877,6.0,0.0,-14.865815380588174,63.0,147.0,-28.723562395233614,-13.781053143455154,2.0,4.0,103.0,18.0,6.0
201.0,-57.83016327371928,19.0,0.0,-7.8897498266305774,143.0,58.0,-32.01948253686436,-25.81068073685492,12.0,7.0,103.0,20.0,19.0
219.0,68.35497489734553,15.0,0.0,68.35497489734553,132.0,87.0,57.73525729775429,10.61971759959124,7.0,8.0,135.0,110.0,15.0
251.0,97.57494847290218,19.0,0.0,97.57494847290218,147.0,104.0,72.8387683685869,24.73618010431528,9.0,10.0,157.0,143.0,19.0
383.0,119.86580478117781,31.0,0.0,145.65867573209107,140.0,243.0,58.42844299491429,61.43736178626352,13.0,18.0,262.0,160.0,31.0
361.0,70.10695151921601,19.0,0.0,108.90578926343005,132.0,229.0,46.307458898518234,23.799492620697777,10.0,9.0,235.0,123.0,19.0
226.0,53.60570065811157,3.0,0.0,63.540578972548246,76.0,150.0,-3.7362697713821262,57.3419704294937,0.0,3.0,131.0,117.0,3.0
81.0,-20.263052072317805,10.0,0.0,-20.263052072317805,29.0,52.0,4.035280521027744,-24.29833259334555,4.0,6.0,35.0,0.0,10.0
70.0,-15.880968587473035,5.0,0.0,-15.880968587473035,16.0,54.0,5.718237429857254,-21.59920601733029,0.0,5.0,33.0,0.0,5.0
195.0,-34.539984943517595,19.0,0.0,9.883696894161403,146.0,49.0,-8.885338943624049,-25.654645999893546,13.0,6.0,109.0,20.0,19.0
195.0,-55.113373860445165,6.0,0.0,-22.993745528627187,54.0,141.0,-27.31368274963461,-27.799691110810556,0.0,6.0,89.0,15.0,6.0
69.0,-18.98028599563986,6.0,0.0,-18.98028599563986,13.0,56.0,4.155444756150246,-23.135730751790106,0.0,6.0,31.0,0.0,6.0
323.0,160.80845975875854,26.0,0.0,160.80845975875854,127.0,196.0,50.650812447071075,110.15764731168747,13.0,13.0,234.0,218.0,26.0
228.0,71.2314567419159,12.0,0.0,75.81377414334565,146.0,82.0,68.72199141546525,2.509465326450652,6.0,6.0,157.0,108.0,12.0
236.0,60.21796877532489,0.0,0.0,66.2756040552631,81.0,155.0,0.42269051168113947,59.79527826364375,0.0,0.0,158.0,10.0,0.0
290.0,127.4399778265506,22.0,0.0,127.4399778265506,110.0,180.0,30.71490374393761,96.72507408261299,12.0,10.0,204.0,186.0,22.0
71.0,-22.485877688974142,7.0,0.0,-22.485877688974142,20.0,51.0,1.70962174795568,-24.195499436929822,1.0,6.0,30.0,0.0,7.0
187.0,-63.75064816692924,3.0,0.0,-14.674512278288603,49.0,138.0,-32.58296423190791,-31.16768393502133,0.0,3.0,82.0,20.0,3.0
360.0,196.25795427709818,20.0,0.0,196.25795427709818,157.0,203.0,75.56596940010786,120.69198487699032,11.0,9.0,266.0,249.0,20.0
209.0,30.990950377052798,14.0,0.0,52.23302067536861,145.0,64.0,47.91168193022298,-16.920731553170185,7.0,7.0,133.0,95.0,14.0
211.0,-55.52095274709768,18.0,0.0,-2.705119980033487,155.0,56.0,-28.982865954811814,-26.538086792285867,10.0,8.0,109.0,19.0,18.0
219.0,30.715310780463312,16.0,0.0,59.74536784389056,155.0,64.0,47.271420310477936,-16.556109530014623,8.0,8.0,140.0,41.0,16.0
312.0,147.31425488899663,20.0,0.0,147.47108375281096,151.0,161.0,69.48917892190013,77.8250759670965,13.0,7.0,223.0,202.0,20.0
211.0,8.128284223953642,12.0,0.0,44.48426629882306,154.0,57.0,28.537333750741936,-20.409049526788294,6.0,6.0,140.0,27.0,12.0
356.0,118.29776546713106,30.0,0.0,150.1283811107278,133.0,223.0,51.091093038585825,67.20667242854523,17.0,13.0,251.0,154.0,30.0
225.0,26.619910765089912,12.0,0.0,61.0205112612166,161.0,64.0,40.266574500681486,-13.646663735591574,6.0,6.0,153.0,46.0,12.0
227.0,71.89459362532943,15.0,0.0,71.89459362532943,132.0,95.0,54.87399639002979,17.020597235299647,7.0,8.0,148.0,112.0,15.0
373.0,98.85154369578333,22.0,0.0,137.07599275186658,140.0,233.0,62.75283485092223,36.09870884486111,10.0,12.0,248.0,141.0,22.0
204.0,-63.7635299152214,4.0,0.0,-12.097603044705465,50.0,154.0,-29.037179112434387,-34.72635080278701,0.0,4.0,82.0,22.0,4.0
205.0,53.017591734048096,19.0,0.0,56.029525773599744,133.0,72.0,55.47113465792415,-2.453542923876057,8.0,11.0,113.0,99.0,19.0
500.0,257.04832476075745,24.0,0.0,262.88581167161465,296.0,204.0,139.59892195906497,117.44940280169249,16.0,8.0,380.0,291.0,24.0
232.0,76.6999456952326,15.0,0.0,76.6999456952326,134.0,98.0,61.66249874420464,15.03744695102796,9.0,6.0,154.0,116.0,15.0
216.0,16.780048468738244,14.0,0.0,39.66373470518738,148.0,68.0,36.24326300294632,-19.463214534208078,7.0,7.0,131.0,93.0,14.0
222.0,69.7977856900543,24.0,0.0,69.7977856900543,128.0,94.0,53.37929625809193,16.41848943196237,12.0,12.0,130.0,115.0,24.0
264.0,94.60014230560046,17.0,0.0,94.60014230560046,146.0,118.0,64.65966198465321,29.940480320947245,8.0,9.0,172.0,133.0,17.0
219.0,34.681443061712116,0.0,0.0,37.224390698596835,73.0,146.0,-4.58964784629643,39.271090908008546,0.0,0.0,135.0,0.0,0.0
82.0,-22.05815235612681,11.0,0.0,-22.05815235612681,31.0,51.0,2.0218669418245554,-24.080019297951367,5.0,6.0,34.0,0.0,11.0
246.0,53.384852184143995,18.0,0.0,79.30624856194481,169.0,77.0,61.8503080534702,-8.465455869326206,9.0,9.0,148.0,95.0,18.0
391.0,199.806067027619,21.0,0.0,212.80632136017084,156.0,235.0,80.22887614184197,119.57719088577704,9.0,12.0,297.0,194.0,21.0
194.0,-11.849511752412639,3.0,0.0,17.74393457453698,56.0,138.0,-23.892491101945325,12.042979349532686,0.0,3.0,112.0,24.0,3.0
293.0,123.47964451275766,29.0,0.0,123.47964451275766,117.0,176.0,29.409150606021285,94.07049390673637,18.0,11.0,202.0,183.0,29.0
233.0,82.35620495983073,17.0,0.0,82.35743601433933,146.0,87.0,70.74478870936343,11.6114162504673,8.0,9.0,153.0,124.0,17.0
297.0,141.98742835596204,19.0,0.0,141.98742835596204,170.0,127.0,97.96182657405734,44.0256017819047,8.0,11.0,201.0,186.0,19.0
366.0,99.97912372378272,21.0,0.0,132.56980934925377,133.0,233.0,41.88086773200905,58.09825599177367,11.0,10.0,240.0,150.0,21.0
238.0,85.67941307276487,22.0,0.0,85.67941307276487,143.0,95.0,65.16106367111206,20.518349401652813,12.0,10.0,146.0,132.0,22.0
71.0,-24.697186335048173,7.0,0.0,-24.697186335048173,20.0,51.0,-0.16699177399277687,-24.530194561055396,1.0,6.0,28.0,0.0,7.0
207.0,-16.207040512712865,17.0,0.0,24.472753413021564,151.0,56.0,7.265854388480989,-23.472894901193854,11.0,6.0,127.0,21.0,17.0
429.0,268.3574496153742,13.0,0.0,268.3574496153742,198.0,231.0,115.66939923167229,152.68805038370192,7.0,6.0,355.0,306.0,13.0
331.0,41.562534512100115,31.0,0.0,85.98843305837363,104.0,227.0,29.296007219702005,12.26652729239811,13.0,18.0,207.0,104.0,31.0
275.0,114.1386589857463,23.0,0.0,114.1909293755889,155.0,120.0,76.3061553761363,37.83250360961,11.0,12.0,179.0,165.0,23.0
401.0,164.812762757256,28.0,0.0,194.09350761026144,161.0,240.0,78.39278757199645,86.41997518525955,13.0,15.0,298.0,202.0,28.0
500.0,339.4065225670678,13.0,0.0,339.63413806352764,257.0,243.0,178.8282330133959,160.57828955367188,6.0,7.0,415.0,375.0,13.0
408.0,178.4737080368509,15.0,0.0,207.03666462283581,158.0,250.0,80.49830537547496,97.97540266137594,8.0,7.0,314.0,187.0,15.0
336.0,165.16339980262626,15.0,0.0,165.26445929310285,135.0,201.0,58.48769110487774,106.67570869774852,8.0,7.0,251.0,157.0,15.0
345.0,186.28026298992336,29.0,0.0,186.28026298992336,149.0,196.0,69.48079092614353,116.79947206377983,14.0,15.0,257.0,240.0,29.0
212.0,0.7196759157008614,13.0,0.0,37.10706416587345,156.0,56.0,27.848081136517465,-27.128405220816603,6.0,7.0,134.0,30.0,13.0
203.0,15.647424581777102,13.0,0.0,40.53317427798174,142.0,61.0,33.50748375423342,-17.860059172456317,8.0,5.0,123.0,87.0,13.0
209.0,8.95918450293135,4.0,0.0,36.63329280912876,61.0,148.0,-22.544464455566413,31.503648958497763,0.0,4.0,109.0,44.0,4.0
75.0,-35.164280555793084,17.0,0.0,-35.164280555793084,26.0,49.0,-6.8235960461897776,-28.340684509603307,8.0,9.0,0.0,0.0,17.0
356.0,194.27342645012266,25.0,0.0,194.28461430966854,155.0,201.0,79.89715786278248,114.37626858734018,13.0,12.0,267.0,251.0,25.0
75.0,-19.915063017979264,7.0,0.0,-19.915063017979264,24.0,51.0,3.9116193000227213,-23.826682318001986,0.0,7.0,33.0,0.0,7.0
187.0,-38.89532534863912,18.0,0.0,4.2224110051756725,143.0,44.0,-12.828546706979353,-26.066778641659766,11.0,7.0,102.0,17.0,18.0
214.0,-29.508305045250665,16.0,0.0,-4.725182366091758,154.0,60.0,-8.277626843224368,-21.230678202026297,10.0,6.0,113.0,17.0,16.0
199.0,-4.21800897293997,3.0,0.0,24.63211579795461,58.0,141.0,-25.681448191677532,21.463439218737562,0.0,3.0,109.0,26.0,3.0
355.0,108.37767772399155,31.0,0.0,146.99706382118165,137.0,218.0,47.655903972467456,60.7217737515241,16.0,15.0,248.0,144.0,31.0
353.0,81.65942977530949,32.0,0.0,116.32130419276655,137.0,216.0,44.89788324559731,36.76154652971218,18.0,14.0,231.0,128.0,32.0
72.0,-33.63879455951974,17.0,0.0,-33.63879455951974,21.0,51.0,-4.497861058451235,-29.140933501068503,9.0,8.0,0.0,0.0,17.0
249.0,94.16720369656105,17.0,0.0,94.16720369656105,135.0,114.0,62.94952574756462,31.217677948996425,7.0,10.0,161.0,125.0,17.0
265.0,78.72181219495553,18.0,0.0,84.44330154079944,96.0,169.0,13.388412032320332,65.3334001626352,11.0,7.0,177.0,55.0,18.0
203.0,8.475957643753247,14.0,0.0,36.26372689846903,146.0,57.0,27.84644526242579,-19.37048761867254,8.0,6.0,126.0,33.0,14.0
397.0,81.290082452827,22.0,0.0,133.05543917696923,152.0,245.0,71.8658658862114,9.424216566615598,10.0,12.0,254.0,162.0,22.0
74.0,-25.805341343511827,12.0,0.0,-25.805341343511827,24.0,50.0,-0.405605913256295,-25.399735430255532,5.0,7.0,25.0,0.0,12.0
238.0,70.14879066712797,19.0,0.0,77.87960533052683,150.0,88.0,64.45677250293045,5.6920181641975205,10.0,9.0,141.0,127.0,19.0
326.0,71.19492036712836,21.0,0.0,92.62715569278225,116.0,210.0,35.74938261209758,35.445537755030784,8.0,13.0,200.0,107.0,21.0
224.0,67.05083274484048,31.0,0.0,67.08917796611786,125.0,99.0,43.76881619930634,23.282016545534134,17.0,14.0,133.0,113.0,31.0
239.0,87.54045949759893,17.0,0.0,87.54045949759893,141.0,98.0,69.46392187057063,18.0765376270283,8.0,9.0,153.0,130.0,17.0
275.0,90.15165267884731,0.0,0.0,90.15165267884731,107.0,168.0,19.212618932127953,70.93903374671936,0.0,0.0,181.0,160.0,0.0
247.0,92.88610918109111,33.0,0.0,93.34432192519307,146.0,101.0,72.38017923611119,20.505929944979925,16.0,17.0,156.0,142.0,33.0
375.0,61.09390065105595,19.0,0.0,108.45057205087505,147.0,228.0,56.850835677883424,4.2430649731725225,8.0,11.0,245.0,130.0,19.0
312.0,59.84404069404604,23.0,0.0,79.88927301950753,106.0,206.0,28.539420363228714,31.30462033081733,8.0,15.0,187.0,96.0,23.0
201.0,-5.165332109362964,14.0,0.0,30.19101590110222,141.0,60.0,16.37649448246401,-21.541826591826975,8.0,6.0,122.0,24.0,14.0
227.0,69.96811719328468,12.0,0.0,70.24680243665352,142.0,85.0,59.60767192512333,10.360445268161357,6.0,6.0,152.0,107.0,12.0
345.0,171.84194356948137,25.0,0.0,171.84194356948137,144.0,201.0,60.8002460077405,111.04169756174088,14.0,11.0,252.0,235.0,25.0
245.0,26.40129646584927,30.0,0.0,41.902030266821384,83.0,162.0,1.9155089408159256,24.485787525033345,18.0,12.0,142.0,0.0,30.0
211.0,-21.785391404409722,19.0,0.0,23.32148737553507,157.0,54.0,-0.634682598594452,-21.15070880581527,13.0,6.0,128.0,25.0,19.0
311.0,135.20340949576348,20.0,0.0,135.20340949576348,126.0,185.0,38.88834816496819,96.31506133079529,13.0,7.0,219.0,200.0,20.0
191.0,-26.313144118737227,3.0,0.0,5.860017994884402,53.0,138.0,-26.46029198429909,0.14714786556186255,0.0,3.0,103.0,24.0,3.0
198.0,-74.08178851217696,3.0,0.0,-25.70493741473183,56.0,142.0,-26.868694168981165,-47.21309434319579,0.0,3.0,86.0,17.0,3.0
