#{"t_start": 1615580148.2935846, "env_id": "CartPoleSwingUp-v0"}
r,l,t
-241.209885,301,0.916936
-450.87769,500,2.302483
-382.768598,500,10.014987
-252.500235,274,10.736979
-253.235656,305,11.528388
-199.822303,202,19.425878
-133.53353,192,19.943388
-475.657982,493,21.234379
-199.359186,211,21.783275
-634.518598,485,29.066894
-309.841773,328,29.973218
-348.652416,370,39.381544
-265.906867,301,40.328907
-147.358417,164,40.825679
-304.804951,326,41.812446
-200.986557,219,47.44735
-266.825461,279,48.284843
-251.530762,257,49.033123
-566.500927,424,55.625711
-252.831667,270,57.614219
-307.057134,316,58.619006
-294.803273,304,63.723871
-299.097293,310,64.724287
-261.456424,263,65.541862
-283.153207,324,66.490082
-288.997136,301,72.319644
-245.660484,265,73.191689
-411.591026,406,74.483535
-344.944857,297,79.176447
-469.578728,397,80.414364
-231.525455,275,81.272989
-236.373353,257,85.482687
-141.437487,150,87.265956
-141.093647,164,87.800083
-144.203307,154,88.264133
-209.908474,240,89.010838
-387.259561,355,92.73961
-135.625829,150,93.178328
-192.696184,210,93.842153
-214.531224,252,94.627546
-227.555433,241,98.657521
-236.103958,240,99.384319
-160.87816,192,101.240275
-251.318135,239,101.95771
-193.302319,199,102.561074
-309.548293,218,105.577604
-126.482882,141,106.000174
-106.905603,119,106.379008
-132.072156,170,106.875946
-266.788602,310,107.799446
-136.70438,149,110.105099
-129.4337,162,110.54141
-164.920861,173,112.136091
-143.862906,156,112.60686
-119.81774,128,112.950313
-216.171216,233,113.656631
-170.893785,185,116.217719
-287.299694,239,116.966194
-138.123839,172,117.520582
-122.286891,130,117.937185
-99.47779,117,118.28875
-136.493029,159,118.773204
-125.795399,169,121.281039
-166.356565,173,121.797807
-135.316116,140,122.314683
-115.129283,131,124.01206
-108.677663,119,124.339276
-120.361512,126,124.66496
-227.862638,179,125.16283
-112.766311,128,127.389595
-134.964753,158,127.840264
-95.011467,116,128.178866
-89.718018,123,128.564281
-91.379645,113,128.912036
-133.613538,143,129.351006
-138.047181,146,129.783235
-118.874863,135,130.199945
-88.319512,120,132.267701
-79.932053,106,132.606402
-183.833549,146,133.054418
-120.640218,134,135.055153
-108.588852,136,135.515102
-102.256434,126,135.881014
-102.927874,113,136.232684
-104.516372,123,136.633265
-93.696428,118,138.823189
-118.907649,129,139.202192
-91.463488,122,139.603203
-95.269112,127,139.957518
-114.61949,143,140.383316
-88.035855,115,140.701182
-130.592955,140,141.0936
-117.033828,130,141.473964
-113.980415,122,143.197699
-135.648627,143,143.604415
-81.741394,103,143.911718
-102.233915,123,145.502808
-77.020336,96,145.844788
-46.608722,87,146.087421
-73.101966,104,146.383425
-38.921883,91,146.648979
-102.246338,114,146.981022
-84.084363,104,148.554061
-53.120818,90,148.808053
-67.227973,98,149.096601
-111.725241,124,149.444261
-83.917574,118,149.757514
-53.232422,88,149.991578
-91.652935,109,150.459238
-72.397762,109,150.929187
-114.05573,124,151.399095
-61.91527,90,153.065639
-37.659267,77,153.288398
-71.058247,102,153.574622
-101.333506,119,154.10767
-80.695999,94,154.493012
-57.205293,82,154.746982
-52.904143,77,156.393509
-73.799156,105,156.725642
-75.090306,99,157.04214
-48.41691,84,157.273916
-68.222598,90,157.527541
-63.599459,89,159.115922
-68.418669,87,159.432317
-59.786824,85,159.717479
-61.386591,106,160.134132
-77.130672,101,160.670504
-81.544894,101,161.270626
-63.774969,97,161.630617
-82.244412,98,161.981038
-87.352687,103,162.290902
-81.153779,103,162.60249
-54.177696,106,164.160907
-25.049222,77,164.390974
-65.51713,90,164.651059
-93.736079,108,164.990865
-73.213925,96,165.300745
-63.940806,94,165.630755
-79.193823,100,167.25095
-56.876948,89,167.550701
-61.433049,84,167.800818
-45.261532,85,168.055882
-40.703238,80,168.311181
-50.128305,85,169.741515
-53.27877,104,170.100822
-66.115474,102,170.431162
-54.352575,92,170.71084
-69.379378,91,171.020889
-88.052451,111,171.361058
-71.738276,88,171.643059
-59.704623,80,171.900958
-48.853809,83,172.143258
-39.471423,88,172.391176
-50.297783,92,172.680893
-83.163133,105,174.545311
-52.250008,80,174.780749
-25.062338,68,175.001056
-54.765087,101,175.290715
-73.170829,98,175.600604
-73.377143,95,175.870948
-65.507924,88,176.110932
-48.841504,80,177.720879
-64.491204,92,178.171154
-52.8537,72,178.490941
-60.184174,89,178.790856
-56.496807,86,180.170719
-65.740759,91,180.491015
-49.762688,87,180.761106
-29.983496,68,180.970666
-60.393389,94,181.261002
-55.31361,84,181.520738
-45.02502,77,181.790631
-41.783573,82,182.070729
-53.736573,86,182.33099
-50.549631,74,182.540721
-48.728625,88,182.780675
-36.227393,79,183.010559
-43.361008,79,183.245659
-58.016518,81,184.471005
-67.609687,96,184.742124
-64.007045,82,184.990719
-32.653196,78,185.221005
-62.818002,87,185.470752
-81.169068,91,185.780627
-57.864295,81,186.090754
-68.457842,95,187.680932
-57.035424,90,187.960868
-44.938595,91,188.20119
-39.681427,71,188.398246
-38.829791,76,189.471272
-51.445159,79,189.69869
-46.300186,84,189.924234
-65.74234,98,190.197288
-38.004217,73,190.415965
-57.133232,78,190.630693
-49.14253,79,190.850686
-42.158175,78,191.070864
-45.167729,80,191.290514
-37.601546,81,191.530848
-32.89359,74,191.730699
-32.566583,77,191.970627
-50.098877,83,192.219016
-31.685689,73,193.400892
-58.237558,88,193.641002
-27.872851,72,193.870835
-37.505336,76,194.10099
-62.584136,86,194.360977
-45.942326,82,194.640792
-47.193314,72,194.860896
-45.732911,79,195.080638
-54.368389,82,195.311014
-51.789084,85,196.71803
-30.431968,69,196.900781
-21.201576,82,197.123023
-37.107254,73,197.318305
-43.490033,78,198.580714
-29.727858,71,198.790844
-31.04379,78,199.0308
-32.334357,69,199.250607
-27.811665,74,199.490746
-42.021085,77,199.745755
-51.698426,74,199.970789
-39.864178,81,200.23096
-36.048851,74,200.43102
-29.953385,75,200.630747
-45.666652,74,200.840718
-25.106669,73,201.040971
-41.445794,77,201.250796
-34.433632,76,202.520662
-50.72726,81,202.760963
-44.600657,72,202.991033
-57.071811,80,203.231127
-42.398502,69,203.451094
-36.865083,77,203.750915
-31.196259,65,203.96092
-30.184273,80,204.211088
-34.223784,74,204.440918
-66.116866,108,204.760633
-35.897294,72,206.240703
-19.915199,68,206.451015
-35.197388,82,206.720962
-38.736798,80,208.090601
-34.695077,71,208.290823
-38.058547,73,208.480797
-34.673367,75,208.690493
-36.644368,77,208.920795
-29.142168,69,209.120971
-33.629967,76,209.361029
-31.2105,83,209.630785
