#{"t_start": 1615576943.026174, "env_id": "CartPoleSwingUp-v0"}
r,l,t
-368.751122,425,1.344885
-326.734111,500,2.684949
-450.179635,500,10.937101
-248.757773,260,11.644892
-148.289652,169,12.139792
-359.559243,500,22.075074
-132.852173,165,22.545242
-128.293212,500,30.395134
-224.830016,272,31.165655
-31.657123,500,32.585228
-392.420968,423,40.274829
-260.578072,500,41.675032
-144.517012,173,42.16602
-259.493073,337,46.875065
-330.140595,353,47.864739
-247.027613,376,48.914785
-289.343274,500,55.464714
-205.096909,240,56.14503
-217.730277,220,56.764722
-191.077113,236,59.89513
-166.888227,195,60.445142
-196.319105,211,61.064769
-348.615733,434,62.335158
-205.939595,438,67.335068
-209.340454,307,68.194901
-122.822714,374,73.974891
-99.243332,500,75.375067
-211.936822,249,76.114611
-171.82292,254,80.079849
-182.900437,215,81.919967
-178.759986,207,82.504624
-197.599593,269,83.255092
-227.240198,265,86.544626
-94.375972,114,86.874696
-129.203176,186,87.404772
-162.372387,189,87.934913
-135.731693,163,88.394911
-186.500071,229,89.035033
-193.414536,239,92.204901
-198.637067,258,94.197243
-86.9363,470,95.534701
-94.465154,497,99.79491
-108.179241,402,101.045025
-160.588719,202,104.854681
-92.91874,323,107.014562
-122.616384,150,107.494891
-23.588107,353,108.524517
-111.120773,362,111.324608
-102.164585,262,112.094692
-95.494795,346,113.064618
-121.700991,429,116.174849
-176.063565,201,118.054647
-119.498718,191,118.584579
-112.432006,119,118.915047
-125.851891,150,119.344927
-145.252923,202,121.314565
-123.649836,134,121.704498
-47.686626,125,122.075023
-77.90414,141,122.474931
-78.846722,103,122.765089
-114.209033,123,123.109825
-164.979489,176,123.594679
-67.63626,87,123.848274
-114.710215,159,125.634668
-124.619005,153,126.150296
-121.2608,146,127.884888
-92.373776,110,128.234683
-93.705322,108,128.55202
-84.471855,171,129.04505
-67.102977,86,129.284816
-65.748043,107,130.774508
-36.827487,342,131.754913
-59.007985,276,132.554616
-90.33558,198,133.114794
-66.436005,134,133.494799
-50.905231,171,135.204898
-45.978386,172,135.684641
-103.763799,208,137.484597
-44.629483,99,137.759133
-97.420617,124,138.104458
-65.205303,95,138.374842
-76.404713,111,138.684556
-61.169085,116,140.104786
-70.711369,90,140.374943
-61.401548,118,140.704619
13.020354,291,141.524873
-73.646377,106,141.824574
-93.37848,116,142.154833
-83.464475,100,142.444672
-77.087001,115,143.864526
-57.772617,100,144.144771
-77.622944,113,144.464542
-54.229398,82,144.704626
-94.622354,124,145.054856
-90.856798,117,146.644527
-46.637097,79,146.884795
-63.681468,116,147.214579
-75.988292,104,147.515019
-64.708055,86,147.754889
-63.437816,98,149.004731
-91.012235,103,149.294788
-67.354327,96,149.594631
-49.724925,85,149.867442
-62.589471,83,150.154429
-58.937146,84,150.444475
-64.28473,94,150.734495
-67.14762,90,151.094644
-57.884828,129,151.504568
-75.719262,100,151.804664
-59.682965,91,152.069692
-63.9291,103,153.444822
-69.21038,89,153.704844
-29.544488,189,154.25987
-74.070085,105,154.554886
-65.528214,87,154.799457
-88.535799,100,156.314605
-35.637901,81,156.55453
-66.678334,102,156.854849
-46.083354,87,157.10498
-46.423045,78,158.314475
-37.744428,76,158.524581
-38.335555,75,158.784462
-68.211262,128,159.199378
-40.868518,87,159.539671
-62.759169,108,159.894628
-56.47118,82,160.164511
-35.643662,78,160.424686
-54.92047,85,160.714474
-42.952214,79,160.944827
-63.003495,91,161.224609
-71.361439,117,162.684556
-80.742649,107,163.004642
-61.198591,99,163.294527
-42.12803,88,163.564747
-47.272713,83,163.815883
-41.256612,77,164.074782
-54.25121,82,164.334502
-75.90575,91,165.834454
-54.188288,96,166.154757
-40.148185,73,166.374565
-24.555814,68,166.584439
-42.63561,74,166.814438
-53.758313,83,168.034435
-42.598166,79,168.264539
-49.871623,83,168.50457
-52.597677,82,168.746062
-49.760293,80,168.974651
-34.437514,80,169.234795
-37.267331,77,169.484596
-53.836829,78,169.746078
-37.376798,77,170.004573
-31.939881,80,170.274422
-38.655654,79,170.524512
-50.033185,98,170.824516
-20.066984,69,171.024508
-60.681978,90,172.224602
-53.719907,94,172.484466
-32.583452,88,172.734539
-62.920015,104,173.03448
-38.844816,78,173.248103
-41.316655,78,173.464698
-64.91868,83,173.714446
-25.119353,75,175.079396
-36.526648,73,175.304732
-56.29904,85,175.549263
-27.252868,72,175.74473
-22.28581,73,175.944682
-40.306151,73,177.14462
-37.783739,78,177.384751
-41.476523,84,177.62492
-44.574757,84,177.854999
-50.886744,86,178.094556
-46.43765,82,178.316872
-41.687784,72,178.514569
-42.383265,86,178.744824
-41.287227,77,178.954626
-43.530812,77,179.164779
-33.584411,74,179.375408
-34.156627,75,179.579796
-38.241468,79,180.854646
-43.092023,70,181.074647
