#{"t_start": 1615584672.737916, "env_id": "CartPoleSwingUp-v0"}
r,l,t
-453.977475,500,0.331957
-458.479904,500,0.554587
-388.529921,433,1.588068
-185.513489,217,1.688343
-433.771442,443,4.457838
-167.717134,178,4.558541
-208.322085,212,4.669091
-214.773757,220,4.760293
-250.052853,299,5.277092
-132.364734,142,5.330467
-287.930064,323,5.493242
-199.533831,203,5.577914
-203.194698,211,5.662568
-202.569323,209,6.164513
-142.266362,249,7.599149
-332.609997,500,7.868701
-117.165045,146,7.93116
-199.062141,208,8.632873
-239.400996,289,8.755265
-161.561613,167,8.833406
-72.448814,402,9.387168
-269.646282,337,10.913934
-140.53903,308,11.050876
-140.880386,176,11.130022
-182.845413,205,11.647655
-279.471252,333,11.801414
-193.174535,444,11.986323
-239.749259,256,12.603495
-275.117635,500,14.082465
-144.464132,179,14.16714
-113.766338,196,14.251783
-225.842191,305,15.158294
-182.33875,473,15.474628
-245.344828,348,16.044764
-86.572873,500,17.872901
-122.251865,143,17.973069
-131.209791,170,18.088928
-157.776588,223,18.690416
-132.695412,147,18.743814
-117.436354,190,18.828426
-149.708299,213,18.928586
-170.135928,270,19.060151
-146.13701,357,20.92019
-100.718388,306,21.096426
-84.128243,112,21.149807
-140.665954,174,21.234451
-142.571823,166,21.550855
-103.487619,137,21.635467
-165.657171,271,21.751361
-92.588759,117,21.798224
-97.17347,147,21.86728
-106.305022,168,21.946331
-71.04475,204,22.199737
-120.292266,189,22.283054
-62.636531,207,23.591442
-111.920804,161,23.691909
-114.00816,156,23.762293
-81.260085,107,23.802806
-100.262402,120,24.029694
-78.929986,119,24.07655
-70.229243,114,24.126635
-65.741402,104,24.167268
-74.339247,109,24.215965
-99.085499,283,24.329534
-146.866589,177,24.400451
-66.73589,114,24.623698
-85.606026,116,24.674168
-98.450464,115,24.724922
-122.210772,137,25.874295
-65.187461,97,25.914663
-87.39505,222,26.0356
-70.881898,128,26.086109
-45.464438,147,26.292047
-64.882902,277,26.407929
-58.658282,182,26.476951
-87.310457,107,26.523844
-123.433832,143,26.589552
-86.631267,254,26.884223
-93.278633,132,26.94972
-109.563271,131,26.996614
-113.91889,145,27.065627
-44.449415,76,28.240556
-83.325584,133,28.290917
-60.568732,94,28.33115
-93.576176,135,28.391542
-70.676865,89,28.42974
-52.091119,98,28.61169
-81.208011,107,28.658557
-89.350031,110,28.711972
-61.54183,121,28.758839
-78.651717,99,28.805723
-81.385535,104,28.843519
-115.804616,150,28.914354
-76.905588,96,28.952912
-63.559028,120,28.99568
-78.636589,100,29.180591
-134.192583,161,29.243105
-50.267454,88,29.285677
-68.322106,155,29.348565
-69.686699,138,30.8515
-84.797019,104,30.927088
-36.867454,80,30.973836
-60.760612,94,31.020731
-80.276408,99,31.074073
-53.080343,95,31.25242
-86.182345,108,31.305791
-61.915058,100,31.352682
-57.985953,103,31.397317
-58.121851,106,31.435781
-73.601887,96,31.478257
-81.831554,106,31.528773
-35.551985,76,31.559202
-45.317927,84,31.599825
-91.727484,117,31.649116
-71.288362,97,31.834056
-64.061218,106,31.865272
-87.61904,109,31.918673
-58.221589,92,31.96554
-62.22877,86,31.996812
-62.592801,115,33.340189
-83.375565,100,33.410529
-57.110749,88,33.470827
-75.230855,124,33.539371
-57.172351,78,33.569478
-52.611885,80,33.732253
-68.851892,95,33.770063
-51.798238,83,33.816959
-69.065828,92,33.848201
-57.106854,91,33.892441
-57.586807,106,33.939336
-60.214964,86,33.970492
-41.431975,78,34.017359
-44.573204,80,34.048602
-26.122158,80,34.086416
-24.104666,69,34.117629
-53.412007,84,34.164493
-32.143996,93,34.31813
-66.761852,100,34.371469
-45.242806,75,34.402715
-60.353408,90,34.433958
-52.548056,82,34.471734
-51.121921,84,34.5186
-32.656273,81,35.789638
-83.65768,102,35.853134
-41.954813,73,35.893718
-61.535027,107,35.937532
-51.763217,95,35.984425
-55.222673,99,36.169251
-45.94908,80,36.200494
-23.067402,78,36.238241
-45.741671,83,36.269487
-25.622054,79,36.300729
-41.839945,92,36.33848
-39.44196,77,36.385347
-84.578468,145,36.438735
-31.19406,73,36.485602
-62.95238,83,36.516845
-42.071521,100,36.57022
-53.789807,87,36.739448
-57.62551,92,36.770694
-24.329479,80,36.817559
-49.427654,80,36.855311
-31.780802,83,36.886554
-50.207729,86,36.933445
-85.583782,117,36.971195
-46.387654,77,38.22735
-39.470914,78,38.275756
-24.932144,69,38.318031
-40.576632,88,38.378348
-42.901047,86,38.426561
-29.446527,73,38.57962
-44.212576,81,38.617395
-27.003957,78,38.64864
-33.050505,84,38.69553
-55.483,87,38.733314
-47.423113,82,38.764586
-35.059043,73,38.7958
-31.841821,76,38.833608
-44.54682,88,38.86485
-35.031728,66,38.885875
-27.485157,83,38.933808
-43.213797,81,38.965051
-35.557504,74,38.996264
-39.955166,85,39.165579
-30.931408,79,39.196794
-31.453604,95,39.234602
-34.800135,77,39.281492
-46.15791,77,39.312736
-45.75301,90,39.350516
-33.902617,76,39.381789
-38.699483,87,39.419562
-42.540901,79,40.893395
-26.002026,64,40.924639
-40.794811,77,40.991138
-15.550746,74,41.075768
-38.881231,75,41.26008
-56.700591,87,41.297861
-30.124197,82,41.344728
-48.098216,116,41.413725
-22.568626,76,41.460585
-31.112303,67,41.482715
-29.549255,69,41.513987
-23.848866,75,41.545221
-44.790771,86,41.598576
-28.936604,70,41.645442
-24.992294,70,41.698817
-41.407901,74,41.730059
-30.863171,75,41.783435
-25.313776,73,42.015159
-50.545254,82,42.062023
-51.456555,86,42.099778
-34.747061,83,42.13102
-40.981404,79,42.168771
-44.626739,81,42.215665
-57.63029,87,42.246911
-32.375082,77,42.284686
-27.979038,68,42.315936
-34.612378,69,43.52615
-32.382968,69,43.566472
-39.645324,85,43.616761
-34.123556,72,43.656965
-37.789466,64,43.828396
-22.036493,74,43.858726
-29.093791,72,43.889234
-34.084215,75,43.919706
-25.246714,68,43.948073
-24.815129,70,43.970531
-33.794593,73,43.998838
-50.255025,77,44.039377
-27.522903,79,44.07197
-39.136173,81,44.102509
-33.292356,74,44.132877
-37.155594,68,44.163385
-25.408562,70,44.19175
-43.694905,78,44.323182
-34.79395,72,44.348819
-19.639104,65,44.380062
-35.440453,79,44.426925
-32.088569,77,44.449055
-39.1741,76,44.495946
-45.959691,88,44.533696
-24.518941,72,44.564969
-30.912783,71,44.596185
-17.517692,73,44.627429
-36.514027,82,45.864883
-45.449609,77,45.919086
-20.903709,77,45.964805
-29.850308,68,46.011669
-27.254531,68,46.249916
-35.824655,82,46.296787
-24.107619,71,46.328057
-32.176182,85,46.365835
-23.970391,76,46.397049
-27.154926,72,46.45042
-35.700653,68,46.497291
-30.704182,68,46.550663
-35.868982,71,46.58191
-35.093876,76,46.613156
-18.50332,71,46.666531
-28.240473,66,46.713395
-19.24752,66,46.751143
-26.923991,77,46.951624
-25.718577,68,46.982872
-27.040065,72,47.029735
-41.024121,78,47.067489
-22.004274,69,47.098732
-35.141754,85,47.145595
-13.542375,70,47.167726
-22.554619,79,47.198996
-42.102681,68,47.230231
-10.545367,71,47.26799
-23.259324,72,47.299233
-35.021906,72,47.330476
-21.81941,66,48.78087
-30.088797,72,48.841264
-29.140076,67,49.057071
-28.921012,64,49.126072
-25.765335,72,49.157316
-37.321587,71,49.210685
-43.851819,93,49.273175
-24.737301,68,49.326552
-28.59733,71,49.373416
-27.62603,62,49.426791
-27.413205,69,49.489275
-37.634503,75,49.54265
-31.108124,67,49.589514
-34.038923,67,49.658512
-27.04556,75,49.711881
-12.15653,72,49.75875
-22.309471,64,49.958986
-51.425632,81,50.00585
-46.627062,81,50.043639
-25.780296,63,50.07491
-38.293442,79,50.112629
