#{"t_start": 1615585000.1285408, "env_id": "CartPoleSwingUp-v0"}
r,l,t
-373.677974,426,0.232058
-291.702429,308,0.364115
-438.343641,478,1.41219
-212.614193,265,1.528082
-287.008169,376,1.690881
-295.334275,387,3.764129
-293.089065,412,3.976076
-225.212586,258,4.085941
-194.600919,500,5.098795
-378.097802,424,5.299923
-209.547393,271,7.317356
-316.804643,401,7.510602
-197.797763,269,7.631614
-146.116621,181,7.71229
-222.463285,500,8.594794
-146.213423,500,8.815404
-197.100854,203,10.463781
-207.403087,263,10.616049
-146.297977,500,10.838406
-193.949869,500,11.53563
-182.901891,204,11.618826
-169.803536,248,11.7285
-222.487717,316,12.470625
-166.363791,287,13.698907
-127.156664,322,13.84827
-148.763633,436,14.504679
-130.656887,334,14.638255
-175.644329,251,14.758167
-178.719245,294,15.428143
-135.377243,396,16.649257
-74.689764,421,16.838885
-29.555198,377,17.335741
-35.656139,233,17.43847
-145.481731,157,17.499484
-107.135535,295,17.631619
-57.69042,393,19.286036
-84.60953,426,19.510285
-61.405496,297,20.076202
-149.055961,294,20.200279
-79.228347,344,20.352437
-196.070158,263,20.877048
-65.761914,426,22.204347
-109.680624,174,22.304941
-135.138814,185,22.395489
-79.200336,365,22.902995
-63.306827,398,23.075136
-43.703309,324,23.21733
-70.208043,362,23.716177
-117.710655,167,24.828848
-55.139642,247,24.969993
-28.761716,137,25.041018
49.131571,285,25.460792
-26.28936,294,25.598365
-59.506197,287,25.720208
-73.000159,178,25.791364
-56.83712,282,26.217914
-112.170772,125,26.268723
-60.94738,247,27.42843
-31.815048,215,27.549692
-51.036731,213,27.650418
-3.556612,251,28.086279
-12.709868,257,28.202212
-37.315896,221,28.302503
60.283693,306,28.438587
-76.634134,195,28.936669
-41.372509,228,29.040959
-61.213538,347,30.313914
-55.102638,129,30.376306
-79.533355,258,30.781458
-39.588064,210,30.872831
9.928841,405,31.045552
-52.35113,146,31.114643
4.348245,280,31.400706
-44.761309,141,31.461545
-18.029108,216,31.552839
-31.173299,226,32.820959
1.26269,247,32.93202
-20.559206,225,33.31787
-17.39542,445,33.502579
-31.160992,272,33.62423
-55.413636,193,33.988539
-53.08753,254,34.104446
-60.659279,194,34.189125
12.514459,356,35.419115
-48.18717,141,35.702515
-65.793836,191,35.783619
-11.775756,162,35.854823
11.403393,251,35.966155
-58.656996,185,36.047085
-20.396628,240,36.421092
-18.325702,293,36.545071
-55.785647,106,36.58576
-4.628595,267,37.845579
34.029563,293,38.167696
-48.272703,86,38.214592
56.437303,292,38.346115
13.078634,325,38.484192
-57.080768,147,38.548949
-32.368021,151,38.852504
32.726615,234,38.95321
-43.704875,149,39.023857
-49.366933,160,39.09288
35.982878,337,40.314908
-16.753676,69,40.606265
11.908143,344,40.747864
-50.103648,116,40.794728
-13.275507,232,40.910612
3.9511,186,40.979626
-49.440036,134,41.190057
-13.585865,242,41.30253
-29.670191,291,41.432145
-39.601354,142,41.502947
-59.202061,109,42.602397
-61.728347,166,42.682857
-51.890565,106,42.996464
-43.479486,211,43.087768
-42.988909,115,43.13847
-8.563846,210,43.229809
-36.886442,314,43.362
-48.000699,106,43.664586
28.069708,288,43.780292
-20.649869,157,43.858407
23.991197,227,43.958696
46.784822,295,45.21617
13.616531,335,45.639085
59.290531,303,45.770542
94.728751,260,45.886477
-22.194236,182,46.27397
-13.481084,226,46.37554
-34.29405,77,46.406067
18.886839,243,46.515207
-34.974442,242,47.655711
-2.858273,196,48.016979
23.733327,255,48.128327
74.110552,315,48.261922
-4.689402,165,48.333082
101.44206,277,48.712492
-32.430566,203,48.797061
-34.857657,250,48.912978
-26.066252,72,48.944232
11.112063,170,49.013233
-52.069258,198,50.125649
-45.481202,105,50.416266
-15.15419,217,50.509936
-41.000084,122,50.560754
86.132233,351,50.713239
-9.107026,239,50.814935
-33.119373,70,50.977155
-19.460197,223,51.078478
30.416243,279,51.198109
61.703393,320,51.332153
-28.763175,83,52.487851
104.876155,430,52.94103
22.379046,219,53.052124
-19.785661,186,53.145147
115.338161,362,53.519229
-13.633153,220,53.620163
23.993182,271,53.741822
105.818557,261,53.852941
235.884724,486,55.63444
-12.792993,72,55.664552
173.766913,426,55.854347
-55.297984,96,55.8972
143.040057,306,56.446379
-26.948999,226,56.546212
-38.624149,78,56.593107
-10.819519,242,56.693362
-43.515937,105,56.746734
154.889577,421,58.239302
49.610227,215,58.33201
287.971765,447,58.930338
-24.436235,220,59.021896
72.742953,240,59.12356
18.440008,205,59.21493
109.588638,261,59.326744
163.132448,332,60.798524
313.579845,500,61.039219
-37.939185,79,61.071721
329.932353,500,61.640456
-62.559823,199,61.729666
99.857355,256,61.833561
157.894199,319,63.306173
-31.232966,68,63.336406
55.852863,211,63.469747
7.797908,331,63.610875
-44.803472,108,63.661668
70.48003,224,63.965021
83.930076,237,64.065254
315.743846,500,64.277288
67.434061,234,64.961027
125.191287,281,66.275154
-42.665108,100,66.325472
179.541438,366,66.49902
-40.629824,111,66.548825
330.042321,500,66.903044
339.890306,500,67.116288
2.017205,171,67.715346
