#{"t_start": 1615585137.156194, "env_id": "CartPoleSwingUp-v0"}
r,l,t
-415.325384,500,0.259817
-442.716258,451,0.44485
-416.663582,428,1.432796
-254.888296,292,1.568603
-209.491773,233,1.669668
-467.351228,500,3.701897
-443.587322,500,3.933702
-345.425051,360,4.552897
-190.816147,263,4.664027
-354.950546,500,5.324069
-157.792875,171,6.452813
-144.929186,149,6.543627
-230.784348,254,6.654511
-252.352037,471,7.15075
-240.482205,262,7.262118
-305.471322,321,7.403905
-231.73373,268,7.525157
-223.590455,237,8.949291
-164.951058,186,9.060006
-224.597613,235,9.181061
-131.485184,142,9.241705
-124.662325,151,9.30259
-118.943347,131,9.604876
-164.795364,179,9.677424
-164.523337,188,9.762074
-141.33256,161,9.83112
-279.905013,293,9.962643
-177.24319,252,10.302447
-126.400164,135,11.461628
-180.044401,251,11.600749
-164.253804,171,11.681188
-116.239855,128,11.733872
-108.281818,120,11.784356
-129.140412,165,12.057473
-172.900708,184,12.138953
-143.395454,172,12.209774
-126.67582,136,12.268617
-117.183192,146,12.331457
-133.016396,162,12.400601
-120.374933,127,12.453424
-114.103767,137,12.697634
-155.911447,164,13.837929
-124.636786,146,13.938552
-91.554492,108,13.998935
-124.267798,131,14.059378
-136.482576,154,14.130174
-82.836379,101,14.170845
-106.112192,128,14.417133
-116.131446,126,14.464023
-117.222331,129,14.53306
-156.305643,172,14.602076
-115.815789,129,14.664592
-138.979848,148,14.724845
-150.294693,159,14.795937
-134.000449,147,15.039616
-92.787359,108,15.088449
-146.265359,153,16.187505
-80.172498,110,16.237724
-68.221416,116,16.288095
-111.720568,124,16.348671
-80.705617,90,16.386878
-92.906815,113,16.429012
-117.232904,125,16.489487
-80.941073,131,16.700975
-129.865116,145,16.772159
-80.672402,100,16.821015
-95.288028,118,16.863932
-149.272655,190,16.945167
-105.419528,126,17.006224
-71.859653,123,17.056992
-142.67331,211,17.310306
-79.624686,96,17.350638
-83.876332,130,18.500202
-68.556525,89,18.55049
-38.601298,77,18.590819
-97.94905,114,18.649266
-102.84819,116,18.701584
-87.859394,120,18.75196
-89.732694,154,18.965265
-91.42278,107,19.016087
-99.099804,111,19.064758
-102.997881,111,19.107625
-110.058411,130,19.166394
-71.87763,100,19.208842
-111.852348,127,19.267313
-90.24744,107,19.310199
-102.465057,113,19.360981
-90.191483,117,19.561776
-83.286338,106,19.604564
-96.13627,111,19.655282
-66.630184,90,19.693891
-84.996655,107,20.831419
-63.393787,92,20.883784
-80.462459,110,20.944139
-90.527583,110,20.99485
-75.752053,94,21.035337
-58.095324,84,21.075908
-71.874845,92,21.258818
-79.200783,110,21.30951
-82.643368,124,21.360395
-81.933347,102,21.401117
-72.260036,105,21.451822
-74.731628,99,21.492463
-72.594599,95,21.533076
-75.821235,99,21.573678
-71.645564,93,21.614333
-64.733924,133,21.805316
-74.238226,109,21.858023
-78.783657,100,21.898662
-61.432572,88,21.93716
-78.529256,99,21.979897
-100.574917,110,23.087771
-72.153666,120,23.14814
-57.087615,113,23.208527
-78.846729,94,23.259027
-75.380673,101,23.299455
-62.480402,93,23.475347
-78.531937,97,23.506588
-80.098197,100,23.562156
-53.64801,82,23.592676
-69.120074,94,23.633145
-59.946149,89,23.673813
-69.724356,89,23.714435
-72.743324,91,23.75298
-65.526242,101,23.795821
-76.200011,93,23.834451
-80.144104,106,23.877118
-61.39651,81,24.039282
-51.198401,85,24.069676
-51.525414,98,24.118371
-69.317271,92,24.150737
-74.439371,90,24.191108
-54.827457,81,25.308747
-58.75674,83,25.358997
-47.402162,84,25.419292
-64.287366,93,25.48028
-70.483259,98,25.528876
-57.867439,82,25.56132
-56.692326,85,25.711519
-38.48787,76,25.742793
-48.699889,69,25.774045
-59.671321,85,25.827461
-59.7357,97,25.858703
-54.524718,82,25.905567
-46.571144,80,25.927751
-49.24693,87,25.974613
-57.927491,90,26.01455
-54.014148,78,26.045073
-67.486565,83,26.085436
-65.40101,85,26.125733
-54.508972,82,26.285038
-59.998481,91,26.325758
-61.52612,95,26.366422
-65.717294,88,26.399009
-69.324126,102,26.447812
-60.665774,78,26.47815
-58.258965,84,27.605232
-31.4921,74,27.64776
-48.102486,83,27.688054
-62.544363,98,27.738617
-43.286003,72,27.776863
-45.536044,78,27.80905
-36.229792,83,27.948661
-36.813733,77,27.995557
-40.55394,75,28.026803
-51.591626,82,28.064604
-44.028895,73,28.095844
-53.838144,85,28.127088
-31.564352,71,28.164876
-62.653888,85,28.196121
-51.09877,83,28.227361
-57.468281,81,28.271921
-44.195919,76,28.302297
-60.295771,89,28.342926
-55.647797,85,28.503552
-55.056685,75,28.529245
-61.982251,82,28.576109
-53.047003,81,28.613872
-39.561498,68,28.645138
-57.049546,81,28.67638
-59.147448,78,28.714165
-57.355684,83,28.745438
-54.178076,77,29.911707
-68.92873,89,29.962212
-37.241624,73,30.002539
-44.882811,85,30.032783
-34.399653,71,30.082985
-51.839114,73,30.222425
-52.966107,75,30.253699
-44.059147,80,30.300555
-40.665986,81,30.33503
-39.061649,77,30.365552
-46.264666,68,30.395905
-46.228444,76,30.424245
-44.908188,75,30.464635
-45.821664,69,30.495158
-49.422252,72,30.525575
-46.880487,77,30.558102
-43.621236,72,30.588649
-50.19899,80,30.619055
-47.705683,74,30.769491
-50.385965,82,30.801794
-49.09409,74,30.840332
-51.412471,76,30.872747
-37.79414,79,30.903248
-52.255804,79,30.941456
-51.812331,75,30.971696
-48.099287,79,31.003892
-47.042477,69,31.034378
-33.688877,73,32.200737
-41.123196,74,32.251022
-45.989251,76,32.283302
-42.78935,79,32.333874
-51.650736,76,32.372159
-24.556467,74,32.519061
-36.652172,76,32.55031
-42.811448,67,32.581545
-24.442705,75,32.619353
-41.330233,75,32.650564
-37.156941,81,32.681827
-55.976913,80,32.719635
-53.987172,70,32.750878
-46.1405,82,32.797742
