steps,reward,noise,uncertainty,oldReward,neg,pos,negReward,posReward,negNoise,posNoise,upCounter,topCounter,undetected
500.0,333.8297973945737,3.0,3.0,336.8297973945737,234.0,266.0,151.31357081234455,182.51622658222914,0.0,3.0,409.0,347.0,0.0
66.0,-21.07076612394303,0.0,0.0,-21.07076612394303,57.0,9.0,-21.695066265761852,0.6243001418188214,0.0,0.0,28.0,0.0,0.0
176.0,-31.623695521278364,19.0,22.0,11.745333526283503,120.0,56.0,3.4858343890862216,-35.109529910364586,11.0,8.0,76.0,64.0,0.0
224.0,-4.407604849300412,3.0,3.0,40.2744298503967,62.0,162.0,-22.621732592461967,18.214127743161555,0.0,3.0,134.0,32.0,0.0
276.0,120.11810324899852,3.0,3.0,123.11810324899852,114.0,162.0,34.929597318172455,85.18850593082607,0.0,3.0,181.0,168.0,0.0
96.0,-52.65720399469137,3.0,3.0,-49.65720399469137,51.0,45.0,-29.478410750627518,-23.178793244063854,1.0,2.0,2.0,0.0,0.0
74.0,-26.39301080442965,0.0,0.0,-26.39301080442965,58.0,16.0,-24.058451395481825,-2.3345594089478254,0.0,0.0,25.0,0.0,0.0
87.0,-37.75293932366185,0.0,0.0,-37.75293932366185,55.0,32.0,-25.15228862618096,-12.600650697480887,0.0,0.0,22.0,0.0,0.0
500.0,341.2225094450405,3.0,4.0,345.2225094450405,258.0,242.0,172.19525442272425,169.02725502231624,0.0,3.0,406.0,393.0,0.0
84.0,-28.399257527198642,0.0,0.0,-28.399257527198642,53.0,31.0,-24.607840090058744,-3.7914174371398985,0.0,0.0,30.0,0.0,0.0
75.0,-28.753959093242884,0.0,0.0,-28.753959093242884,55.0,20.0,-24.841804580762982,-3.9121545124799013,0.0,0.0,21.0,0.0,0.0
91.0,-63.5139302611351,1.0,1.0,-62.5139302611351,59.0,32.0,-38.613418221473694,-24.900512039661407,0.0,1.0,0.0,0.0,0.0
216.0,42.94656598249526,3.0,4.0,61.342947461642325,69.0,147.0,-12.199160201180575,55.14572618367583,0.0,3.0,142.0,102.0,0.0
255.0,80.49600898474455,4.0,4.0,84.49600898474455,147.0,108.0,46.90201072394848,33.59399826079607,0.0,4.0,160.0,100.0,0.0
76.0,-33.89355134192738,0.0,0.0,-33.89355134192738,54.0,22.0,-28.232848173676757,-5.66070316825062,0.0,0.0,12.0,0.0,0.0
68.0,-23.045801924541593,0.0,0.0,-23.045801924541593,56.0,12.0,-23.686983046587557,0.641181122045964,0.0,0.0,27.0,0.0,0.0
200.0,-44.85176371683326,9.0,11.0,-18.791078925831243,122.0,78.0,-28.689959331681507,-16.161804385151754,5.0,4.0,90.0,0.0,0.0
228.0,22.286398139074834,4.0,4.0,58.96961590088904,67.0,161.0,-20.245091291476456,42.53148943055129,1.0,3.0,138.0,49.0,0.0
500.0,329.58303440734744,4.0,4.0,333.58303440734744,237.0,263.0,146.7384413741529,182.84459303319454,0.0,4.0,404.0,358.0,0.0
96.0,-64.72030157223344,4.0,4.0,-60.72030157223344,57.0,39.0,-37.06925565004349,-27.65104592218995,1.0,3.0,0.0,0.0,0.0
74.0,-22.041710905265063,0.0,0.0,-22.041710905265063,55.0,19.0,-23.939183570910245,1.8974726656451821,0.0,0.0,31.0,0.0,0.0
