#{"t_start": 1615575913.9589093, "env_id": "CartPoleSwingUp-v0"}
r,l,t
-250.432054,261,0.759696
-228.449092,267,1.499428
-395.255379,417,2.6298
-463.443065,500,10.974883
-228.935268,260,11.739577
-343.213758,393,21.139684
-297.065241,303,21.95924
-461.383376,500,23.511054
-199.913711,209,29.389472
-151.734061,172,29.969535
-177.39075,190,30.559968
-277.221857,300,31.499597
-395.333026,429,38.059617
-331.743099,414,39.309826
-213.099842,215,39.999684
-179.630696,199,43.679635
-189.629965,203,44.319524
-208.130463,215,44.959801
-158.570484,162,45.45982
-126.975415,142,45.879702
-203.423412,236,46.569566
-185.652797,192,51.499738
-170.576134,500,52.969635
-225.21987,273,53.8297
-204.601056,260,57.829843
-156.536715,176,58.359485
-308.766633,450,59.72952
-199.33923,280,63.82983
-275.953594,272,65.939459
-169.030079,205,66.58948
-136.883439,152,67.139666
-203.729061,230,67.899521
-169.005812,179,70.939729
-142.401651,149,71.459423
-167.996131,193,72.089785
-137.107905,147,72.579839
-132.666001,158,73.149741
-113.765316,128,73.599709
-219.649793,290,76.949747
-150.569483,164,78.819743
-115.735164,150,79.279637
-102.768608,116,79.649933
-164.702631,237,80.349654
-112.074589,139,82.789487
-122.075814,151,83.229684
-180.323267,188,83.809571
-153.95081,177,84.329543
-157.543987,195,84.899812
-116.19396,135,85.289636
-192.469577,500,89.879613
-119.946199,133,90.269745
-84.143196,118,90.619914
-73.220585,104,90.929493
-119.248055,135,91.329886
-151.089283,162,93.38956
-117.105024,137,93.789546
-81.912282,107,94.109537
-121.951748,136,94.5097
-112.866057,131,94.90968
-203.302467,310,95.809767
-96.292027,118,96.159762
-132.063396,155,98.270627
-115.271199,120,98.629664
-111.270667,123,100.219335
-67.270323,94,100.509415
-71.892921,94,100.789371
-96.407885,121,101.159278
-87.448388,103,101.459563
-110.976136,133,101.844451
-88.473346,101,103.519823
-118.471498,139,103.939742
-152.563422,188,104.529371
-104.297784,114,104.879865
-86.053226,102,105.174925
-120.911475,129,105.589616
-82.382656,110,105.949869
-84.776297,106,106.319475
-98.585883,109,108.059437
-105.221853,117,108.389522
-99.992776,112,108.739437
-94.606115,117,109.099355
-101.849086,123,110.61951
-105.35241,114,110.930887
-65.376519,87,111.172109
-57.460922,100,111.449355
-103.865517,111,111.764806
-83.805721,120,113.26965
-173.022375,188,113.819767
-74.305841,112,114.139424
-105.145519,112,114.459584
-93.084459,117,114.789482
-67.278326,99,115.069741
-84.454328,111,115.379899
-73.170927,99,115.672201
-108.857748,123,116.029685
-106.606798,154,117.561433
-66.796607,106,117.849537
-78.502645,102,118.139636
-76.58205,97,118.399688
-59.376262,93,120.04934
-21.19907,77,120.269395
-66.805026,99,120.57453
-74.881757,99,120.869761
-80.945784,94,121.234314
-39.789346,82,121.519854
-63.514993,97,122.989886
-63.566459,94,123.289477
-83.379075,102,123.639492
-102.913413,117,124.009735
-76.508682,98,124.409332
-75.835108,91,124.769495
-85.198049,106,125.339697
-69.769082,88,125.619506
-75.899264,102,125.959273
-78.689989,92,126.279503
-75.166877,98,127.733864
-64.179562,89,127.999565
-74.208646,99,128.289515
-51.657827,89,128.559404
-43.88194,79,128.789416
-85.703556,100,130.49422
-32.897436,81,130.754524
-53.457054,85,131.119531
-71.981983,91,131.389358
-56.461647,81,131.629422
