#{"t_start": 1615575324.0473628, "env_id": "CartPoleSwingUp-v0"}
r,l,t
-397.935509,445,1.352139
-450.797761,500,2.729225
-400.101895,413,10.420969
-427.320764,472,11.857515
-321.682225,336,20.358666
-234.918244,239,21.018985
-305.872979,330,21.913105
-447.234169,491,28.04901
-225.074343,247,28.701645
-428.044566,435,29.936738
-435.000593,500,36.959517
-156.650944,168,37.44732
-166.609152,194,38.004239
-169.295922,191,38.581092
-222.604435,269,41.403145
-262.517449,266,42.098099
-270.403445,303,42.886473
-141.210726,335,46.48389
-123.335563,128,47.980832
-184.827715,190,48.469092
-142.801514,157,48.885937
-116.612878,125,49.200931
-139.590053,165,49.626434
-132.519702,138,51.883428
-149.295988,180,52.360915
-151.628275,156,52.758573
-131.358375,145,53.134753
-267.432101,319,53.95792
-121.535769,125,54.291322
-156.949696,165,56.384403
-157.228899,196,57.987541
-125.963665,142,58.35333
-140.828353,141,58.717439
-140.31101,187,59.290955
-132.838341,380,62.931386
-113.494364,136,63.510703
-124.448788,131,64.06519
-160.278117,161,64.766656
-142.532612,211,65.415419
-149.464905,168,65.891445
-129.033585,142,68.323512
-131.485548,153,70.179762
-210.202435,232,70.859856
-120.792664,192,71.410278
-117.451166,131,71.789195
-173.864321,316,75.219528
-111.517978,125,75.594572
-120.460414,135,75.994488
-133.539145,195,76.574015
-159.119839,144,76.962056
-114.037496,119,77.307319
-109.941404,132,77.677163
-124.03157,258,80.821021
-115.283143,150,82.848295
-86.902312,116,83.244117
-145.431213,153,83.689049
-118.141165,130,84.062415
-112.644147,120,84.570584
-171.519619,168,86.972701
-141.114259,166,87.421844
-107.13136,121,87.746361
-145.577271,163,88.202476
-152.428151,168,88.687599
-136.16659,161,89.142165
-128.748983,138,91.150874
-165.774567,178,91.621428
-124.450148,140,91.977523
-153.319263,154,93.541844
-137.23732,168,93.99011
-101.283891,118,94.307221
-109.227462,120,94.611716
-89.722989,111,94.896734
-56.434184,78,96.28606
-135.966619,152,96.680849
-127.608992,138,97.038
-74.424756,101,97.312095
-76.859812,112,97.616848
-116.063116,130,97.95215
-40.508077,84,98.173868
-133.732841,187,98.654044
-48.536599,86,100.117372
-92.003189,112,100.410517
-105.78363,117,100.725363
-103.392242,109,102.13549
-74.279195,98,102.399307
-102.606577,112,102.692214
-48.919595,85,102.907207
-53.660378,86,103.130947
-77.955953,98,103.385041
-43.361566,90,103.608871
-90.542967,108,105.043804
-92.145304,110,105.322213
-68.067649,90,105.587904
-131.584376,107,105.872293
-56.585703,78,106.087231
-112.417849,122,106.418506
-50.086375,95,106.679864
-132.433211,144,107.057802
-91.142585,113,107.360398
-79.272793,93,108.725211
-82.374027,104,109.030895
-76.650284,101,109.306576
-74.970415,114,109.624774
-106.075087,116,111.343745
-79.847565,90,111.613106
-153.661969,138,112.014207
-128.163778,125,112.35873
-54.316627,88,112.629376
-43.106096,79,112.844831
-50.286966,81,114.066463
-66.942297,91,114.311511
-71.902987,94,114.554948
-69.483326,97,114.807319
-55.760083,79,115.010677
-64.500414,97,115.256629
-46.183643,85,115.47828
-68.269471,96,115.724193
-40.899647,79,115.927569
-66.208663,94,116.179858
