#{"t_start": 1615579876.6542428, "env_id": "CartPoleSwingUp-v0"}
r,l,t
-216.291393,234,0.736879
-359.959915,447,1.907064
-690.70453,500,9.575061
-467.597312,500,10.897698
-145.608587,190,11.385973
-653.520927,500,20.063544
-369.996035,373,21.048544
-526.109723,500,28.518668
-317.47635,341,29.414182
-659.639718,500,36.153263
-531.670169,434,38.399088
-520.142852,500,45.953691
-557.832904,500,47.271757
-553.227676,485,54.918844
-293.483383,474,57.328932
-300.73691,500,58.639253
-340.608422,304,65.685943
-263.353101,268,66.389817
-380.854915,500,73.945622
-363.139,358,75.928102
-176.124493,178,76.404976
-201.062244,181,76.891758
-196.330944,398,79.851919
-355.440214,415,80.989802
-389.951681,500,84.383735
-286.846602,279,86.188428
-156.638782,172,86.638098
-310.50191,209,87.207706
-246.231459,500,90.298141
-188.901413,182,90.78483
-315.82949,364,91.748611
-159.94905,191,92.255504
-140.887962,148,94.778339
-254.68764,134,95.132118
-153.774927,165,96.658846
-300.648249,317,97.512989
-133.240623,159,97.927974
-387.460277,326,101.49822
-249.977595,142,101.866341
-198.842407,390,102.891712
-157.468045,410,106.746684
-313.295262,500,109.164867
-212.023556,450,113.948829
-282.685208,268,114.640936
-322.379791,229,115.249357
-295.702192,286,116.011607
-276.590536,170,119.885225
-306.840788,293,120.668056
-144.917469,164,122.192141
-187.53867,171,122.639826
-211.825356,435,125.657148
-302.89867,246,126.404139
-281.204007,248,127.055354
-299.768737,210,127.615099
-252.64057,131,127.958743
-215.210565,231,130.615639
-280.91501,399,132.81786
-221.889339,157,133.226739
-135.405728,146,133.603233
-100.488533,121,135.597261
-108.861494,132,135.942917
-275.900253,409,137.046661
-158.601942,177,137.513334
-109.629599,120,137.83872
-111.936725,138,138.194695
-258.569429,156,140.694805
-240.783929,258,141.375402
-211.313547,175,142.927527
-107.415505,119,143.234896
-127.51228,128,143.570425
-329.738287,410,145.907881
-112.998196,171,146.365808
-137.530877,158,146.782758
-102.139649,118,147.088076
-153.390299,256,147.767593
-288.581285,206,149.465864
-129.294416,347,150.381142
-114.986875,151,151.967726
-106.798403,124,152.29117
-108.786691,121,152.598411
-74.251866,245,154.397352
-136.747753,161,154.814368
-147.711684,206,155.353096
-89.49208,108,155.637997
-110.655479,130,155.973975
-111.913987,132,156.320027
-204.153294,140,157.836021
-96.766926,208,158.377044
-91.866739,105,158.651152
-120.481087,137,159.017146
-67.064753,90,159.251246
-74.706427,104,160.624339
-107.390486,242,161.264415
-208.053633,140,162.545354
-131.070859,182,163.032946
-76.376774,98,163.286654
-106.08457,114,163.591635
-88.11202,109,163.876471
-81.241606,311,164.680269
-77.62335,106,164.964114
-72.803518,90,166.193342
-98.424271,138,166.559192
-148.240429,211,167.118286
-85.322089,113,167.413346
-46.668002,86,167.636984
-65.348909,86,168.98806
-67.742433,97,169.242279
-231.50144,279,170.846825
-89.022943,99,171.111191
-55.245263,89,171.343304
-46.404498,85,171.55894
-72.636862,122,171.874309
-54.550265,78,172.077897
-47.761473,89,172.32182
-50.782593,86,172.545963
-38.898499,74,172.737321
-64.392157,75,172.930518
-66.994914,88,173.164378
-40.674079,84,174.314185
-153.245723,119,174.648624
-72.78089,86,174.870365
-60.422832,106,175.146817
-62.94822,80,175.360291
-75.647042,107,175.635227
-165.865571,342,177.688138
-123.864524,101,177.950602
-59.071325,88,179.071521
-68.685784,95,179.315041
-54.602035,84,179.538802
-54.891411,81,179.742336
-54.717792,86,179.975025
