#{"t_start": 1615571117.832608, "env_id": "CartPoleSwingUp-v0"}
r,l,t
-390.804519,500,1.534101
-300.417761,357,2.528074
-411.806256,500,10.330367
-364.952268,372,11.296646
-285.580481,301,19.828806
-258.947904,500,23.204503
-459.469158,500,31.71035
-284.162222,500,33.068851
-468.278163,500,40.617088
-265.221329,500,43.002424
-307.227905,500,50.506449
-309.808117,500,51.807984
-232.191975,291,52.57008
-274.354052,500,61.266322
-60.679745,500,62.573699
-123.36361,500,69.035541
-168.655056,445,70.194807
-110.025363,500,78.374777
-159.622596,437,79.500956
-199.971658,214,80.047777
-301.004099,500,87.587608
-269.735666,500,88.936989
-317.353288,500,97.515069
-172.086868,500,98.816083
-141.57195,396,105.146697
-387.127414,500,106.458261
-196.023074,449,113.598573
-178.914221,441,115.865228
-59.045729,380,120.850972
-115.908841,431,121.973219
-93.569523,448,123.139734
-207.861159,495,130.718748
-110.868755,424,131.83064
-53.631962,300,136.468194
-70.439314,364,137.421816
-117.945504,500,142.262825
-127.575796,327,143.116315
-145.818618,356,145.156228
-66.16847,416,149.585688
-83.818962,331,150.430012
-24.376107,288,151.170193
-92.668733,249,154.878556
-101.13821,317,155.728068
-164.858067,327,157.637722
-79.896601,340,158.530465
-209.551974,419,163.053679
-93.004622,420,164.169419
-121.055677,298,168.350839
-85.010054,250,168.999945
-69.403617,260,170.817314
-48.366677,270,171.519778
-81.512711,343,175.124849
-74.021147,262,175.808237
-116.946525,286,176.540468
-84.453849,241,180.251759
-82.441857,305,181.052394
-82.615871,302,182.950715
-74.820118,234,183.642789
-124.42122,270,187.156779
-57.992612,190,187.663799
-73.443861,245,188.294393
-105.941235,245,188.93494
-52.274221,261,192.418564
-71.659552,248,193.063677
-103.994787,275,194.980638
-77.331404,245,195.648278
-38.995939,210,198.803625
-101.646395,223,199.398274
-100.889468,253,200.067121
-166.335599,272,200.761018
-66.638702,220,204.336741
-43.321851,257,205.00523
-57.867321,265,205.696798
-100.165349,265,207.556979
-43.514831,178,210.451115
115.640927,358,211.376603
-93.876592,249,212.017224
-47.905615,236,212.625171
-66.040977,204,215.41836
-47.280423,277,216.136838
-70.590109,237,216.748841
-60.628693,199,218.394152
-57.991127,252,221.537216
-75.988175,332,222.411481
-23.52849,232,223.013657
-101.166763,227,223.604308
-49.906314,238,226.572094
-32.433453,202,227.105174
-56.049733,216,227.671096
7.480512,261,229.418166
-42.659354,253,230.116059
12.023046,254,233.465509
-64.201849,243,234.10552
-44.900088,232,234.705258
-13.240717,251,235.356135
-29.493735,242,238.341418
17.476684,250,238.992836
80.661938,345,241.016128
-11.447953,226,244.087814
60.171924,328,244.937429
7.932772,220,245.514217
33.104324,289,246.256125
-9.621202,270,249.461858
-69.076223,224,250.049792
10.37278,254,250.708538
-32.962582,228,252.305
14.303702,256,255.331718
-31.187388,218,255.90731
-36.815461,221,256.46643
-24.869277,226,257.056433
19.17117,259,260.357973
-59.273772,224,260.939541
-21.190707,227,261.519619
-15.017587,224,262.097355
-30.217742,205,263.684209
-8.574403,228,266.712406
-1.1925,232,267.310491
13.776042,256,267.971632
-49.145913,203,268.491313
-11.983943,250,271.636813
9.64147,231,272.226361
-65.162777,191,272.714359
-10.215358,227,273.311752
24.905217,265,275.077866
-10.880787,218,278.01171
6.886267,245,278.65023
-11.673416,209,279.1811
-19.101958,224,279.75849
16.078068,263,282.887994
-42.446404,203,283.406748
-6.844731,240,284.025793
-14.496947,228,284.622879
-31.723013,207,288.810607
-27.2939,220,289.379054
-35.666086,205,289.899667
-3.263133,233,290.508908
-4.418776,206,291.037463
-10.494245,237,294.36808
13.217462,255,295.035463
-4.920537,246,295.687031
5.404901,254,296.33608
-44.755198,202,300.469987
10.670913,256,301.129647
-11.022203,226,301.709523
-37.30042,216,302.27493
-31.926209,214,302.860996
13.342552,267,305.936541
-4.447628,217,306.496014
-12.836995,231,307.085878
44.289224,286,307.835225
-38.601122,212,311.9123
-21.752753,203,312.430153
-32.792043,221,312.999135
-23.980176,218,313.547902
21.670926,245,316.769654
-18.852387,215,317.339552
52.267689,288,318.099975
-1.878059,240,318.73264
-46.362654,199,321.670757
17.648629,219,323.295947
-11.390865,233,323.921606
-25.08174,223,324.493012
103.158158,311,327.83578
-13.912217,223,328.413041
-4.694663,232,329.024544
123.044963,391,330.039524
7.099349,244,333.160018
28.21377,224,334.823077
-29.417552,197,335.357755
-20.878045,87,335.581665
92.241225,291,336.34383
34.533043,232,339.001154
44.452425,237,339.610191
58.598907,285,340.349788
-3.560646,213,340.900893
13.842743,205,343.297532
